tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-40950000.0,0.21,332000000.0,-195000000.0,-195000000.0,-43000000.0,304000000.0,2372000000.0,137000000.0,-167000000.0,13000000.0,36000000.0,49000000.0,111050000.0,-55000000.0,3780000000.0,714700000.0,714700000.0,-0.08,-0.08,-55000000.0,-55000000.0,-55000000.0,-2000000.0,-53000000.0,-12000000.0,-41000000.0,-162000000.0,-203000000.0,-261000000.0,-73000000.0,-62000000.0,1000000.0,63000000.0,7000000.0,-133000000.0,13000000.0,36000000.0,49000000.0,45000000.0,1270000000.0,166000000.0,166000000.0,166000000.0,166000000.0,340000000.0,764000000.0,,,,1315000000.0,2510000000.0,3825000000.0,3825000000.0,2022-12-31
-15260000.0,0.218,1164000000.0,-70000000.0,-70000000.0,603000000.0,287000000.0,2644000000.0,1094000000.0,807000000.0,9000000.0,31000000.0,40000000.0,657740000.0,595000000.0,3973000000.0,716200000.0,712900000.0,0.83,0.84,595000000.0,595000000.0,595000000.0,-4000000.0,599000000.0,-8000000.0,607000000.0,169000000.0,776000000.0,-144000000.0,-77000000.0,-34000000.0,-1000000.0,33000000.0,3000000.0,-36000000.0,9000000.0,31000000.0,40000000.0,911000000.0,1202000000.0,160000000.0,160000000.0,160000000.0,160000000.0,316000000.0,726000000.0,,,,2113000000.0,2771000000.0,4884000000.0,4884000000.0,2023-03-31
-30456000.0,0.188,1634000000.0,-162000000.0,-162000000.0,877000000.0,306000000.0,3005000000.0,1472000000.0,1166000000.0,-28000000.0,82000000.0,54000000.0,1008544000.0,714000000.0,4685000000.0,713700000.0,710800000.0,1.0,1.0,714000000.0,714000000.0,714000000.0,-3000000.0,717000000.0,-163000000.0,880000000.0,204000000.0,1084000000.0,-248000000.0,-89000000.0,-58000000.0,2000000.0,60000000.0,3000000.0,-104000000.0,-28000000.0,82000000.0,54000000.0,1360000000.0,1548000000.0,174000000.0,174000000.0,174000000.0,174000000.0,329000000.0,1045000000.0,,,,2908000000.0,3137000000.0,6045000000.0,6045000000.0,2023-06-30
-27354000.0,0.291,14000000.0,-94000000.0,-94000000.0,-318000000.0,306000000.0,1514000000.0,-80000000.0,-386000000.0,1000000.0,58000000.0,59000000.0,-251354000.0,-321000000.0,2855000000.0,708400000.0,708400000.0,-0.45,-0.45,-321000000.0,-321000000.0,-321000000.0,-3000000.0,-318000000.0,-3000000.0,-315000000.0,-129000000.0,-444000000.0,-180000000.0,-84000000.0,8000000.0,10000000.0,2000000.0,-2000000.0,-102000000.0,1000000.0,58000000.0,59000000.0,-265000000.0,1209000000.0,174000000.0,174000000.0,174000000.0,174000000.0,335000000.0,700000000.0,700000000.0,670000000.0,30000000.0,944000000.0,1646000000.0,2590000000.0,2590000000.0,2023-09-30
-109659442.724458,0.28483,436000000.0,-385000000.0,-385000000.0,-233000000.0,312000000.0,2229000000.0,51000000.0,-261000000.0,68000000.0,62000000.0,130000000.0,42340557.275542,-253000000.0,3542000000.0,,,,,-253000000.0,-253000000.0,-253000000.0,-2000000.0,-251000000.0,-20000000.0,-231000000.0,-92000000.0,-323000000.0,-556000000.0,-177000000.0,-230000000.0,11000000.0,241000000.0,6000000.0,-155000000.0,68000000.0,62000000.0,130000000.0,165000000.0,1176000000.0,175000000.0,175000000.0,175000000.0,175000000.0,357000000.0,644000000.0,,,,1341000000.0,2366000000.0,3707000000.0,3707000000.0,2023-12-31
