tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
22260.0,0.21,-633227000.0,106000.0,106000.0,-206180000.0,71598000.0,464233000.0,-633121000.0,-704719000.0,-84870000.0,84870000.0,-206263740.0,-206180000.0,1165619000.0,94930000.0,289219412.0,289219412.0,-0.71,-0.71,-208725000.0,,-210528000.0,4348000.0,-206180000.0,19504000.0,-225684000.0,-225684000.0,-78578000.0,-642483000.0,-789589000.0,-799543000.0,-799649000.0,106000.0,-106000.0,0.0,-84870000.0,84870000.0,94824000.0,701386000.0,71598000.0,71598000.0,629788000.0,796210000.0,464233000.0,1260443000.0,1260443000.0,2022-12-31
0.0,0.21,230119000.0,0.0,0.0,8031000.0,66751000.0,724282000.0,230119000.0,163368000.0,-85097000.0,85097000.0,8031000.0,8031000.0,1460246000.0,136591000.0,295285241.0,291936777.0,0.03,0.03,8031000.0,,8031000.0,,8031000.0,-28224000.0,36255000.0,36255000.0,-6546000.0,35470000.0,78271000.0,26777000.0,26777000.0,0.0,,,-85097000.0,85097000.0,136591000.0,735964000.0,66751000.0,66751000.0,669213000.0,872555000.0,724282000.0,1596837000.0,1596837000.0,2023-03-31
0.0,0.171,971358000.0,0.0,0.0,403174000.0,61078000.0,584014000.0,971358000.0,910280000.0,-90307000.0,90307000.0,403174000.0,403174000.0,1277763000.0,158449000.0,311046135.0,301011276.0,1.29,1.34,403174000.0,0.0,403174000.0,0.0,403174000.0,-263361000.0,666535000.0,666535000.0,-12997000.0,140441000.0,819973000.0,751831000.0,751831000.0,0.0,,,-90307000.0,90307000.0,158449000.0,693749000.0,61078000.0,61078000.0,632671000.0,852198000.0,584014000.0,1436212000.0,1436212000.0,2023-06-30
-5921160.0,0.21,108118000.0,-28196000.0,-28196000.0,-69208000.0,81207000.0,487886000.0,79922000.0,-1285000.0,-81956000.0,81956000.0,-46933160.0,-69208000.0,1284324000.0,31875000.0,301876322.0,301876322.0,-0.25,-0.23,-76098000.0,-6890000.0,-69208000.0,,-69208000.0,46776000.0,-115984000.0,-115984000.0,-2748000.0,29995000.0,-83241000.0,-61356000.0,-33160000.0,-28196000.0,,28196000.0,-81956000.0,81956000.0,60071000.0,796438000.0,81207000.0,81207000.0,715231000.0,856509000.0,487886000.0,1344395000.0,1344395000.0,2023-09-30
-9810360.0,0.21,270838000.0,-46716000.0,-46716000.0,14519000.0,152475000.0,645437000.0,224122000.0,71647000.0,-88323000.0,88323000.0,51424640.0,14519000.0,1543355000.0,-7358000.0,,,,,18749000.0,,16971000.0,-2452000.0,14519000.0,43856000.0,-29337000.0,-29337000.0,1273000.0,13934000.0,-16676000.0,32289000.0,79005000.0,-46716000.0,,,-88323000.0,88323000.0,39358000.0,897918000.0,152475000.0,152475000.0,745443000.0,937276000.0,645437000.0,1582713000.0,1582713000.0,2023-12-31
