ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,receivables,receivables_adjustments_allowances,other_receivables,duefrom_related_parties_current,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,current_notes_payable
1006000000.0,1006000000.0,4170000000.0,6658000000.0,4285000000.0,21052000000.0,3516000000.0,4285000000.0,14394000000.0,20374000000.0,14525000000.0,131000000.0,14394000000.0,-2971000000.0,-2971000000.0,-10761000000.0,28126000000.0,0.0,0.0,19656000000.0,8580000000.0,1411000000.0,960000000.0,960000000.0,229000000.0,229000000.0,5980000000.0,5980000000.0,11076000000.0,2278000000.0,3822000000.0,3822000000.0,678000000.0,678000000.0,678000000.0,4298000000.0,4298000000.0,4298000000.0,34181000000.0,19588000000.0,2781000000.0,657000000.0,657000000.0,1503000000.0,10109000000.0,4179000000.0,5930000000.0,4538000000.0,-5121000000.0,9659000000.0,7192000000.0,2120000000.0,347000000.0,0.0,14592000000.0,1559000000.0,4587000000.0,2419000000.0,2168000000.0,5958000000.0,-341000000.0,1216000000.0,0.0,5083000000.0,2488000000.0,2488000000.0,2022-12-31,,
1012000000.0,1012000000.0,4244000000.0,6659000000.0,4675000000.0,21373000000.0,3768000000.0,4675000000.0,14714000000.0,20689000000.0,14849000000.0,135000000.0,14714000000.0,-3026000000.0,-3026000000.0,-10185000000.0,27925000000.0,0.0,0.0,20193000000.0,8575000000.0,1422000000.0,932000000.0,932000000.0,246000000.0,246000000.0,5975000000.0,5975000000.0,11618000000.0,2237000000.0,4434000000.0,4434000000.0,684000000.0,684000000.0,684000000.0,4263000000.0,4263000000.0,4263000000.0,35042000000.0,19656000000.0,2838000000.0,663000000.0,663000000.0,1603000000.0,10039000000.0,4123000000.0,5916000000.0,4513000000.0,-5258000000.0,9771000000.0,,,,,15386000000.0,1894000000.0,4786000000.0,2461000000.0,2325000000.0,6291000000.0,-339000000.0,1366000000.0,,5264000000.0,2415000000.0,2415000000.0,2023-03-31,,
1009061000.0,1009061000.0,3839000000.0,6644000000.0,4927000000.0,21769000000.0,3495000000.0,4927000000.0,15125000000.0,20972000000.0,15262000000.0,137000000.0,15125000000.0,-2795000000.0,-2795000000.0,-9776000000.0,27696000000.0,0.0,0.0,20831000000.0,8520000000.0,1422000000.0,968000000.0,968000000.0,283000000.0,283000000.0,5847000000.0,5847000000.0,12311000000.0,2259000000.0,5101000000.0,5101000000.0,797000000.0,797000000.0,797000000.0,4154000000.0,4154000000.0,4154000000.0,36093000000.0,20287000000.0,2920000000.0,670000000.0,670000000.0,1776000000.0,10198000000.0,4124000000.0,6074000000.0,4723000000.0,-5491000000.0,10214000000.0,,,,,15806000000.0,1626000000.0,4957000000.0,2604000000.0,2353000000.0,6418000000.0,-348000000.0,1352000000.0,,5414000000.0,2805000000.0,2805000000.0,2023-06-30,,
1006000000.0,1006000000.0,3458000000.0,6659000000.0,5100000000.0,21909000000.0,3480000000.0,5100000000.0,15250000000.0,21107000000.0,15395000000.0,145000000.0,15250000000.0,-2907000000.0,-2907000000.0,-9258000000.0,27415000000.0,0.0,0.0,21155000000.0,8474000000.0,1385000000.0,952000000.0,952000000.0,280000000.0,280000000.0,5857000000.0,5857000000.0,12681000000.0,2569000000.0,5187000000.0,5187000000.0,802000000.0,802000000.0,802000000.0,4123000000.0,4123000000.0,4123000000.0,36550000000.0,20387000000.0,3004000000.0,687000000.0,687000000.0,1778000000.0,10150000000.0,4102000000.0,6048000000.0,4768000000.0,-5545000000.0,10313000000.0,,,,,16161000000.0,1491000000.0,4964000000.0,2594000000.0,2370000000.0,6505000000.0,-347000000.0,1282000000.0,,5570000000.0,3201000000.0,3201000000.0,2023-09-30,,
998000000.0,998000000.0,3375000000.0,6021000000.0,5138000000.0,21389000000.0,3310000000.0,5138000000.0,15368000000.0,21241000000.0,15519000000.0,151000000.0,15368000000.0,-2796000000.0,-2796000000.0,-8819000000.0,26983000000.0,0.0,0.0,21426000000.0,8435000000.0,1408000000.0,978000000.0,978000000.0,176000000.0,176000000.0,5873000000.0,5873000000.0,12991000000.0,2830000000.0,5542000000.0,5542000000.0,148000000.0,148000000.0,148000000.0,4471000000.0,4471000000.0,4471000000.0,36945000000.0,20643000000.0,3043000000.0,722000000.0,722000000.0,1756000000.0,10230000000.0,4093000000.0,6137000000.0,4892000000.0,-5678000000.0,10570000000.0,7974000000.0,2264000000.0,332000000.0,0.0,16301000000.0,1486000000.0,5094000000.0,2626000000.0,2468000000.0,7075000000.0,-350000000.0,1392000000.0,,6033000000.0,2646000000.0,2646000000.0,2023-12-31,0.0,0.0
997502276.0,997502276.0,3288000000.0,6005000000.0,5222000000.0,21396000000.0,3241000000.0,5222000000.0,15391000000.0,21249000000.0,15550000000.0,159000000.0,15391000000.0,-2855000000.0,-2855000000.0,-8364000000.0,26610000000.0,0.0,0.0,21591000000.0,8412000000.0,1421000000.0,984000000.0,984000000.0,149000000.0,149000000.0,5858000000.0,5858000000.0,13179000000.0,2726000000.0,5711000000.0,5711000000.0,147000000.0,147000000.0,39000000.0,4595000000.0,4595000000.0,4595000000.0,37141000000.0,20721000000.0,3067000000.0,730000000.0,730000000.0,1824000000.0,10169000000.0,4055000000.0,6114000000.0,4931000000.0,-5824000000.0,10755000000.0,,,,,16420000000.0,1491000000.0,5339000000.0,2575000000.0,2764000000.0,6873000000.0,-326000000.0,1336000000.0,,5863000000.0,2717000000.0,2717000000.0,2024-03-31,0.0,108000000.0
