free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,net_investment_purchase_and_sale,sale_of_investment
629000000.0,-101000000.0,-6000000.0,-269000000.0,101000000.0,103000000.0,2488000000.0,2851000000.0,18000000.0,-381000000.0,-295000000.0,-295000000.0,3000000.0,-191000000.0,-191000000.0,-101000000.0,-101000000.0,-6000000.0,-28000000.0,-28000000.0,22000000.0,22000000.0,-984000000.0,-984000000.0,130000000.0,,,,-269000000.0,898000000.0,898000000.0,106000000.0,158000000.0,342000000.0,342000000.0,342000000.0,-259000000.0,-135000000.0,-210000000.0,,16000000.0,,,255000000.0,255000000.0,126000000.0,101000000.0,188000000.0,2022-12-31,,
151000000.0,0.0,-5000000.0,-310000000.0,50000000.0,163000000.0,2415000000.0,2488000000.0,-55000000.0,-18000000.0,-250000000.0,-250000000.0,-53000000.0,-192000000.0,-192000000.0,0.0,0.0,-5000000.0,,,-5000000.0,-5000000.0,-229000000.0,-229000000.0,81000000.0,,,,-310000000.0,461000000.0,461000000.0,-122000000.0,580000000.0,43000000.0,43000000.0,43000000.0,-265000000.0,-480000000.0,-332000000.0,49000000.0,18000000.0,58000000.0,58000000.0,269000000.0,269000000.0,-392000000.0,-392000000.0,581000000.0,2023-03-31,,
582000000.0,-99000000.0,,-277000000.0,107000000.0,160000000.0,2805000000.0,2415000000.0,16000000.0,374000000.0,-300000000.0,-300000000.0,-14000000.0,-192000000.0,-192000000.0,-99000000.0,-99000000.0,,,,,,-185000000.0,-185000000.0,81000000.0,,,,-277000000.0,859000000.0,859000000.0,201000000.0,546000000.0,-199000000.0,-199000000.0,-199000000.0,-67000000.0,-79000000.0,9000000.0,49000000.0,15000000.0,52000000.0,52000000.0,276000000.0,276000000.0,-148000000.0,-148000000.0,414000000.0,2023-06-30,,
529000000.0,-120000000.0,,-281000000.0,48000000.0,140000000.0,3201000000.0,2805000000.0,-14000000.0,410000000.0,-311000000.0,-311000000.0,11000000.0,-202000000.0,-202000000.0,-120000000.0,-120000000.0,,,,,,-89000000.0,-89000000.0,-161000000.0,-19000000.0,0.0,-19000000.0,-281000000.0,810000000.0,810000000.0,99000000.0,408000000.0,-53000000.0,-53000000.0,-53000000.0,-78000000.0,-178000000.0,-144000000.0,50000000.0,10000000.0,-42000000.0,-42000000.0,268000000.0,268000000.0,-99000000.0,-99000000.0,524000000.0,2023-09-30,,
576000000.0,-319000000.0,,-356000000.0,104000000.0,132000000.0,2646000000.0,3201000000.0,-6000000.0,-549000000.0,-1167000000.0,-1167000000.0,3000000.0,-200000000.0,,-319000000.0,-319000000.0,,,,,,-314000000.0,-314000000.0,42000000.0,0.0,0.0,0.0,-356000000.0,932000000.0,932000000.0,250000000.0,491000000.0,270000000.0,270000000.0,270000000.0,-51000000.0,-460000000.0,-519000000.0,49000000.0,-9000000.0,-127000000.0,-127000000.0,274000000.0,274000000.0,44000000.0,84000000.0,451000000.0,2023-12-31,0.0,0.0
451000000.0,-158000000.0,,-333000000.0,48000000.0,108000000.0,2717000000.0,2646000000.0,-17000000.0,88000000.0,-427000000.0,-427000000.0,-59000000.0,-210000000.0,-210000000.0,-158000000.0,-158000000.0,,,,,,-269000000.0,-269000000.0,64000000.0,,,,-333000000.0,784000000.0,784000000.0,63000000.0,24000000.0,173000000.0,173000000.0,173000000.0,-265000000.0,131000000.0,199000000.0,51000000.0,0.0,-24000000.0,-24000000.0,283000000.0,283000000.0,-52000000.0,-52000000.0,463000000.0,2024-03-31,,
