treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,current_assets,other_current_assets,restricted_cash,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
126661000.0,253493000.0,380154000.0,2203530000.0,6691350000.0,11172369000.0,24899076000.0,10361940000.0,11172369000.0,206968000.0,18414694000.0,24839995000.0,19569906000.0,1155212000.0,18414694000.0,-137517000.0,-137517000.0,8498243000.0,24754873000.0,2143520000.0,152061000.0,152061000.0,12909304000.0,8579560000.0,,1965873000.0,,6613687000.0,188386000.0,6425301000.0,4329744000.0,,,77663000.0,18582000.0,59081000.0,59081000.0,4252081000.0,2472058000.0,1780023000.0,163600000.0,130500000.0,1485923000.0,32479210000.0,17787526000.0,928281000.0,7242325000.0,3322265000.0,3920060000.0,9616920000.0,-11115127000.0,20732047000.0,96000000.0,1815638000.0,558486000.0,15125653000.0,2230672000.0,905598000.0,14691684000.0,789325000.0,,5453531000.0,3591030000.0,3591030000.0,-200200000.0,3791230000.0,4857798000.0,576946000.0,4280852000.0,,,2022-12-31
128930000.0,251222908.0,380152908.0,2870913000.0,6670947000.0,11839088000.0,25688328000.0,10486445000.0,11839088000.0,,19017381000.0,25633879000.0,19929870000.0,912489000.0,19017381000.0,-165358000.0,-165358000.0,8900124000.0,25762032000.0,2168770000.0,152061000.0,152061000.0,12316520000.0,8486580000.0,610082000.0,1260000000.0,1260000000.0,6616498000.0,,6616498000.0,3829940000.0,329500000.0,329500000.0,54449000.0,,54449000.0,,3445991000.0,1304499000.0,2141492000.0,156400000.0,129400000.0,1855692000.0,32246390000.0,17930005000.0,888725000.0,7178293000.0,3263385000.0,3914908000.0,9862987000.0,-11320000000.0,21182987000.0,,,,,,,14316385000.0,445714000.0,81145000.0,5590852000.0,3661974000.0,3661974000.0,,,4617845000.0,817811000.0,3800034000.0,3294514000.0,505520000.0,2023-03-31
131431000.0,248722494.0,380153494.0,2168549000.0,6679112000.0,12821601000.0,26632791000.0,11286334000.0,12821601000.0,,19953679000.0,26574365000.0,20940928000.0,987249000.0,19953679000.0,-128972000.0,-128972000.0,9314764000.0,27095661000.0,2149693000.0,152061000.0,152061000.0,12438988000.0,8434814000.0,574128000.0,1240000000.0,1240000000.0,6620686000.0,,6620686000.0,4004174000.0,350500000.0,350500000.0,58426000.0,,58426000.0,,3595248000.0,1612046000.0,1983202000.0,152400000.0,127700000.0,1703102000.0,33379916000.0,18089408000.0,863931000.0,7132078000.0,3205881000.0,3926197000.0,10093399000.0,-11520000000.0,21613399000.0,,,,,,,15290508000.0,402213000.0,,5632324000.0,3874933000.0,3874933000.0,,,5381038000.0,870475000.0,4510563000.0,,,2023-06-30
134315000.0,245838999.0,380153999.0,825508000.0,6681458000.0,13396477000.0,27147175000.0,11665088000.0,13396477000.0,,20465717000.0,27086303000.0,21509082000.0,1043365000.0,20465717000.0,-148827000.0,-148827000.0,9813377000.0,28110225000.0,2165635000.0,152061000.0,152061000.0,12758704000.0,8474856000.0,,1854270000.0,,6620586000.0,,6620586000.0,4283848000.0,,,60872000.0,,60872000.0,,4222976000.0,2368269000.0,1854707000.0,,,1854707000.0,34267786000.0,18318850000.0,893762000.0,7069240000.0,3146973000.0,3922267000.0,10355848000.0,,,,,,,,,15948936000.0,555784000.0,,5246365000.0,3427697000.0,3427697000.0,,,6719090000.0,863140000.0,5855950000.0,,,2023-09-30
,245838999.0,245838999.0,255897000.0,6842186000.0,13863772000.0,27579829000.0,11791349000.0,13863772000.0,202991000.0,20940634000.0,27400618000.0,22123754000.0,1183120000.0,20940634000.0,-162072000.0,-162072000.0,9987643000.0,28762045000.0,2176243000.0,152061000.0,152061000.0,13216745000.0,8622236000.0,1973363000.0,,,6648873000.0,188889000.0,6459984000.0,4594509000.0,,,193313000.0,14102000.0,179211000.0,179211000.0,4401196000.0,2380907000.0,2020289000.0,,,2020289000.0,35340499000.0,18954641000.0,828012000.0,7076862000.0,3108015000.0,3968847000.0,11049767000.0,-11788982000.0,22838749000.0,,2121788000.0,,16328126000.0,2550959000.0,1183173000.0,16385858000.0,724012000.0,,5577758000.0,2953311000.0,2953311000.0,-127200000.0,3080511000.0,7130777000.0,747479000.0,6383298000.0,,,2023-12-31
