free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,interest_paid_supplemental_data
7215000000.0,-4000000.0,-6851000000.0,0.0,-213000000.0,9201000000.0,11832000000.0,23000000.0,-2654000000.0,-9634000000.0,-9634000000.0,-326000000.0,53000000.0,-2506000000.0,-2506000000.0,-4000000.0,-4000000.0,-6851000000.0,-6851000000.0,-6851000000.0,0.0,-448000000.0,-448000000.0,5000000.0,60000000.0,70000000.0,-10000000.0,-300000000.0,-300000000.0,-213000000.0,-213000000.0,7428000000.0,7428000000.0,843000000.0,358000000.0,1275000000.0,1275000000.0,1275000000.0,-204000000.0,-170000000.0,-416000000.0,-416000000.0,2358000000.0,132000000.0,-18000000.0,0.0,-516000000.0,-516000000.0,2157000000.0,2157000000.0,1961000000.0,1961000000.0,196000000.0,0.0,0.0,2472000000.0,2022-12-31,
4018000000.0,-1955000000.0,-1351000000.0,0.0,-175000000.0,6711000000.0,9201000000.0,8000000.0,-2498000000.0,-6192000000.0,-6192000000.0,-290000000.0,65000000.0,-2661000000.0,-2661000000.0,-1955000000.0,-1955000000.0,-1351000000.0,-1351000000.0,-1351000000.0,0.0,-499000000.0,-499000000.0,26000000.0,3000000.0,22000000.0,-19000000.0,-353000000.0,-353000000.0,-175000000.0,-175000000.0,4193000000.0,4193000000.0,-825000000.0,187000000.0,-465000000.0,-465000000.0,-465000000.0,-167000000.0,-185000000.0,-195000000.0,-195000000.0,1894000000.0,313000000.0,,710000000.0,-267000000.0,-267000000.0,2127000000.0,2127000000.0,1948000000.0,1948000000.0,179000000.0,,,241000000.0,2023-03-31,
6141000000.0,-10000000.0,-1002000000.0,0.0,-178000000.0,8759000000.0,6711000000.0,-10000000.0,2058000000.0,-3920000000.0,-3920000000.0,-331000000.0,48000000.0,-2625000000.0,-2625000000.0,-10000000.0,-10000000.0,-1002000000.0,-1002000000.0,-1002000000.0,0.0,-341000000.0,-341000000.0,-1000000.0,-2000000.0,14000000.0,-16000000.0,-160000000.0,-160000000.0,-178000000.0,-178000000.0,6319000000.0,6319000000.0,552000000.0,-1119000000.0,1572000000.0,1572000000.0,1572000000.0,452000000.0,-273000000.0,-80000000.0,-80000000.0,1787000000.0,179000000.0,,0.0,-368000000.0,-368000000.0,2260000000.0,2260000000.0,2070000000.0,2070000000.0,190000000.0,,,2027000000.0,2023-06-30,
7355000000.0,-4000000.0,-2000000.0,0.0,-219000000.0,13287000000.0,8759000000.0,-16000000.0,4544000000.0,-2661000000.0,-2661000000.0,-64000000.0,36000000.0,-2627000000.0,-2627000000.0,-4000000.0,-4000000.0,-2000000.0,-2000000.0,-2000000.0,0.0,-369000000.0,-369000000.0,10000000.0,-3000000.0,5000000.0,-8000000.0,-157000000.0,-157000000.0,-219000000.0,-219000000.0,7574000000.0,7574000000.0,2643000000.0,33000000.0,2554000000.0,2554000000.0,2554000000.0,109000000.0,-55000000.0,2000000.0,2000000.0,-379000000.0,130000000.0,-87000000.0,2114000000.0,-863000000.0,-863000000.0,2235000000.0,2235000000.0,2039000000.0,2039000000.0,196000000.0,,0.0,1781000000.0,2023-09-30,
4548000000.0,-3000000.0,-1794000000.0,0.0,-205000000.0,12814000000.0,13287000000.0,23000000.0,-496000000.0,-4449000000.0,-4449000000.0,-57000000.0,31000000.0,-2626000000.0,-2626000000.0,-3000000.0,-3000000.0,-1794000000.0,-1794000000.0,-1794000000.0,0.0,-800000000.0,-800000000.0,-22000000.0,-20000000.0,14000000.0,-34000000.0,-553000000.0,-553000000.0,-205000000.0,-205000000.0,4753000000.0,4753000000.0,443000000.0,411000000.0,179000000.0,179000000.0,179000000.0,-582000000.0,96000000.0,339000000.0,339000000.0,1509000000.0,125000000.0,-238000000.0,1405000000.0,-1391000000.0,-1391000000.0,2076000000.0,2076000000.0,1889000000.0,1889000000.0,187000000.0,,0.0,824000000.0,2023-12-31,809000000.0
