free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
-632200000.0,-900000.0,360400000.0,602000000.0,-633400000.0,,,182200000.0,116000000.0,66200000.0,721500000.0,721500000.0,-11100000.0,500000.0,-229400000.0,-229400000.0,-900000.0,-900000.0,962400000.0,390300000.0,387600000.0,572100000.0,-27200000.0,599300000.0,-656500000.0,-656500000.0,2100000.0,,,-25200000.0,-25200000.0,-614200000.0,1200000.0,1200000.0,-456800000.0,,58400000.0,-26200000.0,39300000.0,39300000.0,39300000.0,,117500000.0,-448300000.0,-448300000.0,-77700000.0,92300000.0,92300000.0,284600000.0,284600000.0,-93400000.0,-27200000.0,252200000.0,2022-12-31
296700000.0,-6900000.0,-420600000.0,1100000000.0,-499400000.0,,,128000000.0,182200000.0,-54200000.0,417600000.0,417600000.0,-9700000.0,900000.0,-246100000.0,-246100000.0,-6900000.0,-6900000.0,679400000.0,-385400000.0,-385400000.0,1064800000.0,-35200000.0,1100000000.0,-1267900000.0,-1267900000.0,-4800000.0,10400000.0,10400000.0,-774100000.0,-774100000.0,-499400000.0,796100000.0,796100000.0,-9100000.0,-91800000.0,63700000.0,40600000.0,-424700000.0,-424700000.0,-424700000.0,48800000.0,293600000.0,60700000.0,60700000.0,-58000000.0,56500000.0,56500000.0,305500000.0,305500000.0,-6400000.0,-6400000.0,507600000.0,2023-03-31
383900000.0,-2600000.0,343800000.0,350000000.0,-574300000.0,,,140100000.0,128000000.0,12100000.0,-112600000.0,-112600000.0,-2600000.0,1400000.0,-246000000.0,-246000000.0,-2600000.0,-2600000.0,137200000.0,-171200000.0,,308400000.0,-41600000.0,350000000.0,-833500000.0,-833500000.0,7100000.0,0.0,0.0,-266300000.0,-266300000.0,-574300000.0,958200000.0,958200000.0,344700000.0,62900000.0,-103500000.0,-24400000.0,36300000.0,36300000.0,36300000.0,,-80300000.0,502500000.0,502500000.0,-40300000.0,56900000.0,56900000.0,313900000.0,313900000.0,-7000000.0,-7000000.0,290000000.0,2023-06-30
128300000.0,-1200000.0,-919200000.0,600000000.0,-655800000.0,120100000.0,0.0,141400000.0,140100000.0,1300000.0,-112500000.0,-112500000.0,-5200000.0,700000.0,-246000000.0,-246000000.0,-1200000.0,-1200000.0,139200000.0,458400000.0,,-319200000.0,-919200000.0,600000000.0,-670300000.0,-670300000.0,3700000.0,0.0,0.0,-18200000.0,-18200000.0,-655800000.0,784100000.0,784100000.0,142300000.0,,92100000.0,48500000.0,37800000.0,37800000.0,37800000.0,,-146100000.0,37500000.0,37500000.0,-26900000.0,42500000.0,42500000.0,320300000.0,320300000.0,-9700000.0,-9700000.0,315600000.0,2023-09-30
-283400000.0,-5900000.0,-10200000.0,493700000.0,-763400000.0,,,165200000.0,141400000.0,23800000.0,330300000.0,330300000.0,-2700000.0,3300000.0,-246100000.0,-246100000.0,-5900000.0,-5900000.0,581700000.0,471100000.0,,110600000.0,-9400000.0,120000000.0,-786500000.0,-786500000.0,-3000000.0,0.0,0.0,-20100000.0,-20100000.0,-763400000.0,480000000.0,480000000.0,-243500000.0,,-4800000.0,-45800000.0,96600000.0,96600000.0,96600000.0,,-25300000.0,-242700000.0,-242700000.0,-28200000.0,63500000.0,63500000.0,324500000.0,324500000.0,-33700000.0,-9900000.0,218500000.0,2023-12-31
