tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.189589,746000000.0,253000000.0,284600000.0,1815700000.0,746000000.0,461400000.0,-150200000.0,150200000.0,253000000.0,253000000.0,2178000000.0,380400000.0,315900000.0,315400000.0,0.8,0.8,252700000.0,252700000.0,300000.0,253000000.0,800000.0,252200000.0,252200000.0,59000000.0,311200000.0,81000000.0,8600000.0,55600000.0,-150200000.0,150200000.0,380400000.0,362300000.0,77700000.0,284600000.0,284600000.0,742700000.0,1815700000.0,2558400000.0,2556200000.0,2022-12-31
0.0,0.127,1059400000.0,507800000.0,305500000.0,1843700000.0,1059400000.0,753900000.0,-172200000.0,172200000.0,507800000.0,507800000.0,2218800000.0,669300000.0,315900000.0,315400000.0,1.61,1.61,507500000.0,507500000.0,300000.0,507800000.0,200000.0,507600000.0,507600000.0,74100000.0,581700000.0,84600000.0,40800000.0,43800000.0,-172200000.0,172200000.0,669300000.0,375100000.0,69600000.0,305500000.0,305500000.0,1044400000.0,1843700000.0,2888100000.0,2858200000.0,2023-03-31
0.0,0.143,831100000.0,290000000.0,313900000.0,1029000000.0,831100000.0,517200000.0,-178700000.0,178700000.0,290000000.0,290000000.0,1404700000.0,425300000.0,315900000.0,315400000.0,0.92,0.92,289700000.0,289700000.0,300000.0,290000000.0,0.0,290000000.0,290000000.0,48500000.0,338500000.0,91900000.0,48300000.0,43600000.0,-178700000.0,178700000.0,425300000.0,375700000.0,61800000.0,313900000.0,313900000.0,801000000.0,1029000000.0,1830000000.0,1810000000.0,2023-06-30
0.0,0.161,878800000.0,316300000.0,320300000.0,1104000000.0,878800000.0,558500000.0,-182500000.0,182500000.0,316300000.0,316300000.0,1485400000.0,472000000.0,315800000.0,315400000.0,1.0,1.0,316000000.0,316000000.0,300000.0,316300000.0,700000.0,315600000.0,315600000.0,60400000.0,376000000.0,86500000.0,41800000.0,44700000.0,-182500000.0,182500000.0,472000000.0,381400000.0,61100000.0,320300000.0,320300000.0,853400000.0,1104000000.0,1957400000.0,1944000000.0,2023-09-30
0.0,0.089963,758100000.0,218800000.0,324500000.0,1315000000.0,758100000.0,433600000.0,-193500000.0,193500000.0,218800000.0,218800000.0,1697200000.0,341400000.0,315800000.0,315400000.0,0.69,0.69,218500000.0,218500000.0,300000.0,218800000.0,300000.0,218500000.0,218500000.0,21600000.0,240100000.0,-86700000.0,-24900000.0,44300000.0,-193500000.0,193500000.0,520300000.0,382200000.0,57700000.0,324500000.0,324500000.0,902500000.0,1315000000.0,2217500000.0,2173100000.0,2023-12-31
