ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,commercial_paper,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,investments_and_advances,long_term_equity_investment,investmentsin_subsidiariesat_cost,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,other_inventories,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
315434531.0,315434531.0,17082400000.0,17294500000.0,8324100000.0,28488200000.0,-1423300000.0,8354500000.0,183200000.0,11376900000.0,30400000.0,26063000000.0,11616600000.0,209300000.0,11407300000.0,-6800000.0,,7265300000.0,4115200000.0,33600000.0,3200000.0,30400000.0,30255500000.0,25644500000.0,1475300000.0,171600000.0,171600000.0,4996300000.0,370700000.0,4625600000.0,14766200000.0,110500000.0,14655700000.0,499600000.0,4611000000.0,884600000.0,2528300000.0,72700000.0,2455600000.0,812100000.0,,1643500000.0,1198100000.0,1198100000.0,1198100000.0,41872100000.0,38684400000.0,427300000.0,916700000.0,1909200000.0,1909200000.0,1909200000.0,3052800000.0,3052800000.0,29113800000.0,-9498500000.0,38612300000.0,1053700000.0,9641500000.0,3187700000.0,261700000.0,,271600000.0,807100000.0,446300000.0,1818400000.0,1818400000.0,-199300000.0,2017700000.0,28900000.0,28900000.0,2022-12-31,
315434531.0,315434531.0,17861000000.0,17896700000.0,8583800000.0,29533300000.0,-927300000.0,8614200000.0,,11636600000.0,30400000.0,27494300000.0,11987700000.0,320700000.0,11667000000.0,-6900000.0,,7526700000.0,4113600000.0,33600000.0,3200000.0,30400000.0,30808200000.0,27042400000.0,1794900000.0,168500000.0,168500000.0,5070200000.0,367000000.0,4703200000.0,15827300000.0,,15827300000.0,491700000.0,3765800000.0,1016400000.0,2069400000.0,,2069400000.0,808200000.0,3100000.0,1258100000.0,680000000.0,680000000.0,680000000.0,42795900000.0,39957400000.0,357000000.0,933400000.0,1921700000.0,1921700000.0,1921700000.0,3052800000.0,3052800000.0,30379400000.0,-10532300000.0,40911700000.0,,,2838500000.0,66600000.0,214200000.0,217900000.0,523500000.0,137000000.0,1780600000.0,1780600000.0,-213800000.0,1994400000.0,35700000.0,35700000.0,2023-03-31,
315434531.0,315434531.0,18021400000.0,18076100000.0,8628600000.0,29757500000.0,-1639300000.0,8659000000.0,,11681400000.0,30400000.0,27320100000.0,12031400000.0,319600000.0,11711800000.0,-6900000.0,-6900000.0,7570400000.0,4114700000.0,33600000.0,3200000.0,30400000.0,30987900000.0,26891000000.0,1453600000.0,,,5137500000.0,363500000.0,4774000000.0,15608300000.0,,15608300000.0,978700000.0,4096900000.0,880600000.0,2467800000.0,,2467800000.0,1380900000.0,,1086900000.0,748500000.0,748500000.0,748500000.0,43019300000.0,40561700000.0,352700000.0,951000000.0,1955900000.0,1955900000.0,1955900000.0,3052800000.0,3052800000.0,31010400000.0,-10717000000.0,41727400000.0,,41727400000.0,2457600000.0,74900000.0,151300000.0,257900000.0,603700000.0,212100000.0,1315100000.0,1315100000.0,-178700000.0,1493800000.0,54700000.0,54700000.0,2023-06-30,
315434531.0,315434531.0,18172800000.0,18218700000.0,8700200000.0,29971700000.0,-1630100000.0,8730600000.0,,11753000000.0,30400000.0,27739900000.0,12100300000.0,316900000.0,11783400000.0,-7000000.0,-7000000.0,7640400000.0,4116400000.0,33600000.0,3200000.0,30400000.0,31341400000.0,27267700000.0,1436500000.0,,,5192600000.0,360400000.0,4832200000.0,15956500000.0,,15956500000.0,962100000.0,4073700000.0,943800000.0,2262200000.0,,2262200000.0,716900000.0,,1545300000.0,867700000.0,867700000.0,867700000.0,43441700000.0,40998100000.0,378200000.0,918700000.0,1983800000.0,1983800000.0,1983800000.0,3052800000.0,3052800000.0,31467500000.0,-10914600000.0,42382100000.0,,,2443600000.0,87800000.0,118400000.0,198400000.0,749900000.0,353200000.0,1243200000.0,1243200000.0,-176800000.0,1420000000.0,45900000.0,45900000.0,2023-09-30,
315434531.0,315434531.0,18609100000.0,18797900000.0,8671400000.0,30376200000.0,-2319100000.0,8701800000.0,145900000.0,11724200000.0,30400000.0,27121500000.0,12071500000.0,316900000.0,11754600000.0,-7700000.0,-7700000.0,7612800000.0,4115900000.0,33600000.0,3200000.0,30400000.0,31868200000.0,26753400000.0,1254100000.0,176000000.0,176000000.0,5274900000.0,356400000.0,4918500000.0,15512800000.0,145900000.0,15366900000.0,837900000.0,5114800000.0,933100000.0,3285100000.0,,3285100000.0,1267900000.0,,2017200000.0,896600000.0,896600000.0,896600000.0,43939700000.0,41144000000.0,383100000.0,870900000.0,2005900000.0,2005900000.0,2005900000.0,3052800000.0,3052800000.0,31581500000.0,-10135400000.0,41716900000.0,1154400000.0,10832800000.0,2795700000.0,223700000.0,,250700000.0,775200000.0,327800000.0,1503200000.0,1503200000.0,-193500000.0,1696700000.0,42900000.0,42900000.0,2023-12-31,0.0
