treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_deferred_liabilities,current_deferred_revenue,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,finished_goods,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
60477.0,7695679.0,7756156.0,1955000.0,772887000.0,772887000.0,686290000.0,772887000.0,1955000.0,772887000.0,772887000.0,772887000.0,772887000.0,2516000.0,2516000.0,104139000.0,866139000.0,8293000.0,78000.0,78000.0,0.0,104540000.0,47725000.0,131000.0,45639000.0,4488000.0,41151000.0,1955000.0,1955000.0,56815000.0,21708000.0,21708000.0,35107000.0,35107000.0,11210000.0,3167000.0,23897000.0,877427000.0,134322000.0,1294000.0,0.0,,,133028000.0,-52907000.0,185935000.0,128289000.0,9718000.0,47928000.0,743105000.0,7427000.0,6348000.0,4809000.0,109704000.0,109704000.0,103983000.0,103983000.0,510834000.0,510834000.0,2022-12-31
62836.0,7693320.0,7756156.0,,829051000.0,829051000.0,744062000.0,829051000.0,,829051000.0,829051000.0,829051000.0,829051000.0,2491000.0,2491000.0,108794000.0,927543000.0,7733000.0,78000.0,78000.0,0.0,126200000.0,49552000.0,1923000.0,47629000.0,6784000.0,40845000.0,,,76648000.0,22395000.0,22395000.0,54253000.0,54253000.0,26990000.0,22430000.0,27263000.0,955251000.0,134541000.0,3629000.0,0.0,,,130912000.0,-56226000.0,187138000.0,129273000.0,9937000.0,47928000.0,820710000.0,7586000.0,6757000.0,0.0,109704000.0,109704000.0,106044000.0,106044000.0,590619000.0,590619000.0,2023-03-31
77011.0,7679145.0,7756156.0,,887550000.0,887550000.0,802254000.0,887550000.0,,887550000.0,887550000.0,887550000.0,887550000.0,2465000.0,2465000.0,128502000.0,1002927000.0,10582000.0,78000.0,78000.0,0.0,113774000.0,48474000.0,1774000.0,46700000.0,6222000.0,40478000.0,,,65300000.0,26638000.0,26638000.0,38662000.0,38662000.0,11506000.0,5151000.0,27156000.0,1001324000.0,133770000.0,3526000.0,0.0,,,130244000.0,-60043000.0,190287000.0,130704000.0,9852000.0,49731000.0,867554000.0,5312000.0,2195000.0,0.0,130024000.0,130024000.0,120771000.0,120771000.0,609252000.0,609252000.0,2023-06-30
60477.0,7615517.0,7675994.0,,943250000.0,964558000.0,853950000.0,943250000.0,,964558000.0,964558000.0,964558000.0,964558000.0,2439000.0,2439000.0,133852000.0,1083511000.0,12382000.0,78000.0,78000.0,0.0,114760000.0,47828000.0,1609000.0,46219000.0,6102000.0,40117000.0,,,66932000.0,25664000.0,25664000.0,41268000.0,41268000.0,12241000.0,4281000.0,29027000.0,1079318000.0,158436000.0,3315000.0,0.0,21308000.0,21308000.0,133813000.0,-63479000.0,197292000.0,135891000.0,9907000.0,51494000.0,920882000.0,5105000.0,5380000.0,0.0,130024000.0,130024000.0,126215000.0,126215000.0,654158000.0,654158000.0,2023-09-30
86929.0,7669227.0,7756156.0,1170000.0,1022171000.0,1043196000.0,799401000.0,1022171000.0,1170000.0,1043196000.0,1043196000.0,1043196000.0,1043196000.0,1831000.0,1831000.0,144998000.0,1171672000.0,14613000.0,78000.0,78000.0,0.0,113202000.0,50139000.0,274000.0,48695000.0,6330000.0,42365000.0,1170000.0,1170000.0,63063000.0,25006000.0,25006000.0,38057000.0,38057000.0,15556000.0,4795000.0,22501000.0,1156398000.0,293934000.0,4828000.0,130024000.0,21025000.0,21025000.0,138057000.0,-62037000.0,200094000.0,138799000.0,9801000.0,51494000.0,862464000.0,2944000.0,5380000.0,0.0,,,128971000.0,128971000.0,725169000.0,725169000.0,2023-12-31
