tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,operating_income,operating_expense,other_taxes,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.221782,127384000.0,99731000.0,3153000.0,7626000.0,127384000.0,124231000.0,99731000.0,99731000.0,28475000.0,124231000.0,7705116.0,7698487.0,12.94,12.95,99731000.0,99731000.0,99731000.0,99731000.0,99731000.0,28422000.0,128153000.0,3922000.0,3922000.0,124231000.0,20849000.0,1878000.0,18971000.0,18971000.0,7239000.0,11732000.0,145080000.0,7626000.0,152706000.0,152706000.0,2022-12-31
0.0,0.215,108356000.0,86568000.0,3404000.0,9063000.0,108356000.0,104952000.0,86568000.0,86568000.0,41410000.0,104952000.0,7698398.0,7693084.0,11.24,11.25,86568000.0,86568000.0,86568000.0,86568000.0,86568000.0,23773000.0,110341000.0,5389000.0,5389000.0,104952000.0,32347000.0,1574000.0,30773000.0,30773000.0,20180000.0,10593000.0,137299000.0,9063000.0,146362000.0,146362000.0,2023-03-31
0.0,0.21,124173000.0,100393000.0,3893000.0,14180000.0,124173000.0,120280000.0,100393000.0,100393000.0,40329000.0,120280000.0,7690950.0,7685662.0,13.05,13.06,100393000.0,100393000.0,100393000.0,100393000.0,100393000.0,26758000.0,127151000.0,6871000.0,6871000.0,120280000.0,26149000.0,2070000.0,24079000.0,24079000.0,13483000.0,10596000.0,146429000.0,14180000.0,160609000.0,160609000.0,2023-06-30
0.0,0.218,130542000.0,105574000.0,3584000.0,12137000.0,130542000.0,126958000.0,105574000.0,105574000.0,31009000.0,126958000.0,7681774.0,7675521.0,13.74,13.75,105574000.0,105574000.0,105574000.0,105574000.0,105574000.0,29363000.0,134937000.0,7979000.0,7979000.0,126958000.0,18872000.0,1781000.0,17091000.0,17091000.0,5592000.0,11499000.0,145830000.0,12137000.0,157967000.0,157967000.0,2023-09-30
0.0,0.220641,137739000.0,113110000.0,3876000.0,12946000.0,137739000.0,133863000.0,113110000.0,113110000.0,32794000.0,133863000.0,7678182.0,7671773.0,14.73,14.74,113110000.0,113110000.0,113110000.0,113110000.0,113110000.0,32022000.0,145132000.0,11269000.0,11269000.0,133863000.0,19848000.0,1960000.0,17888000.0,17888000.0,7192000.0,10696000.0,153711000.0,12946000.0,166657000.0,166657000.0,2023-12-31
