free_cash_flow,repurchase_of_capital_stock,capital_expenditure,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_properties_purchase_and_sale,purchase_of_investment_properties,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,net_income_from_continuing_operations,date,net_intangibles_purchase_and_sale,purchase_of_intangibles
126315000.0,-30187000.0,-6189000.0,36347000.0,517182000.0,446588000.0,70594000.0,-55100000.0,-55100000.0,,-23151000.0,-23151000.0,-30187000.0,-30187000.0,-6810000.0,-6810000.0,-621000.0,-621000.0,-6189000.0,0.0,-6189000.0,132504000.0,132504000.0,24701000.0,-6507000.0,,2847000.0,2847000.0,2847000.0,2847000.0,,2816000.0,2103000.0,2103000.0,3153000.0,99731000.0,2022-12-31,,
113026000.0,-6837000.0,-1749000.0,0.0,597376000.0,517182000.0,80194000.0,-32837000.0,-32837000.0,-939000.0,-25061000.0,-25061000.0,-6837000.0,-6837000.0,-1744000.0,-1744000.0,0.0,0.0,-1744000.0,5000.0,-1749000.0,114775000.0,114775000.0,22636000.0,640000.0,-2076000.0,19263000.0,19263000.0,19263000.0,19263000.0,4809000.0,2473000.0,-306000.0,-306000.0,3404000.0,86568000.0,2023-03-31,,
78899000.0,-19542000.0,-5590000.0,44396000.0,611447000.0,597376000.0,14071000.0,-44508000.0,-44508000.0,0.0,-24966000.0,,-19542000.0,-19542000.0,-25910000.0,-25910000.0,-20320000.0,-20320000.0,-5590000.0,0.0,-5590000.0,84489000.0,84489000.0,-22280000.0,7400000.0,-12401000.0,-17279000.0,-17279000.0,-17279000.0,-17279000.0,0.0,2850000.0,-367000.0,-367000.0,3893000.0,100393000.0,2023-06-30,,
79334000.0,-5946000.0,-28260000.0,30588000.0,659538000.0,611447000.0,48091000.0,-31243000.0,-31243000.0,-345000.0,-24952000.0,,-5946000.0,-5946000.0,-28260000.0,-28260000.0,0.0,0.0,-6857000.0,0.0,-6857000.0,107594000.0,107594000.0,-3992000.0,1955000.0,-5077000.0,-870000.0,-870000.0,-870000.0,-870000.0,0.0,2789000.0,-361000.0,-361000.0,3584000.0,105574000.0,2023-09-30,,
107032000.0,-10248000.0,-4398000.0,29095000.0,730549000.0,659538000.0,71011000.0,-36021000.0,-36021000.0,-780000.0,-24993000.0,-24993000.0,-10248000.0,-10248000.0,-4398000.0,-4398000.0,0.0,0.0,-4398000.0,0.0,-4398000.0,111430000.0,111430000.0,-10220000.0,-13235000.0,,2778000.0,2778000.0,2778000.0,2778000.0,0.0,2231000.0,2433000.0,2433000.0,3876000.0,113110000.0,2023-12-31,0.0,0.0
