ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,dueto_related_parties_non_current,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_notes_payable,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dueto_related_parties_current,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,inventory,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_financial,date,treasury_shares_number,taxes_receivable
343442881.0,343442881.0,9218200000.0,9679100000.0,-5390200000.0,15337500000.0,-1309000000.0,-5390200000.0,378800000.0,6037200000.0,15294800000.0,6044100000.0,6900000.0,6037200000.0,130300000.0,130300000.0,-2843000000.0,109600000.0,8640300000.0,8640300000.0,13723500000.0,11031400000.0,47500000.0,,,,582600000.0,582600000.0,9584900000.0,327300000.0,9257600000.0,816400000.0,2692100000.0,1009400000.0,248100000.0,248100000.0,94200000.0,51500000.0,42700000.0,27200000.0,15500000.0,30800000.0,1309600000.0,652900000.0,88800000.0,656700000.0,,0.0,0.0,656700000.0,19767600000.0,18384500000.0,90200000.0,,,326600000.0,326600000.0,11427400000.0,3245000000.0,8182400000.0,6540300000.0,-2865100000.0,9405400000.0,51600000.0,3991100000.0,3675600000.0,1687100000.0,1383100000.0,,,98700000.0,84200000.0,1118100000.0,-21200000.0,71600000.0,1067700000.0,82100000.0,82100000.0,82100000.0,2022-12-31,,
369153151.0,369153151.0,9499100000.0,9950400000.0,-3790000000.0,16511200000.0,769100000.0,-3790000000.0,378300000.0,6939100000.0,16493800000.0,6955600000.0,16500000.0,6939100000.0,132300000.0,132300000.0,-3068000000.0,120700000.0,9754100000.0,9754100000.0,12874600000.0,11325100000.0,43100000.0,,5800000.0,0.0,541700000.0,541700000.0,9879600000.0,324900000.0,9554700000.0,854900000.0,1549500000.0,54500000.0,,,70800000.0,53400000.0,17400000.0,17400000.0,,33500000.0,1390700000.0,,,1390700000.0,5800000.0,4900000.0,4900000.0,1380000000.0,19830200000.0,17511600000.0,71200000.0,,,310200000.0,310200000.0,10729100000.0,3125800000.0,7603300000.0,6401100000.0,-2949700000.0,9350800000.0,71800000.0,4024500000.0,3613300000.0,1641200000.0,2318600000.0,202400000.0,1021600000.0,,,1021600000.0,,,1021600000.0,73000000.0,73000000.0,73000000.0,2023-03-31,,
369167342.0,369167342.0,7702000000.0,8176900000.0,-3262200000.0,14900400000.0,-424100000.0,-3262200000.0,392700000.0,7116200000.0,14900400000.0,7131400000.0,15200000.0,7116200000.0,5800000.0,5800000.0,-2779600000.0,135300000.0,9754700000.0,9754700000.0,11426400000.0,9556000000.0,40100000.0,103800000.0,5800000.0,0.0,435400000.0,435400000.0,8125700000.0,341500000.0,7784200000.0,845200000.0,1870400000.0,,,,51200000.0,51200000.0,,,,33700000.0,1785500000.0,,,1785500000.0,5800000.0,337300000.0,337300000.0,1442400000.0,18557800000.0,17111500000.0,59500000.0,,,271900000.0,271900000.0,10378400000.0,2948100000.0,7430300000.0,6401700000.0,-3085800000.0,9487500000.0,108000000.0,4051500000.0,3666600000.0,1661400000.0,1446300000.0,250900000.0,,,,1113200000.0,,,1113200000.0,82200000.0,82200000.0,82200000.0,2023-06-30,,
369984983.0,369984983.0,8674700000.0,9270400000.0,-3665200000.0,16138100000.0,-151300000.0,-3665200000.0,421500000.0,7289200000.0,16138100000.0,7513200000.0,224000000.0,7289200000.0,136600000.0,136600000.0,-2763900000.0,130100000.0,9786400000.0,9786400000.0,12377200000.0,10620900000.0,39900000.0,,2900000.0,0.0,550000000.0,550000000.0,9216500000.0,367600000.0,8848900000.0,811600000.0,1756300000.0,,,,53900000.0,53900000.0,,,,36500000.0,1665900000.0,,,1665900000.0,5800000.0,107300000.0,107300000.0,1552800000.0,19890400000.0,18285400000.0,112600000.0,38900000.0,38900000.0,316200000.0,316200000.0,10954400000.0,3056000000.0,7898400000.0,6863300000.0,-3361400000.0,10224700000.0,126200000.0,4361600000.0,3972300000.0,1764600000.0,1605000000.0,248000000.0,,,,1182800000.0,,,1182800000.0,174200000.0,174200000.0,174200000.0,2023-09-30,,
371162868.0,371162868.0,8709900000.0,9288600000.0,-3769700000.0,16022700000.0,-325400000.0,-3769700000.0,443000000.0,7177100000.0,16007200000.0,7386200000.0,209100000.0,7177100000.0,15100000.0,15100000.0,-2822600000.0,149500000.0,9835100000.0,9835100000.0,12493000000.0,10682600000.0,39100000.0,,,,534000000.0,534000000.0,9213500000.0,383400000.0,8830100000.0,896000000.0,1810400000.0,,207800000.0,207800000.0,75100000.0,59600000.0,15500000.0,15500000.0,0.0,56200000.0,1471300000.0,760300000.0,89300000.0,711000000.0,,,,711000000.0,19879200000.0,18394200000.0,82900000.0,64800000.0,64800000.0,319000000.0,319000000.0,10946800000.0,3056300000.0,7890500000.0,6980700000.0,-3581600000.0,10562300000.0,148700000.0,4492700000.0,4108700000.0,1812200000.0,1485000000.0,123400000.0,,,98200000.0,1127700000.0,-29800000.0,90700000.0,1019100000.0,135700000.0,135700000.0,135700000.0,2023-12-31,0.0,47700000.0
