ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,non_current_deferred_assets,investments_and_advances,long_term_equity_investment,investment_properties,net_ppe,gross_ppe,other_properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,other_non_current_assets
139916864.0,139916864.0,7702856000.0,8478716000.0,11253476000.0,19569521000.0,359411000.0,11253476000.0,162671000.0,11253476000.0,19569521000.0,11256238000.0,2762000.0,11253476000.0,1424000.0,1424000.0,485221000.0,10765431000.0,1400000.0,1400000.0,0.0,9201526000.0,8542416000.0,63700000.0,8478716000.0,162671000.0,8316045000.0,659110000.0,,,0.0,659110000.0,360286000.0,54100000.0,298824000.0,226022000.0,72802000.0,20457764000.0,19439243000.0,58489000.0,212084000.0,212084000.0,19025339000.0,143331000.0,143331000.0,143331000.0,1018521000.0,247461000.0,121056000.0,36815000.0,613189000.0,613189000.0,2022-12-31,
140002856.0,140002856.0,7812429000.0,8224309000.0,11169179000.0,19236074000.0,-5093000.0,11169179000.0,157414000.0,11169179000.0,19236074000.0,11171990000.0,2811000.0,11169179000.0,1438000.0,1438000.0,401879000.0,10764461000.0,1401000.0,1401000.0,0.0,9002905000.0,8288406000.0,64097000.0,8224309000.0,157414000.0,8066895000.0,714499000.0,,,0.0,714499000.0,396146000.0,73295000.0,318353000.0,233375000.0,84978000.0,20174895000.0,19465489000.0,64348000.0,219143000.0,219143000.0,19043740000.0,138258000.0,138258000.0,138258000.0,709406000.0,296995000.0,121598000.0,36347000.0,254466000.0,254466000.0,2023-03-31,
142014755.0,142014755.0,7293077000.0,8217656000.0,11815488000.0,19878187000.0,614092000.0,11815488000.0,154957000.0,11815488000.0,19878187000.0,11817078000.0,1590000.0,11815488000.0,10618000.0,10618000.0,534291000.0,11269159000.0,1420000.0,1420000.0,0.0,8989119000.0,8282726000.0,65070000.0,8217656000.0,154957000.0,8062699000.0,706393000.0,,,0.0,706393000.0,380285000.0,61014000.0,326108000.0,237147000.0,88961000.0,20806197000.0,19485712000.0,71421000.0,216533000.0,216533000.0,19061578000.0,136180000.0,136180000.0,136180000.0,1320485000.0,334460000.0,177376000.0,39027000.0,769622000.0,769622000.0,2023-06-30,
142013995.0,142013995.0,7438423000.0,8101445000.0,11777524000.0,19724518000.0,314242000.0,11777524000.0,154451000.0,11777524000.0,19654529000.0,11779330000.0,1806000.0,11777524000.0,26474000.0,26474000.0,470980000.0,11278650000.0,1420000.0,1420000.0,0.0,8923508000.0,8095312000.0,63856000.0,8031456000.0,154451000.0,7877005000.0,828196000.0,69989000.0,69989000.0,69989000.0,758207000.0,424850000.0,69174000.0,333357000.0,237599000.0,95758000.0,20702838000.0,19560400000.0,64147000.0,217449000.0,217449000.0,19143025000.0,135779000.0,135779000.0,135779000.0,1142438000.0,362332000.0,271535000.0,,508571000.0,508571000.0,2023-09-30,
142025456.0,142025456.0,7583932000.0,8135054000.0,11783241000.0,19765063000.0,-163594000.0,11783241000.0,153232000.0,11783241000.0,19765063000.0,11784791000.0,1550000.0,11783241000.0,16116000.0,16116000.0,478156000.0,11287549000.0,1420000.0,1420000.0,0.0,8893423000.0,8198869000.0,63815000.0,8135054000.0,153232000.0,7981822000.0,694554000.0,,,0.0,694554000.0,368779000.0,57911000.0,325775000.0,238072000.0,87703000.0,20678214000.0,20147254000.0,53122000.0,220145000.0,220145000.0,19372848000.0,134674000.0,134674000.0,134674000.0,530960000.0,,133070000.0,,397890000.0,397890000.0,2023-12-31,366465000.0
