free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_prepaid_assets,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
290266000.0,,-201000.0,298580000.0,18058000.0,-51226000.0,67408000.0,734245000.0,487126000.0,247119000.0,117557000.0,117557000.0,23445000.0,-222325000.0,18058000.0,,18058000.0,298379000.0,298379000.0,-201000.0,298580000.0,-211930000.0,-211930000.0,-13551000.0,474000.0,-144854000.0,171555000.0,-316409000.0,-2773000.0,-2773000.0,-51226000.0,341492000.0,341492000.0,-35724000.0,-51068000.0,-51068000.0,15344000.0,4646000.0,7090000.0,207232000.0,207232000.0,207232000.0,-82916000.0,9435000.0,-92351000.0,241164000.0,2022-12-31
361636000.0,-1129000.0,-250899000.0,,135000.0,-34482000.0,33814000.0,376064000.0,734245000.0,-358181000.0,-486960000.0,-486960000.0,-11492000.0,-223575000.0,-994000.0,-1129000.0,135000.0,-250899000.0,-250899000.0,-250899000.0,,-267339000.0,-267339000.0,-1858000.0,,-225397000.0,3964000.0,-229361000.0,-5602000.0,-5602000.0,-34482000.0,396118000.0,396118000.0,29470000.0,30909000.0,30909000.0,-1439000.0,8630000.0,7921000.0,204743000.0,204743000.0,204743000.0,-1421000.0,-1457000.0,36000.0,146775000.0,2023-03-31
299091000.0,-782000.0,-6502000.0,,494824000.0,-47370000.0,60427000.0,946998000.0,376064000.0,570934000.0,255011000.0,255011000.0,-1554000.0,-230975000.0,494042000.0,-782000.0,494824000.0,-6502000.0,-6502000.0,-6502000.0,,-30538000.0,-30538000.0,-8861000.0,,25162000.0,248940000.0,-223778000.0,-3328000.0,-3328000.0,-47370000.0,346461000.0,346461000.0,-48141000.0,-21124000.0,-21124000.0,-27017000.0,4382000.0,7194000.0,200546000.0,200546000.0,200546000.0,-185327000.0,2079000.0,-187406000.0,367807000.0,2023-06-30
418355000.0,0.0,-188299000.0,,-149000.0,-52908000.0,36439000.0,780106000.0,946998000.0,-166892000.0,-353168000.0,-353168000.0,-440000.0,-234269000.0,-149000.0,0.0,-149000.0,-118310000.0,-188299000.0,-188299000.0,,-284987000.0,-284987000.0,-13711000.0,1526000.0,-215179000.0,106573000.0,-321752000.0,-4715000.0,-4715000.0,-52908000.0,471263000.0,471263000.0,87488000.0,62238000.0,62238000.0,25250000.0,23823000.0,6734000.0,200982000.0,200982000.0,200982000.0,-19554000.0,2273000.0,-21977000.0,171790000.0,2023-09-30
283673000.0,0.0,-351300000.0,329767000.0,1896000.0,-62514000.0,56843000.0,530960000.0,780106000.0,-249146000.0,-249242000.0,-249242000.0,4233000.0,-233838000.0,1896000.0,0.0,1896000.0,-21533000.0,48456000.0,-351300000.0,,-346091000.0,-346091000.0,-43218000.0,83000.0,-235226000.0,107619000.0,-342845000.0,-5216000.0,,-62514000.0,346187000.0,346187000.0,-51021000.0,-60004000.0,-60004000.0,8983000.0,13998000.0,5293000.0,210694000.0,210694000.0,210694000.0,-74843000.0,2437000.0,-77280000.0,242066000.0,2023-12-31
