ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,raw_materials,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
926000000.0,926000000.0,1812000000.0,13799000000.0,15030000000.0,10706000000.0,13799000000.0,581000000.0,13799000000.0,15030000000.0,13799000000.0,13799000000.0,-2000000.0,-2000000.0,-13126000000.0,26926000000.0,1000000.0,1000000.0,0.0,4077000000.0,1653000000.0,111000000.0,1542000000.0,311000000.0,1231000000.0,2424000000.0,270000000.0,270000000.0,2154000000.0,1154000000.0,1000000000.0,1000000000.0,17876000000.0,4746000000.0,658000000.0,4088000000.0,-883000000.0,4971000000.0,297000000.0,843000000.0,330000000.0,2865000000.0,636000000.0,0.0,13130000000.0,112000000.0,1348000000.0,399000000.0,949000000.0,102000000.0,102000000.0,11568000000.0,,11568000000.0,8964000000.0,2604000000.0,2022-12-31
939000000.0,939000000.0,3308000000.0,12742000000.0,15458000000.0,11081000000.0,12742000000.0,592000000.0,12742000000.0,15458000000.0,12742000000.0,12742000000.0,-1000000.0,-1000000.0,-14475000000.0,27217000000.0,1000000.0,1000000.0,0.0,5449000000.0,3180000000.0,161000000.0,3019000000.0,303000000.0,2716000000.0,2269000000.0,289000000.0,289000000.0,1980000000.0,996000000.0,984000000.0,984000000.0,18191000000.0,4841000000.0,690000000.0,4151000000.0,-1067000000.0,5218000000.0,321000000.0,928000000.0,325000000.0,2993000000.0,651000000.0,0.0,13350000000.0,126000000.0,1823000000.0,556000000.0,1267000000.0,157000000.0,157000000.0,11244000000.0,,11244000000.0,9326000000.0,1918000000.0,2023-03-31
946000000.0,946000000.0,3347000000.0,11714000000.0,14432000000.0,10587000000.0,11714000000.0,629000000.0,11714000000.0,14432000000.0,11714000000.0,11714000000.0,0.0,,-15670000000.0,27383000000.0,1000000.0,1000000.0,0.0,5513000000.0,3239000000.0,216000000.0,3023000000.0,305000000.0,2718000000.0,2274000000.0,324000000.0,324000000.0,1950000000.0,943000000.0,1007000000.0,1007000000.0,17227000000.0,4366000000.0,180000000.0,4186000000.0,-1286000000.0,5472000000.0,356000000.0,817000000.0,325000000.0,3187000000.0,787000000.0,0.0,12861000000.0,156000000.0,2161000000.0,696000000.0,1465000000.0,342000000.0,342000000.0,10202000000.0,942000000.0,9260000000.0,8010000000.0,1250000000.0,2023-06-30
956000000.0,956000000.0,3413000000.0,10552000000.0,13272000000.0,9462000000.0,10552000000.0,693000000.0,10552000000.0,13272000000.0,10552000000.0,10552000000.0,-2000000.0,-2000000.0,-17037000000.0,27590000000.0,1000000.0,1000000.0,0.0,5904000000.0,3280000000.0,241000000.0,3039000000.0,319000000.0,2720000000.0,2624000000.0,374000000.0,374000000.0,2250000000.0,1116000000.0,1134000000.0,1134000000.0,16456000000.0,4370000000.0,215000000.0,4155000000.0,-1538000000.0,5693000000.0,378000000.0,788000000.0,345000000.0,3355000000.0,827000000.0,0.0,12086000000.0,186000000.0,2530000000.0,817000000.0,1713000000.0,237000000.0,237000000.0,9133000000.0,1192000000.0,7941000000.0,6826000000.0,1115000000.0,2023-09-30
933825000.0,933825000.0,5116000000.0,9141000000.0,13572000000.0,9826000000.0,9141000000.0,685000000.0,9141000000.0,13572000000.0,9141000000.0,9141000000.0,3000000.0,3000000.0,-18558000000.0,27695000000.0,1000000.0,1000000.0,0.0,7637000000.0,5150000000.0,395000000.0,4755000000.0,324000000.0,4431000000.0,2487000000.0,361000000.0,361000000.0,2126000000.0,1145000000.0,981000000.0,981000000.0,16778000000.0,4465000000.0,235000000.0,4230000000.0,-1796000000.0,6026000000.0,417000000.0,698000000.0,356000000.0,3583000000.0,972000000.0,0.0,12313000000.0,164000000.0,2620000000.0,1036000000.0,1584000000.0,161000000.0,161000000.0,9368000000.0,1511000000.0,7857000000.0,6612000000.0,1245000000.0,2023-12-31
