tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,gain_on_sale_of_security,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,salaries_and_wages,total_revenue,operating_revenue,date
0.0,0.202073,1232000000.0,843000000.0,7197000000.0,1961000000.0,9158000000.0,1232000000.0,1232000000.0,383700000.0,382600000.0,3.03,3.03,1161000000.0,1161000000.0,14000000.0,57000000.0,1232000000.0,1232000000.0,0.0,1232000000.0,312000000.0,1544000000.0,88000000.0,25000000.0,25000000.0,25000000.0,25000000.0,3384000000.0,1118000000.0,2266000000.0,2266000000.0,9040000000.0,9040000000.0,2022-12-31
0.0,0.175,960000000.0,1251000000.0,7186000000.0,2568000000.0,9754000000.0,960000000.0,960000000.0,383800000.0,382600000.0,2.31,2.32,887000000.0,887000000.0,16000000.0,57000000.0,960000000.0,960000000.0,0.0,960000000.0,203000000.0,1163000000.0,117000000.0,14000000.0,14000000.0,14000000.0,14000000.0,3324000000.0,897000000.0,2427000000.0,2427000000.0,8903000000.0,8903000000.0,2023-03-31
0.0,0.172,1431000000.0,325000000.0,7113000000.0,3053000000.0,10166000000.0,1431000000.0,1431000000.0,383700000.0,382800000.0,3.52,3.53,1351000000.0,1351000000.0,23000000.0,57000000.0,1431000000.0,1431000000.0,,1431000000.0,297000000.0,1728000000.0,,22000000.0,22000000.0,22000000.0,22000000.0,3203000000.0,886000000.0,2317000000.0,2317000000.0,9012000000.0,9012000000.0,2023-06-30
0.0,0.194,1790000000.0,852000000.0,7423000000.0,3450000000.0,10873000000.0,1790000000.0,1790000000.0,383300000.0,382500000.0,4.45,4.46,1705000000.0,1705000000.0,28000000.0,57000000.0,1790000000.0,1790000000.0,,1790000000.0,432000000.0,2222000000.0,,24000000.0,24000000.0,24000000.0,24000000.0,3246000000.0,972000000.0,2274000000.0,2274000000.0,9366000000.0,9366000000.0,2023-09-30
0.0,0.242489,706000000.0,798000000.0,7519000000.0,3626000000.0,11145000000.0,706000000.0,706000000.0,382800000.0,381900000.0,1.67,1.67,639000000.0,639000000.0,10000000.0,57000000.0,706000000.0,706000000.0,,706000000.0,226000000.0,932000000.0,,22000000.0,22000000.0,22000000.0,22000000.0,3538000000.0,1254000000.0,2284000000.0,2284000000.0,9506000000.0,9506000000.0,2023-12-31
