treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,payables_and_accrued_expenses,payables,accounts_payable,total_assets,investments_and_advances,available_for_sale_securities,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date,other_equity_adjustments
309015720.0,159000000.0,381318702.0,690334422.0,16943000000.0,47832000000.0,37805000000.0,100381000000.0,37805000000.0,33000000.0,52582000000.0,100381000000.0,52582000000.0,52582000000.0,-9916000000.0,29418000000.0,57184000000.0,34725000000.0,7000000.0,7000000.0,0.0,402667000000.0,47832000000.0,33000000.0,47799000000.0,527000000.0,527000000.0,527000000.0,455249000000.0,76919000000.0,76199000000.0,14777000000.0,14777000000.0,4351000000.0,-5004000000.0,9355000000.0,646000000.0,4044000000.0,4345000000.0,320000000.0,2104000000.0,2104000000.0,720000000.0,30856000000.0,5193000000.0,2022-12-31,
311302925.0,159000000.0,382030281.0,693333206.0,1698000000.0,48235000000.0,39874000000.0,102864000000.0,39874000000.0,24000000.0,54653000000.0,102864000000.0,54653000000.0,54653000000.0,-8540000000.0,29664000000.0,57898000000.0,34952000000.0,7000000.0,7000000.0,0.0,417007000000.0,48235000000.0,24000000.0,48211000000.0,621000000.0,621000000.0,621000000.0,471660000000.0,81925000000.0,81041000000.0,14779000000.0,14779000000.0,4365000000.0,,,,,,,2250000000.0,2250000000.0,884000000.0,46513000000.0,3347000000.0,2023-03-31,
312885506.0,159000000.0,381441449.0,694326955.0,8013000000.0,49609000000.0,39499000000.0,104168000000.0,39499000000.0,,54559000000.0,104168000000.0,54559000000.0,54559000000.0,-9818000000.0,29821000000.0,59028000000.0,35163000000.0,7000000.0,7000000.0,0.0,413241000000.0,49609000000.0,,49609000000.0,637000000.0,637000000.0,637000000.0,467800000000.0,78412000000.0,77198000000.0,15060000000.0,15060000000.0,4359000000.0,,,,,,,2297000000.0,2297000000.0,1214000000.0,41596000000.0,3360000000.0,2023-06-30,
314345548.0,159000000.0,380991150.0,695336698.0,3856000000.0,48725000000.0,38620000000.0,102393000000.0,38620000000.0,,53668000000.0,102393000000.0,53668000000.0,53668000000.0,-12224000000.0,29978000000.0,60529000000.0,35334000000.0,7000000.0,7000000.0,0.0,417767000000.0,48725000000.0,,48725000000.0,685000000.0,685000000.0,685000000.0,471435000000.0,74837000000.0,72684000000.0,15048000000.0,15048000000.0,4378000000.0,,,,,,,2469000000.0,2469000000.0,2153000000.0,44869000000.0,4620000000.0,2023-09-30,
315853059.0,159000000.0,380389609.0,696242668.0,6021000000.0,49318000000.0,43024000000.0,107407000000.0,43024000000.0,,58089000000.0,107407000000.0,58089000000.0,58089000000.0,-8268000000.0,30136000000.0,60945000000.0,35541000000.0,7000000.0,7000000.0,0.0,420375000000.0,49318000000.0,,49318000000.0,649000000.0,649000000.0,649000000.0,478464000000.0,79117000000.0,76648000000.0,15065000000.0,15065000000.0,4375000000.0,-5181000000.0,9556000000.0,291000000.0,4663000000.0,4297000000.0,305000000.0,2478000000.0,2478000000.0,2469000000.0,43297000000.0,4903000000.0,2023-12-31,-8268000000.0
