free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_payments,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
7867000000.0,-157000000.0,-7681000000.0,1543000000.0,62000000.0,-290000000.0,1682000000.0,861000000.0,31256000000.0,25291000000.0,5965000000.0,9255000000.0,9255000000.0,8000000.0,-288000000.0,-57000000.0,-231000000.0,0.0,0.0,0.0,-95000000.0,-157000000.0,62000000.0,-6138000000.0,-6138000000.0,-7681000000.0,1543000000.0,-11447000000.0,-11447000000.0,-85000000.0,-1067000000.0,2169000000.0,-3236000000.0,-49000000.0,,-290000000.0,-290000000.0,8157000000.0,-2000000.0,8159000000.0,2467000000.0,-301000000.0,2925000000.0,94000000.0,94000000.0,94000000.0,-251000000.0,-251000000.0,1529000000.0,76000000.0,-401000000.0,-401000000.0,843000000.0,843000000.0,-3000000.0,0.0,1232000000.0,2022-12-31
2757000000.0,-246000000.0,-3957000000.0,3489000000.0,76000000.0,-235000000.0,2084000000.0,103000000.0,46973000000.0,31256000000.0,15717000000.0,15719000000.0,15719000000.0,0.0,-291000000.0,-57000000.0,-234000000.0,,,,-170000000.0,-246000000.0,76000000.0,-468000000.0,-468000000.0,-3957000000.0,3489000000.0,-2994000000.0,-2994000000.0,-309000000.0,-3853000000.0,1990000000.0,-5843000000.0,-2539000000.0,-2539000000.0,-235000000.0,-235000000.0,2992000000.0,,2992000000.0,-1835000000.0,-2196000000.0,398000000.0,94000000.0,94000000.0,94000000.0,-131000000.0,-131000000.0,-159000000.0,154000000.0,-169000000.0,-169000000.0,1251000000.0,1251000000.0,-5000000.0,0.0,960000000.0,2023-03-31
3148000000.0,-157000000.0,-2533000000.0,4682000000.0,88000000.0,-206000000.0,4240000000.0,528000000.0,42048000000.0,46973000000.0,-4925000000.0,-4114000000.0,-4114000000.0,0.0,-289000000.0,-57000000.0,-232000000.0,,,,-69000000.0,-157000000.0,88000000.0,2149000000.0,2149000000.0,-2533000000.0,4682000000.0,-4165000000.0,-4165000000.0,-343000000.0,2188000000.0,2292000000.0,-104000000.0,-246000000.0,-246000000.0,-206000000.0,-206000000.0,3354000000.0,,3354000000.0,-533000000.0,-49000000.0,-453000000.0,16000000.0,16000000.0,16000000.0,-47000000.0,-47000000.0,-253000000.0,123000000.0,-231000000.0,-231000000.0,325000000.0,325000000.0,2000000.0,0.0,1431000000.0,2023-06-30
6870000000.0,-157000000.0,-768000000.0,0.0,71000000.0,-259000000.0,3872000000.0,240000000.0,45304000000.0,42048000000.0,3256000000.0,1198000000.0,1198000000.0,4000000.0,-289000000.0,-57000000.0,-232000000.0,,,,-86000000.0,-157000000.0,71000000.0,-768000000.0,-768000000.0,-768000000.0,0.0,-5071000000.0,-5071000000.0,-310000000.0,994000000.0,2381000000.0,-1387000000.0,0.0,,-259000000.0,-259000000.0,7129000000.0,0.0,7129000000.0,1994000000.0,2546000000.0,-428000000.0,48000000.0,48000000.0,48000000.0,-172000000.0,-172000000.0,223000000.0,95000000.0,-113000000.0,-113000000.0,852000000.0,852000000.0,4000000.0,0.0,1790000000.0,2023-09-30
6839000000.0,-158000000.0,-4012000000.0,3339000000.0,64000000.0,-261000000.0,627000000.0,484000000.0,43755000000.0,45304000000.0,-1549000000.0,1041000000.0,1041000000.0,6000000.0,-290000000.0,-57000000.0,-233000000.0,,,,-94000000.0,-158000000.0,64000000.0,-673000000.0,-673000000.0,-4012000000.0,3339000000.0,-9690000000.0,-9690000000.0,-363000000.0,-644000000.0,2468000000.0,-3112000000.0,0.0,,-261000000.0,-261000000.0,7100000000.0,0.0,7100000000.0,2699000000.0,1545000000.0,1199000000.0,-36000000.0,-36000000.0,-36000000.0,-9000000.0,-9000000.0,70000000.0,141000000.0,-210000000.0,-210000000.0,798000000.0,798000000.0,39000000.0,34000000.0,706000000.0,2023-12-31
