tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
4724634.481758,0.232135,296765000.0,20353000.0,20353000.0,153494000.0,101999000.0,1650727000.0,317118000.0,215119000.0,-17437000.0,15222000.0,1075000.0,137865634.481758,153494000.0,1759713000.0,216860000.0,,,,,153494000.0,153494000.0,153494000.0,153494000.0,153494000.0,46403000.0,199897000.0,20353000.0,19789000.0,21948000.0,-2069000.0,90000.0,564000.0,-17437000.0,3290000.0,15222000.0,1075000.0,196981000.0,108986000.0,108986000.0,305967000.0,1650727000.0,1956694000.0,1956694000.0,2022-12-31
3892000.0,0.25,253452000.0,15568000.0,15568000.0,111918000.0,104055000.0,1586607000.0,269020000.0,164965000.0,-17427000.0,15692000.0,1362000.0,100242000.0,111918000.0,1699045000.0,166402000.0,87914259.0,86581729.0,1.27,1.29,111918000.0,111918000.0,111918000.0,111918000.0,111918000.0,37355000.0,149273000.0,15568000.0,15220000.0,15270000.0,,50000.0,348000.0,-17427000.0,3097000.0,15692000.0,1362000.0,151132000.0,112438000.0,112438000.0,263570000.0,1586607000.0,1850177000.0,1850177000.0,2023-03-31
1096994.0,0.262,293981000.0,4187000.0,4187000.0,128234000.0,108174000.0,1498239000.0,298168000.0,189994000.0,-18775000.0,16307000.0,1219000.0,125143994.0,128234000.0,1602991000.0,192417000.0,87124817.0,86135039.0,1.47,1.49,128234000.0,128234000.0,128234000.0,128234000.0,128234000.0,45453000.0,173687000.0,4187000.0,3758000.0,4142000.0,,384000.0,429000.0,-18775000.0,3687000.0,16307000.0,1219000.0,188275000.0,104752000.0,104752000.0,293027000.0,1498239000.0,1791266000.0,1791266000.0,2023-06-30
3008376.0,0.254,299344000.0,11844000.0,11844000.0,133339000.0,114091000.0,1616807000.0,311188000.0,197097000.0,-20143000.0,18287000.0,1702000.0,124503376.0,133339000.0,1723937000.0,200559000.0,86851619.0,85849435.0,1.54,1.55,133339000.0,133339000.0,133339000.0,133339000.0,133339000.0,45471000.0,178810000.0,11844000.0,13750000.0,16461000.0,-3011000.0,-300000.0,-1906000.0,-20143000.0,3558000.0,18287000.0,1702000.0,187109000.0,107130000.0,107130000.0,294239000.0,1616807000.0,1911046000.0,1911046000.0,2023-09-30
-650653.668126,0.249197,318448000.0,-2611000.0,-2611000.0,131386000.0,115655000.0,1655790000.0,315837000.0,200182000.0,-24852000.0,25188000.0,3838000.0,133346346.331874,131386000.0,1766221000.0,198257000.0,,,,,131386000.0,131386000.0,131386000.0,131386000.0,131386000.0,43608000.0,174994000.0,-2611000.0,-4231000.0,-4200000.0,0.0,31000.0,1620000.0,-24852000.0,3502000.0,25188000.0,3838000.0,202457000.0,110431000.0,110431000.0,312888000.0,1655790000.0,1968678000.0,1968678000.0,2023-12-31
682341.0,0.253,266045000.0,2697000.0,2697000.0,92847000.0,117009000.0,1618397000.0,268742000.0,151733000.0,-26030000.0,27506000.0,5152000.0,90832341.0,92847000.0,1723255000.0,151556000.0,85348043.0,84475177.0,1.09,1.1,92847000.0,92847000.0,92847000.0,92847000.0,92847000.0,31380000.0,124227000.0,2697000.0,3965000.0,3996000.0,,31000.0,-1268000.0,-26030000.0,3676000.0,27506000.0,5152000.0,147560000.0,104858000.0,104858000.0,252418000.0,1618397000.0,1870815000.0,1870815000.0,2024-03-31
