ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,minimum_pension_liabilities,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,land_and_improvements,current_assets,assets_held_for_sale_current,prepaid_assets,inventory,receivables,other_receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
86539559.0,86539559.0,1168640000.0,1728796000.0,870960000.0,3778827000.0,296882000.0,870960000.0,413039000.0,2463070000.0,3741740000.0,2463070000.0,2463070000.0,,-233321000.0,-233321000.0,,,1565671000.0,41491000.0,1089229000.0,1089229000.0,3042760000.0,2076079000.0,382000.0,0.0,,368186000.0,368186000.0,1575775000.0,297105000.0,1278670000.0,131736000.0,966681000.0,19275000.0,153021000.0,115934000.0,37087000.0,37087000.0,43903000.0,750482000.0,179702000.0,570780000.0,30289000.0,41714000.0,498777000.0,5505830000.0,4242267000.0,19192000.0,4359000.0,27047000.0,27047000.0,85964000.0,,,1592110000.0,310777000.0,1281333000.0,2513595000.0,-1144362000.0,3657957000.0,528791000.0,1962176000.0,1166990000.0,1263563000.0,10250000.0,38501000.0,24181000.0,1043514000.0,64298000.0,12788000.0,966428000.0,147117000.0,147117000.0,2022-12-31
86771197.0,86771197.0,1166905000.0,1703219000.0,876010000.0,3834918000.0,289847000.0,876010000.0,399954000.0,2531653000.0,3801920000.0,2531653000.0,2531653000.0,,-210707000.0,-210707000.0,,,1588181000.0,28039000.0,1126140000.0,1126140000.0,2972763000.0,2078778000.0,11084000.0,13121000.0,,374112000.0,374112000.0,1555761000.0,285494000.0,1270267000.0,124700000.0,893985000.0,17413000.0,147458000.0,114460000.0,32998000.0,32998000.0,43029000.0,686085000.0,,686085000.0,,2746000.0,683339000.0,5504416000.0,4320584000.0,19428000.0,0.0,19106000.0,19106000.0,104874000.0,104874000.0,104874000.0,1655643000.0,333935000.0,1321708000.0,2521533000.0,-1143741000.0,3665274000.0,522032000.0,1953740000.0,1189502000.0,1183832000.0,11075000.0,50928000.0,21560000.0,963909000.0,,14562000.0,949347000.0,136360000.0,136360000.0,2023-03-31
85801479.0,85801479.0,1158668000.0,1737082000.0,871343000.0,3883537000.0,346402000.0,871343000.0,400280000.0,2546735000.0,3852972000.0,2546735000.0,2546735000.0,6038000.0,-204148000.0,,-204148000.0,0.0,1597038000.0,29380000.0,1118427000.0,1118427000.0,2944686000.0,2090796000.0,12800000.0,25805000.0,25805000.0,362510000.0,362510000.0,1588322000.0,282085000.0,1306237000.0,101359000.0,853890000.0,18587000.0,148760000.0,118195000.0,30565000.0,30565000.0,44495000.0,642048000.0,,642048000.0,,2712000.0,639336000.0,5491421000.0,4291129000.0,18063000.0,0.0,18854000.0,18854000.0,18471000.0,18471000.0,18471000.0,1675392000.0,326249000.0,1349143000.0,2560349000.0,-1226956000.0,3787305000.0,535060000.0,2041964000.0,1210281000.0,1200292000.0,9045000.0,61465000.0,23653000.0,927995000.0,,30016000.0,897979000.0,178134000.0,178134000.0,2023-06-30
85931700.0,85931700.0,1522140000.0,2025643000.0,605542000.0,4233234000.0,219985000.0,605542000.0,415239000.0,2622830000.0,4207102000.0,2622830000.0,2622830000.0,,-234121000.0,-234121000.0,,,1700300000.0,33552000.0,1123099000.0,1123099000.0,3432721000.0,2477012000.0,3653000.0,40561000.0,,444207000.0,444207000.0,1874148000.0,289876000.0,1584272000.0,114443000.0,955709000.0,26268000.0,151495000.0,125363000.0,26132000.0,26132000.0,55072000.0,722874000.0,,722874000.0,,3152000.0,719722000.0,6055551000.0,4879857000.0,32774000.0,0.0,22195000.0,22195000.0,18300000.0,18300000.0,18300000.0,2017288000.0,593231000.0,1424057000.0,2789300000.0,-1272008000.0,4061308000.0,540452000.0,2160957000.0,1359899000.0,1175694000.0,4176000.0,63299000.0,27247000.0,992708000.0,,17463000.0,975245000.0,88264000.0,88264000.0,2023-09-30
84441733.0,84441733.0,1548626000.0,2344340000.0,572109000.0,4475592000.0,269888000.0,572109000.0,460158000.0,2591410000.0,4301241000.0,2591410000.0,2591410000.0,-243000.0,-200296000.0,,-200296000.0,0.0,1646975000.0,37684000.0,1107290000.0,1107290000.0,3692210000.0,2626099000.0,3699000.0,53231000.0,,433242000.0,433242000.0,2042592000.0,332761000.0,1709831000.0,93335000.0,1066111000.0,23420000.0,301748000.0,127397000.0,174351000.0,174351000.0,66565000.0,674378000.0,187522000.0,486856000.0,33776000.0,2442000.0,450638000.0,6283620000.0,4947621000.0,16394000.0,0.0,20615000.0,20615000.0,50209000.0,50209000.0,50209000.0,2019301000.0,536224000.0,1483077000.0,2841102000.0,-1375977000.0,4217079000.0,588359000.0,2244743000.0,1383977000.0,1335999000.0,1802000.0,56269000.0,23964000.0,918408000.0,48090000.0,23637000.0,846681000.0,335556000.0,335556000.0,2023-12-31
84555210.0,84555210.0,1584989000.0,2944505000.0,511800000.0,5074805000.0,770262000.0,511800000.0,457144000.0,2587444000.0,4806633000.0,2587444000.0,2587444000.0,472000.0,-235779000.0,,-235779000.0,,1668601000.0,26595000.0,1127555000.0,1127555000.0,4313428000.0,3143137000.0,3043000.0,64128000.0,,432067000.0,432067000.0,2547709000.0,328520000.0,2219189000.0,96190000.0,1170291000.0,25159000.0,396796000.0,128624000.0,268172000.0,268172000.0,66521000.0,681815000.0,,681815000.0,,8655000.0,673160000.0,6900872000.0,4960319000.0,15454000.0,,15126000.0,15126000.0,22829000.0,22829000.0,22829000.0,2075644000.0,553638000.0,1522006000.0,2831266000.0,-1396856000.0,4228122000.0,592599000.0,2245663000.0,1389860000.0,1940553000.0,12998000.0,63006000.0,22913000.0,939264000.0,,18858000.0,920406000.0,902372000.0,902372000.0,2024-03-31
