free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,sale_of_business
-223101000.0,-7423000.0,0.0,162462000.0,-508000.0,1541037000.0,1612646000.0,,-71609000.0,154495000.0,154495000.0,-1113000.0,569000.0,162462000.0,162462000.0,-7423000.0,-7423000.0,-7423000.0,0.0,-3511000.0,-3511000.0,88000.0,0.0,0.0,-3091000.0,-3091000.0,-508000.0,-508000.0,-222593000.0,-222593000.0,2741000.0,-5831000.0,-2061000.0,-818000.0,11451000.0,4255000.0,7196000.0,7196000.0,162814000.0,57731000.0,-53620000.0,5151000.0,5151000.0,-12514000.0,-12514000.0,-384896000.0,2022-12-31,
-180710000.0,-8036000.0,0.0,217246000.0,-1622000.0,1692115000.0,1541037000.0,,144797000.0,210332000.0,210332000.0,-1439000.0,2561000.0,217246000.0,217246000.0,-8036000.0,-8036000.0,-8036000.0,0.0,113553000.0,113553000.0,614000.0,0.0,0.0,114561000.0,0.0,-1622000.0,-1622000.0,-179088000.0,-179088000.0,21182000.0,-38000.0,-1790000.0,-633000.0,23643000.0,33254000.0,-9611000.0,-9611000.0,-138176000.0,25277000.0,-32462000.0,5953000.0,5953000.0,0.0,0.0,-60862000.0,2023-03-31,
-250335000.0,-7808000.0,0.0,,-403000.0,1449648000.0,1692115000.0,-117000.0,-242350000.0,7477000.0,7477000.0,-5743000.0,21028000.0,,,-7808000.0,-7808000.0,-7808000.0,0.0,105000.0,105000.0,508000.0,,,,,-403000.0,-403000.0,-249932000.0,-249932000.0,-35242000.0,9426000.0,-2009000.0,-4639000.0,-38020000.0,-49960000.0,11940000.0,11940000.0,50492000.0,49260000.0,7564000.0,5839000.0,5839000.0,,,-327845000.0,2023-06-30,
-196702000.0,-7570000.0,0.0,,-275000.0,1423188000.0,1449648000.0,-1454000.0,-25006000.0,207872000.0,207872000.0,-6086000.0,21706000.0,,,-7570000.0,-7570000.0,-7570000.0,0.0,-36451000.0,-36451000.0,3000.0,,,,,-275000.0,-275000.0,-196427000.0,-196427000.0,17127000.0,5140000.0,-2145000.0,-21640000.0,35772000.0,37570000.0,-1798000.0,-1798000.0,-41881000.0,49318000.0,121894000.0,5587000.0,5587000.0,,,-331118000.0,2023-09-30,
-210807000.0,-7662000.0,0.0,238733000.0,-355000.0,6685458000.0,1423188000.0,3042000.0,5259228000.0,236639000.0,236639000.0,-3313000.0,8881000.0,238733000.0,238733000.0,-7662000.0,-7662000.0,-7662000.0,0.0,5233041000.0,5233041000.0,5233396000.0,,,0.0,0.0,-355000.0,-355000.0,-210452000.0,-210452000.0,21195000.0,27420000.0,-1997000.0,7512000.0,-11740000.0,-3395000.0,-8345000.0,-8345000.0,49966000.0,54325000.0,-65578000.0,5385000.0,5385000.0,-5348410000.0,0.0,5072665000.0,2023-12-31,0.0
