tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,other_special_charges,salaries_and_wages
-11264530.0,0.19,-309193000.0,-59287000.0,-59287000.0,-352014000.0,5151000.0,3586000.0,-368480000.0,-373631000.0,1803000.0,8446000.0,10249000.0,-303991530.0,-352014000.0,297380000.0,-378077000.0,713319399.0,713319399.0,-0.49,-0.49,-352014000.0,-352014000.0,-352014000.0,32882000.0,-384896000.0,-384896000.0,2819000.0,-382077000.0,-103552000.0,-44265000.0,-85235000.0,12514000.0,97749000.0,25948000.0,1803000.0,8446000.0,10249000.0,-280328000.0,293794000.0,125533000.0,168261000.0,,168261000.0,168261000.0,13466000.0,3586000.0,17052000.0,17052000.0,2022-12-31,,
687038.913936,0.021164,-197150000.0,32462000.0,32462000.0,-148178000.0,5953000.0,4175000.0,-164688000.0,-170641000.0,5709000.0,8575000.0,14284000.0,-179952961.086064,-33617000.0,261542000.0,-234166000.0,742541052.0,742541052.0,-0.05,-0.05,-33617000.0,-33617000.0,-33617000.0,27245000.0,-60862000.0,-175423000.0,-3793000.0,-179216000.0,49241000.0,16779000.0,0.0,0.0,0.0,32462000.0,5709000.0,8575000.0,14284000.0,-234166000.0,257367000.0,131857000.0,125510000.0,,125510000.0,125510000.0,23201000.0,4175000.0,27376000.0,-5893000.0,2023-03-31,,
-3812160.0,0.19,-291278000.0,-20064000.0,-20064000.0,-291816000.0,5839000.0,4214000.0,-311342000.0,-317181000.0,7803000.0,8912000.0,16715000.0,-275564160.0,-291816000.0,285537000.0,-276413000.0,759273550.0,759273550.0,-0.38,-0.38,-291816000.0,-291816000.0,-291816000.0,36029000.0,-327845000.0,-327845000.0,1752000.0,-326093000.0,-69983000.0,-49919000.0,-12500000.0,,12500000.0,-7564000.0,7803000.0,8912000.0,16715000.0,-263913000.0,281323000.0,125133000.0,156190000.0,156190000.0,,,17410000.0,4214000.0,21624000.0,21624000.0,2023-06-30,,
-8064550.0,0.19,-270082000.0,-42445000.0,-42445000.0,-304327000.0,5587000.0,3266000.0,-312527000.0,-318114000.0,5052000.0,9247000.0,14299000.0,-269946550.0,-304327000.0,299605000.0,276454000.0,770227849.0,770227849.0,-0.4,-0.4,-304327000.0,-304327000.0,-304327000.0,26791000.0,-331118000.0,-331118000.0,3757000.0,-327361000.0,-69909000.0,-27464000.0,3404000.0,17354000.0,13950000.0,-45849000.0,5052000.0,9247000.0,14299000.0,-262504000.0,296339000.0,131984000.0,164355000.0,,,,33835000.0,3266000.0,37101000.0,37101000.0,2023-09-30,,
26689715.0,0.005,-224777000.0,5337943000.0,5337943000.0,5096184000.0,5385000.0,3668000.0,5113166000.0,5107781000.0,22509000.0,9444000.0,31953000.0,-215069285.0,5096184000.0,324667000.0,5060883000.0,844461685.0,800587716.0,6.03,6.37,5096184000.0,5096184000.0,5096184000.0,23519000.0,5072665000.0,5072665000.0,25672000.0,5098337000.0,5363355000.0,25412000.0,5348410000.0,5348410000.0,,-10467000.0,22509000.0,9444000.0,31953000.0,-287527000.0,320999000.0,123717000.0,197282000.0,,197282000.0,150338000.0,33472000.0,3668000.0,37140000.0,37140000.0,2023-12-31,,46944000.0
