free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_capital_stock,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,cash_dividends_paid,net_preferred_stock_issuance,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,stock_based_compensation,unrealized_gain_loss_on_investment_securities,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
94000000.0,0.0,-5000000.0,187000000.0,2334000000.0,3162000000.0,-828000000.0,-4090000000.0,-4090000000.0,-228000000.0,0.0,0.0,187000000.0,0.0,187000000.0,-5000000.0,-5000000.0,-5000000.0,3168000000.0,3168000000.0,2133000000.0,17717000000.0,-15584000000.0,94000000.0,94000000.0,28000000.0,-69000000.0,97000000.0,0.0,-1462000000.0,912000000.0,1068000000.0,561000000.0,2022-12-31
26000000.0,,-5000000.0,171000000.0,2839000000.0,2334000000.0,505000000.0,12050000000.0,12050000000.0,-238000000.0,,,171000000.0,,171000000.0,-5000000.0,-5000000.0,-5000000.0,-11571000000.0,-11571000000.0,-9370000000.0,6775000000.0,-16145000000.0,26000000.0,26000000.0,27000000.0,69000000.0,-42000000.0,-1000000.0,-594000000.0,625000000.0,81000000.0,-151000000.0,2023-03-31
-61000000.0,,-5000000.0,106000000.0,1623000000.0,2839000000.0,-1216000000.0,-6497000000.0,-6497000000.0,-243000000.0,,,106000000.0,,106000000.0,-5000000.0,-5000000.0,-5000000.0,5342000000.0,5342000000.0,4297000000.0,18286000000.0,-13989000000.0,-61000000.0,-61000000.0,-18000000.0,-24000000.0,6000000.0,4000000.0,363000000.0,-741000000.0,255000000.0,286000000.0,2023-06-30
-52000000.0,,-4000000.0,432000000.0,1882000000.0,1623000000.0,259000000.0,10254000000.0,10254000000.0,-252000000.0,,,432000000.0,,432000000.0,-4000000.0,-4000000.0,-4000000.0,-9943000000.0,-9943000000.0,-9161000000.0,12966000000.0,-22127000000.0,-52000000.0,-52000000.0,1000000.0,40000000.0,-39000000.0,3000000.0,1356000000.0,-1040000000.0,534000000.0,-392000000.0,2023-09-30
-31000000.0,0.0,-3000000.0,376000000.0,1771000000.0,1882000000.0,-111000000.0,-1580000000.0,-1580000000.0,-272000000.0,0.0,0.0,376000000.0,0.0,376000000.0,-3000000.0,-3000000.0,-3000000.0,1500000000.0,1500000000.0,4072000000.0,14926000000.0,-10854000000.0,-31000000.0,-31000000.0,2000000.0,819000000.0,-817000000.0,5000000.0,-2803000000.0,2337000000.0,697000000.0,412000000.0,2023-12-31
