ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,financial_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investmentsin_joint_venturesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,land_and_improvements,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,inventory,receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
513719103.0,513719103.0,7563000000.0,10017000000.0,23955000000.0,34919000000.0,2429000000.0,23955000000.0,571000000.0,25473000000.0,34303000000.0,26511000000.0,1038000000.0,25473000000.0,1062000000.0,1062000000.0,18065000000.0,207000000.0,6139000000.0,6139000000.0,25848000000.0,19984000000.0,400000000.0,26000000.0,420000000.0,420000000.0,286000000.0,6778000000.0,6778000000.0,9269000000.0,439000000.0,8830000000.0,2805000000.0,5864000000.0,1370000000.0,19000000.0,19000000.0,748000000.0,132000000.0,616000000.0,616000000.0,361000000.0,3366000000.0,1252000000.0,100000000.0,2114000000.0,113000000.0,104000000.0,104000000.0,1897000000.0,52359000000.0,44066000000.0,432000000.0,224000000.0,75000000.0,75000000.0,163000000.0,56000000.0,1503000000.0,364000000.0,364000000.0,1139000000.0,,1518000000.0,400000000.0,1118000000.0,40095000000.0,-22640000000.0,62735000000.0,14313000000.0,8596000000.0,18567000000.0,8293000000.0,540000000.0,1566000000.0,540000000.0,2685000000.0,1619000000.0,92000000.0,1527000000.0,1883000000.0,1883000000.0,2022-12-31
514491087.0,514491087.0,7356000000.0,10192000000.0,25199000000.0,35937000000.0,1600000000.0,25199000000.0,571000000.0,26316000000.0,35444000000.0,27480000000.0,1164000000.0,26316000000.0,1054000000.0,1054000000.0,18889000000.0,209000000.0,6164000000.0,6164000000.0,26278000000.0,20521000000.0,3918000000.0,,439000000.0,439000000.0,,6593000000.0,6593000000.0,9571000000.0,443000000.0,9128000000.0,,5757000000.0,,,,621000000.0,128000000.0,493000000.0,493000000.0,,5136000000.0,,,5136000000.0,,698000000.0,698000000.0,4438000000.0,53758000000.0,46401000000.0,176000000.0,,75000000.0,75000000.0,,,2779000000.0,1635000000.0,1635000000.0,1144000000.0,1144000000.0,1117000000.0,,1117000000.0,42254000000.0,,,,,,7357000000.0,512000000.0,0.0,,2779000000.0,1801000000.0,92000000.0,1709000000.0,2265000000.0,2265000000.0,2023-03-31
519800000.0,519800000.0,7822000000.0,10162000000.0,25307000000.0,36010000000.0,1505000000.0,25307000000.0,567000000.0,26415000000.0,35530000000.0,27625000000.0,1210000000.0,26415000000.0,759000000.0,759000000.0,18965000000.0,205000000.0,6486000000.0,6486000000.0,25465000000.0,20332000000.0,4103000000.0,,437000000.0,437000000.0,,6242000000.0,6242000000.0,9550000000.0,435000000.0,9115000000.0,,5133000000.0,,,,612000000.0,132000000.0,480000000.0,480000000.0,,4521000000.0,,,4521000000.0,,917000000.0,917000000.0,3604000000.0,53090000000.0,46452000000.0,,,75000000.0,75000000.0,,,2786000000.0,1666000000.0,1666000000.0,1120000000.0,1120000000.0,1108000000.0,,1108000000.0,42483000000.0,,,,,,6638000000.0,527000000.0,0.0,,2946000000.0,1392000000.0,92000000.0,1300000000.0,1773000000.0,1773000000.0,2023-06-30
520000000.0,520000000.0,8784000000.0,10738000000.0,25901000000.0,37145000000.0,1138000000.0,25901000000.0,611000000.0,27018000000.0,36607000000.0,28323000000.0,1305000000.0,27018000000.0,1034000000.0,1034000000.0,19279000000.0,210000000.0,6495000000.0,6495000000.0,26464000000.0,20853000000.0,3944000000.0,,401000000.0,401000000.0,,6449000000.0,6449000000.0,10059000000.0,470000000.0,9589000000.0,,5611000000.0,,,,679000000.0,141000000.0,538000000.0,538000000.0,,4932000000.0,,,4932000000.0,,865000000.0,865000000.0,4067000000.0,54787000000.0,48038000000.0,,,75000000.0,75000000.0,,,2860000000.0,1721000000.0,1721000000.0,1139000000.0,1139000000.0,1117000000.0,,1117000000.0,43986000000.0,,,,,,6749000000.0,605000000.0,0.0,,2958000000.0,1843000000.0,107000000.0,1736000000.0,1343000000.0,1343000000.0,2023-09-30
517322246.0,517322246.0,9287000000.0,11092000000.0,25535000000.0,37019000000.0,573000000.0,25535000000.0,1061000000.0,26988000000.0,36504000000.0,28292000000.0,1304000000.0,26988000000.0,693000000.0,693000000.0,19618000000.0,213000000.0,6464000000.0,6464000000.0,27901000000.0,22009000000.0,681000000.0,18000000.0,445000000.0,445000000.0,444000000.0,6188000000.0,6188000000.0,10382000000.0,866000000.0,9516000000.0,3851000000.0,5892000000.0,698000000.0,27000000.0,27000000.0,710000000.0,195000000.0,515000000.0,515000000.0,347000000.0,4110000000.0,517000000.0,101000000.0,3593000000.0,102000000.0,1181000000.0,1181000000.0,2310000000.0,56193000000.0,49728000000.0,411000000.0,446000000.0,65000000.0,65000000.0,207000000.0,68000000.0,1513000000.0,397000000.0,397000000.0,1116000000.0,1116000000.0,1453000000.0,345000000.0,1108000000.0,45565000000.0,-23324000000.0,68889000000.0,4389000000.0,9738000000.0,32637000000.0,6465000000.0,585000000.0,0.0,,2946000000.0,2190000000.0,94000000.0,2096000000.0,744000000.0,744000000.0,2023-12-31
518000000.0,518000000.0,9090000000.0,11475000000.0,25066000000.0,36569000000.0,2388000000.0,25066000000.0,1090000000.0,26184000000.0,36024000000.0,30777000000.0,4593000000.0,26184000000.0,1087000000.0,1087000000.0,18378000000.0,201000000.0,6518000000.0,6518000000.0,27549000000.0,22635000000.0,4970000000.0,,427000000.0,427000000.0,,6524000000.0,6524000000.0,10714000000.0,874000000.0,9840000000.0,,4914000000.0,,,,761000000.0,216000000.0,545000000.0,545000000.0,,4153000000.0,,,4153000000.0,,202000000.0,202000000.0,3951000000.0,58326000000.0,51024000000.0,,,65000000.0,65000000.0,,,3059000000.0,1916000000.0,1916000000.0,1143000000.0,1143000000.0,1118000000.0,,1118000000.0,46782000000.0,,,,,,7302000000.0,615000000.0,,,3059000000.0,2333000000.0,199000000.0,2134000000.0,1295000000.0,1295000000.0,2024-03-31
