free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_from_discontinued_financing_activities,cash_flow_from_continuing_financing_activities,net_other_financing_charges,interest_paid_cff,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,capital_expenditure_reported,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,taxes_refund_paid,change_in_working_capital,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_income_from_continuing_operations,date
-740000000.0,0.0,-146000000.0,99000000.0,32000000.0,-1670000000.0,1883000000.0,,2638000000.0,-31000000.0,-689000000.0,175000000.0,,206000000.0,426000000.0,-141000000.0,-64000000.0,-64000000.0,32000000.0,0.0,32000000.0,-47000000.0,-47000000.0,-146000000.0,99000000.0,-1794000000.0,,-1665000000.0,5000000.0,40000000.0,-35000000.0,,,-1670000000.0,930000000.0,,488000000.0,-122000000.0,-126000000.0,167000000.0,-1234000000.0,480000000.0,480000000.0,280000000.0,280000000.0,-5000000.0,1048000000.0,2022-12-31
-489000000.0,0.0,-213000000.0,57000000.0,19000000.0,-1581000000.0,2265000000.0,29000000.0,1883000000.0,-3000000.0,356000000.0,-164000000.0,-3000000.0,-161000000.0,392000000.0,-95000000.0,-321000000.0,-321000000.0,19000000.0,0.0,19000000.0,-156000000.0,-156000000.0,-213000000.0,57000000.0,-572000000.0,-14000000.0,-558000000.0,9000000.0,53000000.0,-44000000.0,1014000000.0,1014000000.0,-1581000000.0,1092000000.0,0.0,1092000000.0,-254000000.0,-654000000.0,-13000000.0,,655000000.0,655000000.0,423000000.0,423000000.0,-266000000.0,1201000000.0,2023-03-31
-369000000.0,-85000000.0,-300000000.0,70000000.0,30000000.0,-1499000000.0,1773000000.0,6000000.0,2265000000.0,-24000000.0,-474000000.0,-129000000.0,0.0,-129000000.0,468000000.0,-247000000.0,-65000000.0,-65000000.0,-55000000.0,-85000000.0,30000000.0,-230000000.0,-230000000.0,-300000000.0,70000000.0,-1475000000.0,0.0,-1475000000.0,24000000.0,61000000.0,-37000000.0,0.0,0.0,-1499000000.0,1130000000.0,0.0,1130000000.0,-374000000.0,81000000.0,202000000.0,,336000000.0,336000000.0,431000000.0,431000000.0,-15000000.0,469000000.0,2023-06-30
-646000000.0,0.0,-51000000.0,60000000.0,7000000.0,-1382000000.0,1343000000.0,0.0,1773000000.0,12000000.0,-442000000.0,200000000.0,0.0,200000000.0,343000000.0,-94000000.0,-65000000.0,-65000000.0,7000000.0,0.0,7000000.0,9000000.0,9000000.0,-51000000.0,60000000.0,-1378000000.0,0.0,-1378000000.0,4000000.0,26000000.0,-22000000.0,0.0,0.0,-1382000000.0,736000000.0,0.0,736000000.0,-187000000.0,-233000000.0,38000000.0,,321000000.0,321000000.0,529000000.0,529000000.0,,268000000.0,2023-09-30
-194000000.0,-165000000.0,-306000000.0,43000000.0,7000000.0,-1320000000.0,744000000.0,0.0,1343000000.0,-17000000.0,-582000000.0,-376000000.0,0.0,-376000000.0,426000000.0,-317000000.0,-64000000.0,-64000000.0,-158000000.0,-165000000.0,7000000.0,-263000000.0,-263000000.0,-306000000.0,43000000.0,-1332000000.0,0.0,-1332000000.0,-12000000.0,22000000.0,-34000000.0,0.0,0.0,-1320000000.0,1126000000.0,0.0,1126000000.0,-175000000.0,-184000000.0,235000000.0,,298000000.0,298000000.0,548000000.0,548000000.0,8000000.0,396000000.0,2023-12-31
-1059000000.0,-74000000.0,-71000000.0,50000000.0,54000000.0,-1101000000.0,1295000000.0,0.0,744000000.0,24000000.0,527000000.0,1564000000.0,0.0,1564000000.0,1776000000.0,-106000000.0,-65000000.0,-65000000.0,-20000000.0,-74000000.0,54000000.0,-21000000.0,-21000000.0,-71000000.0,50000000.0,-1079000000.0,0.0,-1079000000.0,22000000.0,39000000.0,-17000000.0,0.0,0.0,-1101000000.0,42000000.0,,42000000.0,-1325000000.0,-243000000.0,247000000.0,,309000000.0,309000000.0,630000000.0,630000000.0,-8000000.0,432000000.0,2024-03-31
