tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
416858638.743455,0.314136,461000000.0,1327000000.0,1327000000.0,1038000000.0,280000000.0,994000000.0,1788000000.0,1508000000.0,-27000000.0,-20000000.0,,127858638.743455,266000000.0,1591000000.0,1504000000.0,520900000.0,512600000.0,0.51,0.52,266000000.0,266000000.0,266000000.0,-10000000.0,276000000.0,,1048000000.0,480000000.0,1528000000.0,1318000000.0,-14000000.0,1231000000.0,-5000000.0,-2000000.0,5000000.0,96000000.0,-27000000.0,23000000.0,-20000000.0,,237000000.0,597000000.0,369000000.0,44000000.0,170000000.0,170000000.0,82000000.0,88000000.0,834000000.0,994000000.0,1828000000.0,1828000000.0,2022-12-31
101500000.0,0.35,1989000000.0,290000000.0,290000000.0,1166000000.0,423000000.0,2119000000.0,2279000000.0,1856000000.0,13000000.0,0.0,31000000.0,977500000.0,1140000000.0,2225000000.0,1855000000.0,522300000.0,514100000.0,2.18,2.22,1140000000.0,1140000000.0,1140000000.0,-35000000.0,1175000000.0,-26000000.0,1201000000.0,655000000.0,1856000000.0,283000000.0,-11000000.0,244000000.0,258000000.0,14000000.0,4000000.0,46000000.0,13000000.0,18000000.0,0.0,31000000.0,1560000000.0,106000000.0,-36000000.0,38000000.0,89000000.0,89000000.0,67000000.0,22000000.0,1666000000.0,2119000000.0,3785000000.0,3785000000.0,2023-03-31
-64800000.0,0.4,1398000000.0,-162000000.0,-162000000.0,510000000.0,431000000.0,2109000000.0,1236000000.0,805000000.0,4000000.0,0.0,28000000.0,607200000.0,510000000.0,2476000000.0,1055000000.0,525600000.0,517800000.0,0.97,0.98,510000000.0,510000000.0,510000000.0,41000000.0,469000000.0,0.0,469000000.0,336000000.0,805000000.0,-242000000.0,-80000000.0,-115000000.0,-1000000.0,114000000.0,0.0,-47000000.0,4000000.0,24000000.0,0.0,28000000.0,1043000000.0,367000000.0,175000000.0,40000000.0,138000000.0,138000000.0,82000000.0,56000000.0,1410000000.0,2109000000.0,3519000000.0,3519000000.0,2023-06-30
11200000.0,0.4,1090000000.0,28000000.0,28000000.0,276000000.0,529000000.0,2768000000.0,1118000000.0,589000000.0,6000000.0,0.0,32000000.0,259200000.0,276000000.0,3039000000.0,561000000.0,527100000.0,519800000.0,0.52,0.53,276000000.0,276000000.0,276000000.0,8000000.0,268000000.0,0.0,268000000.0,321000000.0,589000000.0,23000000.0,-1000000.0,46000000.0,-9000000.0,-55000000.0,-4000000.0,-18000000.0,6000000.0,26000000.0,0.0,32000000.0,560000000.0,271000000.0,108000000.0,50000000.0,99000000.0,99000000.0,73000000.0,26000000.0,831000000.0,2768000000.0,3599000000.0,3599000000.0,2023-09-30
47600000.0,0.4,1123000000.0,119000000.0,119000000.0,483000000.0,548000000.0,2872000000.0,1242000000.0,694000000.0,-102000000.0,0.0,21000000.0,411600000.0,483000000.0,3313000000.0,899000000.0,526400000.0,519600000.0,0.92,0.93,483000000.0,483000000.0,483000000.0,87000000.0,396000000.0,0.0,396000000.0,298000000.0,694000000.0,1000000.0,-120000000.0,-11000000.0,-11000000.0,0.0,2000000.0,130000000.0,-102000000.0,11000000.0,0.0,21000000.0,795000000.0,441000000.0,288000000.0,36000000.0,98000000.0,98000000.0,95000000.0,3000000.0,1236000000.0,2872000000.0,4108000000.0,4108000000.0,2023-12-31
3200000.0,0.4,1536000000.0,8000000.0,8000000.0,343000000.0,630000000.0,2699000000.0,1544000000.0,914000000.0,-176000000.0,173000000.0,28000000.0,338200000.0,343000000.0,3056000000.0,993000000.0,524100000.0,517700000.0,0.65,0.66,343000000.0,343000000.0,343000000.0,-89000000.0,432000000.0,0.0,432000000.0,309000000.0,741000000.0,-15000000.0,-20000000.0,8000000.0,8000000.0,,-3000000.0,,-176000000.0,31000000.0,173000000.0,28000000.0,932000000.0,357000000.0,217000000.0,24000000.0,101000000.0,101000000.0,66000000.0,35000000.0,1289000000.0,2699000000.0,3988000000.0,3988000000.0,2024-03-31
