ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,preferred_securities_outside_stock_equity,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_notes_payable,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
1550000000.0,1550000000.0,2941000000.0,12525000000.0,14711000000.0,24703000000.0,17248000000.0,14711000000.0,3094000000.0,15272000000.0,24196000000.0,15272000000.0,15272000000.0,559000000.0,559000000.0,2859000000.0,11851000000.0,3000000.0,3000000.0,24375000000.0,14176000000.0,2584000000.0,0.0,2584000000.0,2584000000.0,11592000000.0,2668000000.0,8924000000.0,10199000000.0,933000000.0,426000000.0,507000000.0,500000000.0,7000000.0,1220000000.0,1149000000.0,6897000000.0,3117000000.0,3780000000.0,534000000.0,436000000.0,436000000.0,2810000000.0,39647000000.0,12200000000.0,3976000000.0,3976000000.0,3976000000.0,561000000.0,280000000.0,281000000.0,7663000000.0,,7663000000.0,,,7663000000.0,,,,,27447000000.0,2063000000.0,2063000000.0,9326000000.0,9326000000.0,5437000000.0,5437000000.0,,,10621000000.0,4131000000.0,6490000000.0,5702000000.0,788000000.0,2022-11-30
1540000000.0,1540000000.0,2484000000.0,12566000000.0,13973000000.0,23970000000.0,16487000000.0,13973000000.0,3127000000.0,14531000000.0,23456000000.0,14531000000.0,14531000000.0,302000000.0,302000000.0,2152000000.0,12074000000.0,3000000.0,3000000.0,23763000000.0,14215000000.0,2598000000.0,0.0,,,11617000000.0,2692000000.0,8925000000.0,9548000000.0,949000000.0,435000000.0,514000000.0,500000000.0,14000000.0,1943000000.0,1067000000.0,5589000000.0,2053000000.0,3536000000.0,531000000.0,330000000.0,330000000.0,2675000000.0,38294000000.0,12259000000.0,3928000000.0,,,558000000.0,277000000.0,281000000.0,7773000000.0,,7773000000.0,,,7773000000.0,,,,,26035000000.0,1815000000.0,,8905000000.0,8905000000.0,4513000000.0,4513000000.0,,,10802000000.0,3847000000.0,6955000000.0,5850000000.0,1105000000.0,2023-02-28
1532000000.0,1532000000.0,1492000000.0,12144000000.0,13449000000.0,22937000000.0,15946000000.0,13449000000.0,3211000000.0,14004000000.0,22931000000.0,14004000000.0,14004000000.0,231000000.0,231000000.0,1358000000.0,12412000000.0,3000000.0,3000000.0,23527000000.0,14271000000.0,2558000000.0,0.0,,,11713000000.0,2786000000.0,8927000000.0,9256000000.0,431000000.0,425000000.0,6000000.0,,6000000.0,2289000000.0,994000000.0,5542000000.0,1911000000.0,3631000000.0,529000000.0,240000000.0,240000000.0,2862000000.0,37531000000.0,12329000000.0,3770000000.0,,,555000000.0,274000000.0,281000000.0,8004000000.0,-5634000000.0,13638000000.0,1876000000.0,525000000.0,2923000000.0,4695000000.0,3293000000.0,326000000.0,0.0,25202000000.0,1942000000.0,,8454000000.0,8454000000.0,4131000000.0,4131000000.0,-35000000.0,4166000000.0,10675000000.0,3234000000.0,7441000000.0,5674000000.0,1767000000.0,2023-05-31
1524000000.0,1524000000.0,2757000000.0,12177000000.0,13418000000.0,22906000000.0,15789000000.0,13418000000.0,3242000000.0,13971000000.0,22900000000.0,13971000000.0,13971000000.0,136000000.0,136000000.0,1242000000.0,12590000000.0,3000000.0,3000000.0,22815000000.0,14354000000.0,2618000000.0,0.0,,,11736000000.0,2807000000.0,8929000000.0,8461000000.0,441000000.0,435000000.0,6000000.0,,6000000.0,1436000000.0,1003000000.0,5581000000.0,2022000000.0,3559000000.0,526000000.0,295000000.0,295000000.0,2738000000.0,36786000000.0,12536000000.0,3935000000.0,,,553000000.0,272000000.0,281000000.0,8048000000.0,,8048000000.0,,,8048000000.0,,,,,24250000000.0,2013000000.0,,8698000000.0,8698000000.0,4749000000.0,4749000000.0,,,8790000000.0,2612000000.0,6178000000.0,4746000000.0,1432000000.0,2023-08-31
1516897252.0,1516897252.0,1017000000.0,12177000000.0,13596000000.0,23082000000.0,15632000000.0,13596000000.0,3241000000.0,14146000000.0,23076000000.0,14146000000.0,14146000000.0,121000000.0,121000000.0,1151000000.0,12871000000.0,3000000.0,3000000.0,23057000000.0,14058000000.0,2343000000.0,0.0,,,11715000000.0,2785000000.0,8930000000.0,8999000000.0,462000000.0,456000000.0,6000000.0,,6000000.0,1669000000.0,1130000000.0,5738000000.0,1604000000.0,4134000000.0,568000000.0,857000000.0,358000000.0,2709000000.0,37203000000.0,12572000000.0,3926000000.0,,,550000000.0,269000000.0,281000000.0,8096000000.0,,8096000000.0,,,8096000000.0,,,,,24631000000.0,1943000000.0,,7979000000.0,7979000000.0,4782000000.0,4782000000.0,,,9927000000.0,2008000000.0,7919000000.0,6316000000.0,1603000000.0,2023-11-30
1510897252.0,1510897252.0,,12101000000.0,13727000000.0,23162000000.0,15724000000.0,13727000000.0,3165000000.0,14226000000.0,23156000000.0,14226000000.0,14226000000.0,125000000.0,125000000.0,970000000.0,13128000000.0,3000000.0,3000000.0,23130000000.0,14101000000.0,2480000000.0,0.0,,,11621000000.0,2691000000.0,8930000000.0,9029000000.0,480000000.0,474000000.0,6000000.0,,6000000.0,1747000000.0,1227000000.0,5575000000.0,2278000000.0,3297000000.0,566000000.0,391000000.0,391000000.0,2340000000.0,37356000000.0,12603000000.0,4166000000.0,,,499000000.0,259000000.0,240000000.0,7938000000.0,,7938000000.0,,,7938000000.0,,,,,24753000000.0,1928000000.0,,7726000000.0,7726000000.0,4526000000.0,4526000000.0,,,10573000000.0,1613000000.0,8960000000.0,7841000000.0,1118000000.0,2024-02-29
