tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,total_other_finance_cost,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.193,1906000000.0,1331000000.0,319000000.0,7604000000.0,1906000000.0,1587000000.0,-16000000.0,1331000000.0,1331000000.0,11728000000.0,1572400000.0,1559000000.0,0.85,0.85,1331000000.0,1331000000.0,1331000000.0,1331000000.0,1331000000.0,319000000.0,1650000000.0,79000000.0,79000000.0,-16000000.0,16000000.0,1587000000.0,4124000000.0,3022000000.0,1102000000.0,1102000000.0,3022000000.0,3022000000.0,5711000000.0,7604000000.0,13315000000.0,13315000000.0,2022-11-30
0.0,0.16,1556000000.0,1240000000.0,144000000.0,7019000000.0,1556000000.0,1412000000.0,7000000.0,1240000000.0,1240000000.0,10978000000.0,1564800000.0,1543800000.0,0.79,0.8,1240000000.0,1240000000.0,1240000000.0,1240000000.0,1240000000.0,237000000.0,1477000000.0,58000000.0,58000000.0,7000000.0,-7000000.0,1412000000.0,3959000000.0,3036000000.0,923000000.0,923000000.0,,,5371000000.0,7019000000.0,12390000000.0,12390000000.0,2023-02-28
0.0,0.172552,1457000000.0,1031000000.0,236000000.0,7230000000.0,1457000000.0,1221000000.0,28000000.0,1031000000.0,1031000000.0,11604000000.0,,,,,1031000000.0,1031000000.0,1031000000.0,1031000000.0,1031000000.0,215000000.0,1246000000.0,-3000000.0,-3000000.0,28000000.0,-28000000.0,1221000000.0,4374000000.0,3282000000.0,1092000000.0,1092000000.0,,,5595000000.0,7230000000.0,12825000000.0,12825000000.0,2023-05-31
0.0,0.12,1790000000.0,1450000000.0,186000000.0,7219000000.0,1790000000.0,1604000000.0,34000000.0,1450000000.0,1450000000.0,11335000000.0,1543300000.0,1528400000.0,0.94,0.95,1450000000.0,1450000000.0,1450000000.0,1450000000.0,1450000000.0,198000000.0,1648000000.0,10000000.0,10000000.0,34000000.0,-34000000.0,1604000000.0,4116000000.0,3047000000.0,1069000000.0,1069000000.0,,,5720000000.0,7219000000.0,12939000000.0,12939000000.0,2023-08-31
0.0,0.179,2009000000.0,1578000000.0,184000000.0,7417000000.0,2009000000.0,1825000000.0,22000000.0,1578000000.0,1578000000.0,11563000000.0,1532100000.0,1520800000.0,1.03,1.04,1578000000.0,1578000000.0,1578000000.0,1578000000.0,1578000000.0,344000000.0,1922000000.0,75000000.0,75000000.0,22000000.0,-22000000.0,1825000000.0,4146000000.0,3032000000.0,1114000000.0,1114000000.0,,,5971000000.0,7417000000.0,13388000000.0,13388000000.0,2023-11-30
0.0,0.165,1606000000.0,1172000000.0,270000000.0,6867000000.0,1606000000.0,1336000000.0,52000000.0,1172000000.0,1172000000.0,11093000000.0,1526500000.0,1513200000.0,0.77,0.77,1172000000.0,1172000000.0,1172000000.0,1172000000.0,1172000000.0,232000000.0,1404000000.0,16000000.0,16000000.0,52000000.0,-52000000.0,1336000000.0,4226000000.0,,4226000000.0,1011000000.0,3215000000.0,3215000000.0,5562000000.0,6867000000.0,12429000000.0,12429000000.0,2024-02-29
