free_cash_flow,repurchase_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
765000000.0,-1567000000.0,-236000000.0,6490000000.0,7226000000.0,-11000000.0,-725000000.0,-1917000000.0,-1917000000.0,-46000000.0,178000000.0,-480000000.0,,-1567000000.0,-1567000000.0,-2000000.0,-2000000.0,191000000.0,191000000.0,-85000000.0,512000000.0,1543000000.0,-1031000000.0,-236000000.0,-236000000.0,1001000000.0,1001000000.0,-595000000.0,-436000000.0,-436000000.0,-436000000.0,-111000000.0,415000000.0,-463000000.0,-463000000.0,194000000.0,-107000000.0,-107000000.0,319000000.0,319000000.0,146000000.0,146000000.0,173000000.0,-141000000.0,-141000000.0,1331000000.0,2022-11-30
2030000000.0,-1551000000.0,-200000000.0,6955000000.0,6490000000.0,20000000.0,445000000.0,-1945000000.0,-1945000000.0,-26000000.0,153000000.0,-528000000.0,,-1551000000.0,-1551000000.0,7000000.0,7000000.0,160000000.0,160000000.0,8000000.0,352000000.0,1696000000.0,-1344000000.0,-200000000.0,-200000000.0,2230000000.0,2230000000.0,792000000.0,-582000000.0,-582000000.0,-582000000.0,-34000000.0,421000000.0,987000000.0,987000000.0,192000000.0,-66000000.0,-66000000.0,144000000.0,144000000.0,-30000000.0,-30000000.0,174000000.0,-72000000.0,-72000000.0,1240000000.0,2023-02-28
1984000000.0,-1379000000.0,-269000000.0,7441000000.0,6955000000.0,-13000000.0,499000000.0,-2181000000.0,-2181000000.0,-8000000.0,238000000.0,-524000000.0,,-1379000000.0,-1379000000.0,-508000000.0,-8000000.0,427000000.0,427000000.0,-10000000.0,706000000.0,1921000000.0,-1215000000.0,-269000000.0,-269000000.0,2253000000.0,2253000000.0,704000000.0,301000000.0,301000000.0,301000000.0,-371000000.0,394000000.0,380000000.0,380000000.0,199000000.0,99000000.0,99000000.0,236000000.0,236000000.0,49000000.0,49000000.0,187000000.0,-16000000.0,-16000000.0,1031000000.0,2023-05-31
-319000000.0,-1133000000.0,-253000000.0,6178000000.0,7441000000.0,-16000000.0,-1247000000.0,-1599000000.0,-1599000000.0,-41000000.0,99000000.0,-524000000.0,-524000000.0,-1133000000.0,-1133000000.0,0.0,0.0,418000000.0,418000000.0,-1000000.0,672000000.0,1816000000.0,-1144000000.0,-253000000.0,-253000000.0,-66000000.0,-66000000.0,-1823000000.0,-714000000.0,-714000000.0,-714000000.0,-225000000.0,-263000000.0,-621000000.0,-621000000.0,196000000.0,-68000000.0,-68000000.0,186000000.0,186000000.0,-5000000.0,-5000000.0,191000000.0,-7000000.0,-7000000.0,1450000000.0,2023-08-31
2612000000.0,-1198000000.0,-205000000.0,7919000000.0,6178000000.0,19000000.0,1722000000.0,-1552000000.0,-1552000000.0,-59000000.0,228000000.0,-523000000.0,,-1198000000.0,-1198000000.0,0.0,0.0,457000000.0,457000000.0,-9000000.0,671000000.0,1733000000.0,-1062000000.0,-205000000.0,-205000000.0,2817000000.0,2817000000.0,961000000.0,402000000.0,402000000.0,402000000.0,-169000000.0,756000000.0,-28000000.0,-28000000.0,206000000.0,-76000000.0,-76000000.0,184000000.0,184000000.0,-7000000.0,-7000000.0,191000000.0,-36000000.0,-36000000.0,1578000000.0,2023-11-30
1918000000.0,-883000000.0,-141000000.0,8960000000.0,7919000000.0,-10000000.0,1051000000.0,-1317000000.0,-1317000000.0,-22000000.0,150000000.0,-562000000.0,,-883000000.0,-883000000.0,0.0,0.0,309000000.0,309000000.0,1000000.0,449000000.0,1580000000.0,-1131000000.0,-141000000.0,-141000000.0,2059000000.0,2059000000.0,576000000.0,99000000.0,99000000.0,99000000.0,52000000.0,205000000.0,220000000.0,220000000.0,216000000.0,-137000000.0,-137000000.0,270000000.0,270000000.0,63000000.0,63000000.0,207000000.0,-38000000.0,-38000000.0,1172000000.0,2024-02-29
