ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,long_term_debt
55557698.0,55557698.0,422961000.0,701511000.0,2195315000.0,593922000.0,701511000.0,138346000.0,1910700000.0,1910700000.0,1910700000.0,1910700000.0,-34394000.0,,-34394000.0,397272000.0,1547266000.0,556000.0,556000.0,0.0,613958000.0,209762000.0,55373000.0,23000000.0,23000000.0,131389000.0,131389000.0,404196000.0,13950000.0,19283000.0,19283000.0,291572000.0,6957000.0,284615000.0,284615000.0,33522000.0,45869000.0,15856000.0,30013000.0,2459000.0,2459000.0,27554000.0,2524658000.0,1526540000.0,815000.0,840000.0,840000.0,1209189000.0,353676000.0,855513000.0,315696000.0,-92307000.0,408003000.0,115672000.0,31553000.0,220056000.0,38120000.0,1599000.0,1003000.0,0.0,998118000.0,17409000.0,2428000.0,238277000.0,82656000.0,6183000.0,149438000.0,116247000.0,116247000.0,-1365000.0,117612000.0,623757000.0,100299000.0,523458000.0,2022-12-31,,
55644301.0,55644301.0,420696000.0,737596000.0,2225564000.0,613482000.0,737596000.0,135624000.0,1940492000.0,1940492000.0,1940492000.0,1940492000.0,-31121000.0,-31121000.0,,426101000.0,1544956000.0,556000.0,556000.0,0.0,597742000.0,192421000.0,42706000.0,22050000.0,22050000.0,127665000.0,127665000.0,405321000.0,27834000.0,18378000.0,18378000.0,293031000.0,7959000.0,285072000.0,285072000.0,20592000.0,45486000.0,16338000.0,29148000.0,2747000.0,2747000.0,26401000.0,2538234000.0,1519431000.0,1188000.0,845000.0,845000.0,1202896000.0,346595000.0,856301000.0,314502000.0,-100376000.0,414878000.0,120361000.0,30891000.0,221290000.0,39673000.0,1657000.0,1006000.0,0.0,1018803000.0,22593000.0,,244704000.0,88029000.0,6277000.0,150398000.0,133488000.0,133488000.0,-1539000.0,135027000.0,618018000.0,101409000.0,516609000.0,2023-03-31,,
55744896.0,55744896.0,422848000.0,748534000.0,2256447000.0,625000000.0,748534000.0,137327000.0,1970926000.0,1970926000.0,1970926000.0,1970926000.0,-37189000.0,-37189000.0,,446165000.0,1561393000.0,557000.0,557000.0,0.0,578077000.0,204494000.0,48159000.0,21897000.0,21897000.0,134438000.0,134438000.0,373583000.0,16363000.0,13987000.0,13987000.0,288410000.0,2889000.0,285521000.0,285521000.0,11645000.0,43178000.0,14691000.0,28487000.0,4700000.0,4700000.0,23787000.0,2549003000.0,1550420000.0,1664000.0,1756000.0,1756000.0,1222392000.0,351704000.0,870688000.0,324608000.0,-108908000.0,433516000.0,124277000.0,31082000.0,232558000.0,42966000.0,1657000.0,976000.0,0.0,998583000.0,33754000.0,,240869000.0,88062000.0,4811000.0,147996000.0,120304000.0,120304000.0,-1571000.0,121875000.0,603656000.0,0.0,603656000.0,2023-06-30,,
55774706.0,55774706.0,419886000.0,775576000.0,2274513000.0,615092000.0,775576000.0,133930000.0,1988557000.0,1988557000.0,1988557000.0,1988557000.0,-43571000.0,-43571000.0,,464337000.0,1567233000.0,558000.0,558000.0,0.0,525572000.0,162208000.0,17557000.0,14036000.0,14036000.0,130615000.0,130615000.0,363364000.0,12589000.0,10879000.0,10879000.0,289271000.0,3315000.0,285956000.0,285956000.0,13727000.0,36898000.0,15491000.0,21407000.0,2446000.0,2446000.0,18961000.0,2514129000.0,1535673000.0,1444000.0,1546000.0,1546000.0,1212981000.0,343729000.0,869252000.0,319702000.0,-119753000.0,439455000.0,124925000.0,37679000.0,230119000.0,44145000.0,1637000.0,950000.0,0.0,978456000.0,30147000.0,,211372000.0,76848000.0,5630000.0,128894000.0,106158000.0,106158000.0,-1803000.0,107961000.0,630779000.0,0.0,630779000.0,2023-09-30,,
55766078.0,55766078.0,711804000.0,583597000.0,2550798000.0,952881000.0,583597000.0,132209000.0,1971203000.0,2481346000.0,1971203000.0,1971203000.0,-37431000.0,-37431000.0,,438849000.0,1569227000.0,558000.0,558000.0,0.0,853208000.0,695046000.0,17859000.0,40466000.0,40466000.0,636721000.0,126578000.0,158162000.0,12983000.0,10287000.0,10287000.0,75083000.0,5631000.0,69452000.0,69452000.0,16660000.0,43149000.0,16772000.0,26377000.0,6814000.0,6814000.0,19563000.0,2824411000.0,1713368000.0,1277000.0,1530000.0,1530000.0,1387606000.0,400486000.0,987120000.0,322955000.0,-128723000.0,451678000.0,126663000.0,47086000.0,230665000.0,44605000.0,1667000.0,992000.0,0.0,1111043000.0,19922000.0,13316000.0,202321000.0,74231000.0,4492000.0,123598000.0,124161000.0,124161000.0,-2122000.0,126283000.0,751323000.0,0.0,751323000.0,2023-12-31,0.0,510143000.0
