free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
40494000.0,,-8000.0,-21388000.0,523458000.0,573363000.0,9795000.0,-59700000.0,-274000.0,-274000.0,-1189000.0,923000.0,,,-8000.0,-8000.0,-8000.0,-121308000.0,-121308000.0,80000.0,,,0.0,0.0,0.0,0.0,-20444000.0,,-20444000.0,-944000.0,61882000.0,61882000.0,12565000.0,3804000.0,-2449000.0,-3135000.0,-5062000.0,1927000.0,1927000.0,2228000.0,7104000.0,5013000.0,5013000.0,-16980000.0,6262000.0,-3074000.0,-3074000.0,14380000.0,14380000.0,48729000.0,2022-12-31
1721000.0,,0.0,-9433000.0,516609000.0,523458000.0,993000.0,-7842000.0,-9563000.0,-9563000.0,-9592000.0,29000.0,,,0.0,0.0,0.0,-9433000.0,-9433000.0,,,,,,,,-8509000.0,0.0,-8509000.0,-924000.0,11154000.0,11154000.0,-39892000.0,-2811000.0,2915000.0,-14520000.0,-13326000.0,-1194000.0,-1194000.0,-2799000.0,-5845000.0,-16832000.0,-16832000.0,835000.0,7254000.0,-1124000.0,-1124000.0,15252000.0,15252000.0,28829000.0,2023-03-31
25077000.0,,-9000.0,-9391000.0,603656000.0,516609000.0,-3429000.0,90476000.0,-8825000.0,-8825000.0,-1548000.0,33000.0,,,-9000.0,-9000.0,-9000.0,64833000.0,64833000.0,,,,,,,,-8240000.0,,-8240000.0,-1151000.0,34468000.0,34468000.0,-7648000.0,-1579000.0,2684000.0,-15585000.0,-12908000.0,-2677000.0,-2677000.0,-8731000.0,3337000.0,12226000.0,12226000.0,1656000.0,5483000.0,-1072000.0,-1072000.0,15985000.0,15985000.0,20064000.0,2023-06-30
30184000.0,-10000.0,-24000.0,-9047000.0,630779000.0,603656000.0,-2560000.0,29683000.0,-778000.0,-778000.0,-1038000.0,294000.0,-10000.0,-10000.0,-24000.0,-24000.0,-24000.0,-8770000.0,-8770000.0,,0.0,0.0,256000.0,256000.0,,,-8386000.0,,-8386000.0,-661000.0,39231000.0,39231000.0,36087000.0,-3207000.0,3897000.0,-6808000.0,-2060000.0,-4748000.0,-4748000.0,797000.0,28487000.0,12921000.0,12921000.0,-33546000.0,6373000.0,-7560000.0,-7560000.0,19705000.0,19705000.0,18172000.0,2023-09-30
17948000.0,-7075000.0,,-11117000.0,751323000.0,630779000.0,-6743000.0,127287000.0,268127000.0,268127000.0,-15645000.0,720000.0,-7075000.0,-7075000.0,290127000.0,290127000.0,,-169905000.0,-169905000.0,11000.0,0.0,0.0,-158799000.0,-158799000.0,0.0,0.0,-11087000.0,,-11087000.0,-30000.0,29065000.0,29065000.0,2816000.0,-1545000.0,4102000.0,-811000.0,373000.0,-1184000.0,-1184000.0,-2297000.0,14994000.0,-11627000.0,-11627000.0,3380000.0,6465000.0,12073000.0,12073000.0,17143000.0,17143000.0,-25488000.0,2023-12-31
