tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-32248000.0,0.232,3683000000.0,-139000000.0,-139000000.0,1279000000.0,1306000000.0,16386000000.0,3544000000.0,2238000000.0,-386000000.0,465000000.0,79000000.0,1385752000.0,1279000000.0,21519000000.0,1827000000.0,1825000000.0,0.7,0.7,1279000000.0,1279000000.0,1279000000.0,-82000000.0,1361000000.0,0.0,1361000000.0,412000000.0,1773000000.0,166000000.0,114000000.0,-69000000.0,69000000.0,191000000.0,-70000000.0,-386000000.0,,465000000.0,79000000.0,1993000000.0,5133000000.0,1306000000.0,1306000000.0,3827000000.0,7126000000.0,16386000000.0,23512000000.0,23512000000.0,2022-12-31
-897000.0,0.299,3940000000.0,-3000000.0,-3000000.0,1271000000.0,1310000000.0,14616000000.0,3937000000.0,2627000000.0,-322000000.0,504000000.0,182000000.0,1273103000.0,1271000000.0,19540000000.0,1831000000.0,1828000000.0,0.69,0.7,1271000000.0,1271000000.0,1271000000.0,-217000000.0,1488000000.0,0.0,1488000000.0,635000000.0,2123000000.0,170000000.0,,-152000000.0,152000000.0,173000000.0,149000000.0,-322000000.0,-84000000.0,504000000.0,182000000.0,2275000000.0,4924000000.0,1310000000.0,1310000000.0,3614000000.0,7199000000.0,14616000000.0,21815000000.0,21815000000.0,2023-03-31
-537600000.0,0.21,4273000000.0,-2560000000.0,-2560000000.0,-460000000.0,1344000000.0,14471000000.0,1713000000.0,369000000.0,-392000000.0,503000000.0,111000000.0,1562400000.0,-460000000.0,19689000000.0,1829000000.0,1829000000.0,-0.25,-0.25,-460000000.0,-460000000.0,-460000000.0,-307000000.0,-153000000.0,0.0,-153000000.0,19000000.0,-134000000.0,-2383000000.0,-14000000.0,-2650000000.0,2650000000.0,191000000.0,90000000.0,-392000000.0,,503000000.0,111000000.0,2641000000.0,5218000000.0,1344000000.0,1344000000.0,3874000000.0,7859000000.0,14471000000.0,22330000000.0,22330000000.0,2023-06-30
-317351539.225422,0.310824,3938000000.0,-1021000000.0,-1021000000.0,264000000.0,1409000000.0,13728000000.0,2917000000.0,1508000000.0,-25000000.0,501000000.0,476000000.0,967648460.774578,264000000.0,19158000000.0,1833000000.0,1831000000.0,0.14,0.14,264000000.0,264000000.0,264000000.0,-430000000.0,694000000.0,0.0,694000000.0,313000000.0,1007000000.0,-1051000000.0,-257000000.0,-1021000000.0,1021000000.0,227000000.0,0.0,-25000000.0,,501000000.0,476000000.0,2083000000.0,5430000000.0,1409000000.0,1409000000.0,4021000000.0,7513000000.0,13728000000.0,21241000000.0,21241000000.0,2023-09-30
0.0,0.251,4642000000.0,0.0,0.0,1911000000.0,1243000000.0,15587000000.0,4642000000.0,3399000000.0,-246000000.0,528000000.0,282000000.0,1911000000.0,1911000000.0,20613000000.0,1835000000.0,1832000000.0,1.04,1.04,1911000000.0,1911000000.0,1911000000.0,-240000000.0,2151000000.0,,2151000000.0,720000000.0,2871000000.0,181000000.0,,0.0,0.0,181000000.0,,-246000000.0,,528000000.0,282000000.0,2936000000.0,5026000000.0,1243000000.0,1243000000.0,3783000000.0,7962000000.0,15587000000.0,23549000000.0,23549000000.0,2023-12-31
