free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_from_discontinued_financing_activities,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
-2155000000.0,-1000000000.0,67000000.0,-1181000000.0,8516000000.0,11661000000.0,164000000.0,-3309000000.0,-1043000000.0,0.0,-1043000000.0,-909000000.0,-134000000.0,799000000.0,-933000000.0,-1000000000.0,67000000.0,-1292000000.0,-1292000000.0,-111000000.0,,,-1181000000.0,-1181000000.0,-974000000.0,0.0,-974000000.0,176000000.0,-4276000000.0,56000000.0,-443000000.0,-2378000000.0,-2378000000.0,-2378000000.0,-88000000.0,-1423000000.0,326000000.0,270000000.0,,-15000000.0,-15000000.0,1306000000.0,1306000000.0,,,,-122000000.0,1000000.0,-191000000.0,68000000.0,1361000000.0,2022-12-31
1987000000.0,0.0,3000000.0,-1249000000.0,10453000000.0,8516000000.0,33000000.0,1904000000.0,-83000000.0,0.0,-83000000.0,-1000000.0,-82000000.0,-85000000.0,3000000.0,0.0,3000000.0,-1249000000.0,-1249000000.0,0.0,,,-1249000000.0,-1249000000.0,3236000000.0,0.0,3236000000.0,187000000.0,1694000000.0,360000000.0,98000000.0,245000000.0,245000000.0,245000000.0,-19000000.0,1010000000.0,-1384000000.0,300000000.0,,-31000000.0,-31000000.0,1310000000.0,1310000000.0,,,,-328000000.0,1000000.0,-173000000.0,-156000000.0,1488000000.0,2023-03-31
1637000000.0,-319000000.0,0.0,-1165000000.0,11513000000.0,10453000000.0,-23000000.0,1083000000.0,-1001000000.0,0.0,-1001000000.0,-8000000.0,-993000000.0,-674000000.0,-319000000.0,-319000000.0,0.0,-718000000.0,-718000000.0,-11000000.0,,,-1165000000.0,-1165000000.0,2802000000.0,0.0,2802000000.0,168000000.0,994000000.0,533000000.0,281000000.0,524000000.0,,,-13000000.0,-331000000.0,-969000000.0,291000000.0,,-853000000.0,-853000000.0,1344000000.0,1344000000.0,398000000.0,398000000.0,946000000.0,-286000000.0,1000000.0,-191000000.0,-96000000.0,-153000000.0,2023-06-30
3428000000.0,-356000000.0,13000000.0,-1374000000.0,14235000000.0,11513000000.0,-101000000.0,2823000000.0,-597000000.0,0.0,-597000000.0,-75000000.0,-574000000.0,-231000000.0,-343000000.0,-356000000.0,13000000.0,-1382000000.0,-1382000000.0,-8000000.0,0.0,0.0,-1374000000.0,-1374000000.0,4802000000.0,0.0,4802000000.0,189000000.0,1765000000.0,396000000.0,-137000000.0,467000000.0,,,-63000000.0,1102000000.0,397000000.0,282000000.0,721000000.0,-447000000.0,-447000000.0,1409000000.0,1409000000.0,2285000000.0,2285000000.0,-876000000.0,-208000000.0,1000000.0,-227000000.0,18000000.0,694000000.0,2023-09-30
886000000.0,-309000000.0,0.0,-1299000000.0,7247000000.0,14235000000.0,79000000.0,-7067000000.0,-8006000000.0,,-8006000000.0,-8743000000.0,737000000.0,1046000000.0,-309000000.0,-309000000.0,0.0,-1246000000.0,-1246000000.0,53000000.0,,,-1299000000.0,-1299000000.0,2185000000.0,,2185000000.0,153000000.0,-4016000000.0,-1104000000.0,30000000.0,-1396000000.0,-1396000000.0,-1396000000.0,8000000.0,-1554000000.0,2578000000.0,308000000.0,,-51000000.0,-51000000.0,1243000000.0,1243000000.0,,,,-181000000.0,,-181000000.0,,2151000000.0,2023-12-31
