tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,selling_and_marketing_expense,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
4056737.588652,0.253546,1559000000.0,16000000.0,16000000.0,842000000.0,8828000000.0,1575000000.0,1575000000.0,-291000000.0,447000000.0,156000000.0,830056737.588652,842000000.0,11009000000.0,716000000.0,1375000000.0,330400000.0,326930321.0,2.55,2.578531,843000000.0,843000000.0,842000000.0,842000000.0,842000000.0,286000000.0,1128000000.0,28000000.0,12000000.0,-16000000.0,-16000000.0,,0.0,0.0,32000000.0,-291000000.0,447000000.0,156000000.0,1391000000.0,2181000000.0,1747000000.0,434000000.0,434000000.0,3572000000.0,8828000000.0,12400000000.0,11674000000.0,2022-12-31
2421875.0,0.242188,182000000.0,10000000.0,10000000.0,-194000000.0,9241000000.0,192000000.0,192000000.0,-278000000.0,448000000.0,170000000.0,-201578125.0,-194000000.0,11458000000.0,773000000.0,-43000000.0,327968615.0,327968615.0,-0.59152,-0.59152,-194000000.0,-194000000.0,-194000000.0,-194000000.0,-194000000.0,-62000000.0,-256000000.0,51000000.0,41000000.0,-14000000.0,-14000000.0,14000000.0,,,24000000.0,-278000000.0,448000000.0,170000000.0,-29000000.0,2217000000.0,1814000000.0,403000000.0,403000000.0,2188000000.0,9241000000.0,11429000000.0,10672000000.0,2023-03-31
-174375000.0,0.225,2613000000.0,-775000000.0,-775000000.0,1075000000.0,9298000000.0,1838000000.0,1838000000.0,-235000000.0,451000000.0,216000000.0,1675625000.0,1075000000.0,11802000000.0,814000000.0,1517000000.0,331500000.0,327979189.0,3.24,3.277647,1075000000.0,1075000000.0,1075000000.0,1075000000.0,1075000000.0,312000000.0,1387000000.0,-754000000.0,21000000.0,-859000000.0,-46000000.0,,,813000000.0,84000000.0,-235000000.0,451000000.0,216000000.0,2376000000.0,2504000000.0,2017000000.0,487000000.0,487000000.0,4880000000.0,9298000000.0,14178000000.0,13364000000.0,2023-06-30
-19437415.881561,0.234186,2014000000.0,-83000000.0,-83000000.0,1138000000.0,10042000000.0,1931000000.0,1931000000.0,-211000000.0,445000000.0,234000000.0,1201562584.118439,1138000000.0,12716000000.0,847000000.0,1739000000.0,332400000.0,328000000.0,3.42,3.47,1138000000.0,1138000000.0,1138000000.0,1138000000.0,1138000000.0,348000000.0,1486000000.0,-71000000.0,12000000.0,-29000000.0,-28000000.0,,,1000000.0,-54000000.0,-211000000.0,445000000.0,234000000.0,1768000000.0,2674000000.0,2158000000.0,516000000.0,516000000.0,4442000000.0,10042000000.0,14484000000.0,13682000000.0,2023-09-30
-16358907.672302,0.221066,1273000000.0,-74000000.0,-74000000.0,599000000.0,9937000000.0,1199000000.0,1199000000.0,-223000000.0,430000000.0,207000000.0,656641092.327698,599000000.0,12582000000.0,839000000.0,997000000.0,331300000.0,328018739.0,1.81,1.829164,599000000.0,599000000.0,599000000.0,599000000.0,599000000.0,170000000.0,769000000.0,-52000000.0,22000000.0,-47000000.0,-47000000.0,,,0.0,-27000000.0,-223000000.0,430000000.0,207000000.0,1044000000.0,2645000000.0,2074000000.0,571000000.0,571000000.0,3689000000.0,9937000000.0,13626000000.0,12823000000.0,2023-12-31
-12200000.0,0.244,279000000.0,-50000000.0,-50000000.0,-124000000.0,9799000000.0,229000000.0,229000000.0,-216000000.0,393000000.0,177000000.0,-86200000.0,-124000000.0,12427000000.0,847000000.0,99000000.0,328300000.0,328300000.0,-0.38,-0.38,-124000000.0,-124000000.0,-124000000.0,-124000000.0,-124000000.0,-40000000.0,-164000000.0,-60000000.0,-10000000.0,-13000000.0,-13000000.0,,,,-37000000.0,-216000000.0,393000000.0,177000000.0,112000000.0,2628000000.0,2148000000.0,480000000.0,480000000.0,2740000000.0,9799000000.0,12539000000.0,11704000000.0,2024-03-31
