free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,date
-1381000000.0,-1406000000.0,526000000.0,0.0,-2539000000.0,7421000000.0,11527000000.0,-4106000000.0,-877000000.0,-877000000.0,3000000.0,0.0,0.0,-880000000.0,-880000000.0,-1406000000.0,526000000.0,-4387000000.0,-4387000000.0,-46000000.0,-1825000000.0,1023000000.0,-2848000000.0,23000000.0,23000000.0,-2539000000.0,1158000000.0,2022-12-31
1299000000.0,-820000000.0,288000000.0,,-1843000000.0,8032000000.0,7421000000.0,611000000.0,-563000000.0,-563000000.0,-31000000.0,,,-532000000.0,-532000000.0,-820000000.0,288000000.0,-1968000000.0,-1968000000.0,6000000.0,-132000000.0,4061000000.0,-4193000000.0,1000000.0,1000000.0,-1843000000.0,3142000000.0,2023-03-31
2379000000.0,-1794000000.0,1303000000.0,,-1420000000.0,9881000000.0,8032000000.0,1849000000.0,-491000000.0,-491000000.0,0.0,,,-491000000.0,-491000000.0,-1794000000.0,1303000000.0,-1459000000.0,-1459000000.0,-5000000.0,-42000000.0,2641000000.0,-2683000000.0,8000000.0,8000000.0,-1420000000.0,3799000000.0,2023-06-30
-962000000.0,-809000000.0,94000000.0,,-1842000000.0,8110000000.0,9881000000.0,-1771000000.0,-715000000.0,-715000000.0,0.0,,,-715000000.0,-715000000.0,-809000000.0,94000000.0,-1936000000.0,-1936000000.0,-18000000.0,-87000000.0,1912000000.0,-1999000000.0,11000000.0,11000000.0,-1842000000.0,880000000.0,2023-09-30
-2976000000.0,-825000000.0,703000000.0,,-2066000000.0,6334000000.0,8110000000.0,-1776000000.0,-123000000.0,-123000000.0,-1000000.0,,,-122000000.0,-122000000.0,-825000000.0,703000000.0,-743000000.0,-743000000.0,-6000000.0,1310000000.0,1905000000.0,-595000000.0,19000000.0,19000000.0,-2066000000.0,-910000000.0,2023-12-31
1481000000.0,-5031000000.0,3111000000.0,,-1366000000.0,8685000000.0,6335000000.0,2350000000.0,-1938000000.0,-1938000000.0,-18000000.0,,,-1920000000.0,-1920000000.0,-5031000000.0,3111000000.0,1441000000.0,1441000000.0,-4000000.0,2791000000.0,3657000000.0,-866000000.0,20000000.0,20000000.0,-1366000000.0,2847000000.0,2024-03-31
