free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
541000000.0,-584000000.0,-15000000.0,-135000000.0,,,1069000000.0,459000000.0,2000000.0,608000000.0,-132000000.0,-132000000.0,2000000.0,-208000000.0,-1000000.0,-207000000.0,-584000000.0,-584000000.0,658000000.0,673000000.0,,-15000000.0,-15000000.0,64000000.0,0.0,64000000.0,-6000000.0,19000000.0,,,186000000.0,187000000.0,-1000000.0,,,-135000000.0,676000000.0,-1000000.0,677000000.0,43000000.0,,,,,,,,,,,795000000.0,113000000.0,113000000.0,184000000.0,184000000.0,154000000.0,154000000.0,30000000.0,-637000000.0,,-120000000.0,,,,179000000.0,2022-12-31
113000000.0,-718000000.0,-377000000.0,-154000000.0,26000000.0,100000000.0,1690000000.0,1069000000.0,1000000.0,620000000.0,-1315000000.0,-1315000000.0,5000000.0,-225000000.0,-1000000.0,-224000000.0,-718000000.0,-718000000.0,-377000000.0,-361000000.0,-361000000.0,-16000000.0,-16000000.0,1668000000.0,,1668000000.0,23000000.0,,2293000000.0,2293000000.0,-494000000.0,,-494000000.0,-14000000.0,-14000000.0,-140000000.0,267000000.0,2000000.0,265000000.0,-80000000.0,,,,,,,,,,,132000000.0,-127000000.0,-127000000.0,173000000.0,173000000.0,143000000.0,143000000.0,30000000.0,-570000000.0,,-570000000.0,,,,737000000.0,2023-03-31
568000000.0,-2045000000.0,-15000000.0,-127000000.0,76000000.0,278000000.0,2858000000.0,1690000000.0,0.0,1168000000.0,-1160000000.0,-1160000000.0,,-232000000.0,-2000000.0,-230000000.0,-2045000000.0,-2045000000.0,1117000000.0,1132000000.0,,-15000000.0,-15000000.0,1633000000.0,-1000000.0,1634000000.0,-207000000.0,,1583000000.0,1583000000.0,385000000.0,418000000.0,-33000000.0,,,-127000000.0,695000000.0,-1000000.0,696000000.0,240000000.0,83000000.0,0.0,0.0,206000000.0,206000000.0,21000000.0,185000000.0,185000000.0,10000000.0,-59000000.0,6000000.0,9000000.0,9000000.0,179000000.0,179000000.0,150000000.0,150000000.0,29000000.0,-627000000.0,37000000.0,-419000000.0,102000000.0,1000000.0,-348000000.0,889000000.0,2023-06-30
529000000.0,0.0,-13000000.0,-145000000.0,28000000.0,284000000.0,2516000000.0,2858000000.0,-2000000.0,-340000000.0,-1449000000.0,-1449000000.0,-3000000.0,-219000000.0,-1000000.0,-218000000.0,0.0,0.0,-1227000000.0,-1214000000.0,,-13000000.0,-13000000.0,435000000.0,0.0,435000000.0,-259000000.0,,1517000000.0,1517000000.0,-678000000.0,0.0,-678000000.0,,,-145000000.0,674000000.0,23000000.0,651000000.0,257000000.0,-26000000.0,0.0,0.0,243000000.0,243000000.0,21000000.0,222000000.0,222000000.0,22000000.0,18000000.0,3000000.0,-251000000.0,-251000000.0,184000000.0,184000000.0,156000000.0,156000000.0,28000000.0,88000000.0,31000000.0,174000000.0,,-123000000.0,6000000.0,370000000.0,2023-09-30
573000000.0,-361000000.0,-614000000.0,-132000000.0,71000000.0,207000000.0,1298000000.0,2516000000.0,2000000.0,-1220000000.0,-1702000000.0,-1702000000.0,2000000.0,-216000000.0,-1000000.0,-215000000.0,-361000000.0,-361000000.0,-1127000000.0,-513000000.0,,-614000000.0,-614000000.0,-223000000.0,0.0,-223000000.0,-107000000.0,,,,-15000000.0,0.0,-15000000.0,,,-132000000.0,705000000.0,-10000000.0,715000000.0,40000000.0,21000000.0,0.0,0.0,156000000.0,156000000.0,162000000.0,-6000000.0,-6000000.0,-5000000.0,-132000000.0,-45000000.0,-19000000.0,-19000000.0,189000000.0,189000000.0,160000000.0,160000000.0,29000000.0,-100000000.0,33000000.0,-260000000.0,,122000000.0,5000000.0,650000000.0,2023-12-31
