free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,interest_paid_cff,proceeds_from_stock_option_exercised,cash_dividends_paid,net_preferred_stock_issuance,preferred_stock_payments,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,change_in_working_capital,change_in_other_working_capital,other_non_cash_items,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
914000000.0,0.0,-236000000.0,-1000000.0,0.0,,9372000000.0,9395000000.0,-46000000.0,23000000.0,-765000000.0,-765000000.0,0.0,-106000000.0,3000000.0,-433000000.0,0.0,0.0,0.0,,,-229000000.0,8000000.0,-237000000.0,-236000000.0,-1000000.0,-126000000.0,-126000000.0,-74000000.0,0.0,-11000000.0,,-11000000.0,-41000000.0,914000000.0,914000000.0,-157000000.0,2249000000.0,,-2043000000.0,-286000000.0,-286000000.0,1064000000.0,2022-12-31
-48000000.0,,-50000000.0,,,-68000000.0,8851000000.0,9372000000.0,-33000000.0,-488000000.0,-264000000.0,-264000000.0,-12000000.0,-81000000.0,20000000.0,-436000000.0,,,,,,245000000.0,295000000.0,-50000000.0,-50000000.0,,-244000000.0,-244000000.0,-44000000.0,0.0,-132000000.0,98000000.0,-232000000.0,-68000000.0,20000000.0,20000000.0,-263000000.0,3691000000.0,3620000000.0,-1444000000.0,-3156000000.0,-3156000000.0,1095000000.0,2023-03-31
247000000.0,,-36000000.0,,,-42000000.0,8374000000.0,8851000000.0,-74000000.0,-403000000.0,-756000000.0,-756000000.0,-4000000.0,-118000000.0,4000000.0,-472000000.0,,,,,,-166000000.0,-37000000.0,-129000000.0,-36000000.0,,64000000.0,64000000.0,-86000000.0,23000000.0,169000000.0,199000000.0,0.0,-42000000.0,289000000.0,289000000.0,-388000000.0,-580000000.0,-656000000.0,-931000000.0,1219000000.0,1219000000.0,867000000.0,2023-06-30
1854000000.0,-186000000.0,-1047000000.0,497000000.0,,-46000000.0,8936000000.0,8374000000.0,227000000.0,335000000.0,-1427000000.0,-1427000000.0,,-86000000.0,9000000.0,-453000000.0,,,,-186000000.0,-186000000.0,-711000000.0,-161000000.0,-550000000.0,-1047000000.0,497000000.0,-138000000.0,-138000000.0,-69000000.0,9000000.0,-32000000.0,0.0,-32000000.0,-46000000.0,1900000000.0,1900000000.0,-301000000.0,-6239000000.0,-6327000000.0,578000000.0,6574000000.0,6574000000.0,1181000000.0,2023-09-30
3387000000.0,0.0,-22000000.0,0.0,,-16000000.0,11170000000.0,8936000000.0,-289000000.0,2523000000.0,-639000000.0,-639000000.0,-36000000.0,-120000000.0,16000000.0,-521000000.0,,,,0.0,0.0,22000000.0,44000000.0,-22000000.0,-22000000.0,0.0,-241000000.0,-241000000.0,-3000000.0,0.0,-222000000.0,0.0,-222000000.0,-16000000.0,3403000000.0,3403000000.0,-288000000.0,10238000000.0,10142000000.0,1858000000.0,-9294000000.0,-9294000000.0,787000000.0,2023-12-31
