free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_preferred_stock_issuance,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
-14766000000.0,-1745000000.0,-7879000000.0,18177000000.0,0.0,-770000000.0,5480000000.0,1342000000.0,128127000000.0,111696000000.0,3554000000.0,12877000000.0,25975000000.0,25975000000.0,325000000.0,-1378000000.0,0.0,0.0,-1745000000.0,-1745000000.0,10298000000.0,10298000000.0,-7879000000.0,18177000000.0,898000000.0,898000000.0,169000000.0,1871000000.0,3837000000.0,-1966000000.0,0.0,0.0,-770000000.0,-13996000000.0,-13996000000.0,-17315000000.0,-10451000000.0,-13180000000.0,-13180000000.0,-13180000000.0,6698000000.0,6698000000.0,110000000.0,498000000.0,1207000000.0,1207000000.0,2266000000.0,2022-12-31
-10584000000.0,-2205000000.0,-15201000000.0,21219000000.0,,-719000000.0,8912000000.0,307000000.0,111258000000.0,128127000000.0,325000000.0,-17194000000.0,-6288000000.0,-6288000000.0,389000000.0,-1406000000.0,,,-2205000000.0,-2205000000.0,6018000000.0,6018000000.0,-15201000000.0,21219000000.0,-1041000000.0,-1041000000.0,-2568000000.0,3068000000.0,6543000000.0,-3475000000.0,,,-719000000.0,-9865000000.0,-9865000000.0,-14696000000.0,-10351000000.0,777000000.0,777000000.0,777000000.0,4899000000.0,4899000000.0,66000000.0,558000000.0,940000000.0,940000000.0,3033000000.0,2023-03-31
-10517000000.0,-1089000000.0,-19058000000.0,18842000000.0,,-851000000.0,10250000000.0,671000000.0,104994000000.0,111258000000.0,-346000000.0,-5918000000.0,-2493000000.0,-2493000000.0,-759000000.0,-1379000000.0,,,-1089000000.0,-1089000000.0,-216000000.0,-216000000.0,-19058000000.0,18842000000.0,6241000000.0,6241000000.0,2390000000.0,5534000000.0,8472000000.0,-2938000000.0,,,-851000000.0,-9666000000.0,-9666000000.0,-13443000000.0,-29560000000.0,-1859000000.0,-1859000000.0,-1859000000.0,-1867000000.0,-1867000000.0,50000000.0,423000000.0,922000000.0,922000000.0,2221000000.0,2023-06-30
2834000000.0,-1542000000.0,-14588000000.0,20855000000.0,,-913000000.0,11137000000.0,270000000.0,108401000000.0,104994000000.0,-1218000000.0,4625000000.0,361000000.0,361000000.0,191000000.0,-1501000000.0,,,-1542000000.0,-1542000000.0,6267000000.0,6267000000.0,-14588000000.0,20855000000.0,517000000.0,517000000.0,-168000000.0,4130000000.0,7239000000.0,-3109000000.0,,,-913000000.0,3747000000.0,3747000000.0,-105000000.0,-3417000000.0,-14183000000.0,-14183000000.0,-14183000000.0,852000000.0,852000000.0,-72000000.0,367000000.0,988000000.0,988000000.0,2435000000.0,2023-09-30
-18681000000.0,-1342000000.0,-15958000000.0,17508000000.0,0.0,-929000000.0,11641000000.0,787000000.0,89232000000.0,108401000000.0,1690000000.0,-20859000000.0,5694000000.0,5694000000.0,850000000.0,-1477000000.0,0.0,0.0,-1342000000.0,-1342000000.0,1550000000.0,1550000000.0,-15958000000.0,17508000000.0,-8801000000.0,-8801000000.0,-577000000.0,-7422000000.0,6134000000.0,-13556000000.0,,,-929000000.0,-17752000000.0,-17752000000.0,-20864000000.0,-6037000000.0,11636000000.0,11636000000.0,11636000000.0,-3282000000.0,-3282000000.0,264000000.0,361000000.0,1406000000.0,1406000000.0,1541000000.0,2023-12-31
