treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,payables,accounts_payable,total_assets,investments_and_advances,held_to_maturity_securities,available_for_sale_securities,trading_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,gross_ppe,other_properties,receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,date
364842714.0,264500000.0,1675000000.0,2039842714.0,153469000000.0,246216000000.0,67121000000.0,337607000000.0,75871000000.0,91391000000.0,8750000000.0,341222000000.0,101231000000.0,1090000000.0,100141000000.0,-6253000000.0,-6253000000.0,26577000000.0,94862000000.0,29339000000.0,8770000000.0,20000000.0,8750000000.0,1079000000000.0,38135000000.0,241081000000.0,241081000000.0,5135000000.0,5135000000.0,5135000000.0,216134000000.0,216134000000.0,216134000000.0,1180231000000.0,336881000000.0,69931000000.0,69498000000.0,176904000000.0,39000000.0,24270000000.0,7618000000.0,16652000000.0,4000000.0,4000000.0,4000000.0,78540000000.0,78540000000.0,20509000000.0,92747000000.0,2022-12-31
368575659.0,304500000.0,1670000000.0,2038575659.0,180823000000.0,258852000000.0,67949000000.0,350928000000.0,76699000000.0,92076000000.0,8750000000.0,354111000000.0,101954000000.0,1128000000.0,100826000000.0,-5711000000.0,-5711000000.0,27481000000.0,96392000000.0,28856000000.0,8770000000.0,20000000.0,8750000000.0,1097950000000.0,29029000000.0,253285000000.0,253285000000.0,5567000000.0,5567000000.0,5567000000.0,220700000000.0,220700000000.0,220700000000.0,1199904000000.0,351040000000.0,66851000000.0,68036000000.0,193096000000.0,,24127000000.0,7470000000.0,16657000000.0,,,,74095000000.0,74095000000.0,23057000000.0,78029000000.0,2023-03-31
380160846.0,304500000.0,1658733133.0,2038893979.0,184058000000.0,256267000000.0,67662000000.0,347903000000.0,76412000000.0,91636000000.0,8750000000.0,351265000000.0,101361000000.0,975000000.0,100386000000.0,-6300000000.0,-6300000000.0,28480000000.0,97151000000.0,29245000000.0,8770000000.0,20000000.0,8750000000.0,1063550000000.0,30763000000.0,250879000000.0,250879000000.0,5388000000.0,5388000000.0,5388000000.0,216820000000.0,216820000000.0,216820000000.0,1164911000000.0,356541000000.0,63898000000.0,64651000000.0,204749000000.0,,23974000000.0,7322000000.0,16652000000.0,,,,75964000000.0,75964000000.0,23243000000.0,72209000000.0,2023-06-30
396643814.0,304500000.0,1642250165.0,2038893979.0,177098000000.0,256861000000.0,66558000000.0,347322000000.0,75308000000.0,90461000000.0,8750000000.0,349331000000.0,100158000000.0,947000000.0,99211000000.0,-7202000000.0,-7202000000.0,29959000000.0,98007000000.0,29595000000.0,8770000000.0,20000000.0,8750000000.0,1068855000000.0,32611000000.0,250120000000.0,250120000000.0,6741000000.0,6741000000.0,6741000000.0,200479000000.0,200479000000.0,200479000000.0,1169013000000.0,356147000000.0,61926000000.0,61533000000.0,209181000000.0,,23903000000.0,7204000000.0,16699000000.0,,,,76495000000.0,76495000000.0,23507000000.0,79763000000.0,2023-09-30
412065542.0,304500000.0,1626828437.0,2038893979.0,217726000000.0,276387000000.0,66526000000.0,366675000000.0,75276000000.0,90288000000.0,8750000000.0,366505000000.0,99982000000.0,944000000.0,99038000000.0,-6421000000.0,-6421000000.0,31139000000.0,97996000000.0,29832000000.0,8770000000.0,20000000.0,8750000000.0,1093711000000.0,35275000000.0,267467000000.0,267467000000.0,8920000000.0,8920000000.0,8920000000.0,208148000000.0,208148000000.0,208148000000.0,1193693000000.0,359307000000.0,60053000000.0,72031000000.0,204376000000.0,124000000.0,23762000000.0,7055000000.0,16707000000.0,,,,80105000000.0,80105000000.0,22723000000.0,58661000000.0,2023-12-31
