free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,dividends_received_cfi,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,purchase_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date,net_other_investing_changes,gain_loss_on_investment_securities
144970000.0,,-159030000.0,133310000.0,-13000.0,17121000.0,8925000.0,8204000.0,721000.0,-126703000.0,-126703000.0,-4083000.0,1384000.0,-96868000.0,-96868000.0,-1416000.0,,-13000.0,-25720000.0,,,,757230000.0,623920000.0,133310000.0,-17546000.0,-17546000.0,3112000.0,-20653000.0,0.0,-20653000.0,-5000.0,-5000.0,144970000.0,144970000.0,-8304000.0,-1968000.0,-749000.0,-5587000.0,-275000.0,2277000.0,70445000.0,70445000.0,-1345000.0,-1345000.0,82172000.0,2022-12-31,,
135506000.0,-91000.0,-220211000.0,220073000.0,,32202000.0,8782000.0,8925000.0,-143000.0,-111289000.0,-111289000.0,-845000.0,280000.0,-110495000.0,-110495000.0,-91000.0,-91000.0,,-138000.0,,,,-138000.0,-220211000.0,220073000.0,-24360000.0,-24360000.0,4862000.0,-29217000.0,0.0,-29217000.0,-5000.0,-5000.0,135506000.0,135506000.0,-13512000.0,717000.0,-3317000.0,-10912000.0,-278000.0,2536000.0,51369000.0,51369000.0,-2551000.0,-2551000.0,97942000.0,2023-03-31,,
161265000.0,-55000.0,-264121000.0,234861000.0,,16155000.0,11145000.0,8782000.0,2363000.0,-138122000.0,-138122000.0,48000.0,1665000.0,-110520000.0,-110520000.0,-55000.0,-55000.0,,-29260000.0,,,,-31560000.0,188513000.0,,-20780000.0,-20780000.0,3000000.0,-23775000.0,0.0,-23775000.0,-5000.0,-5000.0,161265000.0,161265000.0,10208000.0,770000.0,-15571000.0,25009000.0,-284000.0,2449000.0,51399000.0,51399000.0,-790000.0,-790000.0,98283000.0,2023-06-30,,
168364000.0,-79000.0,-207589000.0,159149000.0,,31942000.0,9900000.0,11145000.0,-1245000.0,-159922000.0,-159922000.0,-784000.0,-33000.0,-110586000.0,-110586000.0,-79000.0,-79000.0,,-48440000.0,-48000000.0,-207149000.0,159149000.0,-440000.0,-440000.0,,-9687000.0,-9687000.0,,32393000.0,11059000.0,21334000.0,,,168364000.0,168364000.0,13062000.0,-85000.0,8836000.0,4311000.0,-190000.0,2545000.0,51015000.0,51015000.0,-1141000.0,-1141000.0,103073000.0,2023-09-30,,
146001000.0,-51000.0,-177917000.0,180364000.0,,15199000.0,8217000.0,9900000.0,-1683000.0,-108693000.0,-108693000.0,2296000.0,-13000.0,-113372000.0,-113372000.0,-51000.0,-51000.0,,2447000.0,2900000.0,-177464000.0,180364000.0,-453000.0,-453000.0,,-38991000.0,-38991000.0,,-88966000.0,-10821000.0,-78145000.0,,,146001000.0,146001000.0,-20150000.0,-1752000.0,-86000.0,-18312000.0,-5005000.0,2559000.0,51596000.0,51596000.0,3864000.0,3864000.0,113137000.0,2023-12-31,41652000.0,
150150000.0,-9000.0,-214076000.0,213920000.0,,31551000.0,7613000.0,8217000.0,-604000.0,-116534000.0,-116534000.0,-479000.0,-637000.0,-115253000.0,-115253000.0,-9000.0,-9000.0,,-156000.0,,,,-156000.0,-214076000.0,213920000.0,-34220000.0,-34220000.0,1989000.0,-35904000.0,,-35904000.0,-305000.0,-305000.0,150150000.0,150150000.0,526000.0,705000.0,56000.0,-235000.0,-187000.0,2829000.0,51747000.0,51747000.0,377000.0,-845000.0,94858000.0,2024-03-31,,1222000.0
