tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,176172000.0,81862000.0,70445000.0,71481000.0,176172000.0,105727000.0,-24567000.0,23555000.0,81862000.0,81862000.0,154909000.0,,,,,81862000.0,81862000.0,81862000.0,-310000.0,82172000.0,82172000.0,82172000.0,661000.0,-684000.0,1345000.0,-24567000.0,1012000.0,23555000.0,106078000.0,82416000.0,69433000.0,69433000.0,12983000.0,12983000.0,12983000.0,188494000.0,72493000.0,260987000.0,260987000.0,2022-12-31
0.0,0.21,173002000.0,97566000.0,51369000.0,70087000.0,173002000.0,121633000.0,-24731000.0,23691000.0,97566000.0,97566000.0,136130000.0,226183000.0,225294000.0,0.43,0.43,97566000.0,97566000.0,97566000.0,-376000.0,97942000.0,97942000.0,97942000.0,2275000.0,-276000.0,2551000.0,-24731000.0,1040000.0,23691000.0,120398000.0,65003000.0,50329000.0,50329000.0,14674000.0,14674000.0,14674000.0,185401000.0,71127000.0,256528000.0,256528000.0,2023-03-31
0.0,0.21,173226000.0,97879000.0,51399000.0,73780000.0,173226000.0,121827000.0,-24585000.0,23544000.0,97879000.0,97879000.0,139504000.0,226275000.0,225388000.0,0.43,0.43,97879000.0,97879000.0,97879000.0,-404000.0,98283000.0,98283000.0,98283000.0,1567000.0,777000.0,790000.0,-24585000.0,1041000.0,23544000.0,121301000.0,64683000.0,50358000.0,50358000.0,14325000.0,14325000.0,14325000.0,185984000.0,74821000.0,260805000.0,260805000.0,2023-06-30
0.0,0.21,177292000.0,102645000.0,51015000.0,76516000.0,177292000.0,126277000.0,-24234000.0,23204000.0,102645000.0,102645000.0,141591000.0,226210000.0,225467000.0,0.45,0.46,102645000.0,102645000.0,102645000.0,-428000.0,103073000.0,103073000.0,103073000.0,1022000.0,-119000.0,1141000.0,-24234000.0,1030000.0,23204000.0,126285000.0,64045000.0,49985000.0,49985000.0,14060000.0,14060000.0,14060000.0,190330000.0,77546000.0,267876000.0,267876000.0,2023-09-30
0.0,0.21,187359000.0,112667000.0,51596000.0,70256000.0,187359000.0,135763000.0,-23656000.0,22626000.0,112667000.0,112667000.0,135834000.0,,,,,112667000.0,112667000.0,112667000.0,-470000.0,113137000.0,113137000.0,113137000.0,7502000.0,5899000.0,1603000.0,-23656000.0,1030000.0,22626000.0,129291000.0,64548000.0,50566000.0,50566000.0,13982000.0,13982000.0,13982000.0,193839000.0,71286000.0,265125000.0,265125000.0,2023-12-31
0.0,0.4,169524000.0,94527000.0,51747000.0,76007000.0,169524000.0,117777000.0,-23949000.0,22919000.0,94527000.0,94527000.0,143379000.0,226575000.0,225767000.0,0.42,0.42,94527000.0,94527000.0,94527000.0,-331000.0,94858000.0,94858000.0,94858000.0,780000.0,-65000.0,845000.0,-23949000.0,1030000.0,22919000.0,118027000.0,66342000.0,50717000.0,50717000.0,15625000.0,15625000.0,15625000.0,184369000.0,77037000.0,261406000.0,261406000.0,2024-03-31
