ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,investment_properties,goodwill_and_other_intangible_assets,net_ppe,gross_ppe,other_properties,current_assets,assets_held_for_sale_current,restricted_cash,prepaid_assets,receivables,other_receivables,duefrom_related_parties_current,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
224603462.0,224603462.0,2990104000.0,3061926000.0,2825022000.0,5822371000.0,-317496000.0,2825022000.0,65758000.0,2826203000.0,5761471000.0,2897800000.0,71597000.0,2826203000.0,-491000.0,-491000.0,-1301030000.0,4125478000.0,2246000.0,2246000.0,3428030000.0,3002113000.0,1087000.0,3001026000.0,65758000.0,2935268000.0,425917000.0,1773000.0,38757000.0,38757000.0,60900000.0,60900000.0,60900000.0,324487000.0,324487000.0,111190000.0,213297000.0,6325830000.0,6217409000.0,12741000.0,105993000.0,105993000.0,6048003000.0,1181000.0,49491000.0,49491000.0,49491000.0,108421000.0,3745000.0,58433000.0,10162000.0,30017000.0,6138000.0,15947000.0,7932000.0,6064000.0,6064000.0,2022-12-31
224671525.0,224671525.0,2990986000.0,3062236000.0,2807227000.0,5804259000.0,-293483000.0,2807227000.0,65740000.0,2807763000.0,5742859000.0,2887161000.0,79398000.0,2807763000.0,-471000.0,-471000.0,-1322576000.0,4128563000.0,2247000.0,2247000.0,3403844000.0,3001913000.0,1077000.0,3000836000.0,65740000.0,2935096000.0,401931000.0,1633000.0,39484000.0,39484000.0,61400000.0,61400000.0,61400000.0,299414000.0,299414000.0,111215000.0,188199000.0,6291005000.0,6182557000.0,15364000.0,103687000.0,103687000.0,6013813000.0,536000.0,49157000.0,49157000.0,49157000.0,108448000.0,3764000.0,61076000.0,8116000.0,29982000.0,6151000.0,16631000.0,7200000.0,5510000.0,5510000.0,2023-03-31
224797239.0,224797239.0,2958470000.0,3033417000.0,2801270000.0,5768960000.0,-306619000.0,2801270000.0,65727000.0,2801270000.0,5705760000.0,2878986000.0,77716000.0,2801270000.0,-451000.0,-451000.0,-1333148000.0,4132621000.0,2248000.0,2248000.0,3402163000.0,2971303000.0,1086000.0,2970217000.0,65727000.0,2904490000.0,430860000.0,1402000.0,40245000.0,40245000.0,63200000.0,63200000.0,63200000.0,326013000.0,326013000.0,111280000.0,214733000.0,6281149000.0,6156908000.0,15306000.0,101482000.0,101482000.0,5989731000.0,0.0,50389000.0,50389000.0,50389000.0,124241000.0,2063000.0,60593000.0,15830000.0,36535000.0,6164000.0,22698000.0,7673000.0,9220000.0,9220000.0,2023-06-30
224859021.0,224859021.0,2911757000.0,2985505000.0,2807203000.0,5726988000.0,-273540000.0,2807203000.0,65720000.0,2807203000.0,5711788000.0,2873143000.0,65940000.0,2807203000.0,-431000.0,-431000.0,-1332081000.0,4137466000.0,2249000.0,2249000.0,3360082000.0,2971382000.0,1077000.0,2970305000.0,65720000.0,2904585000.0,388700000.0,,40169000.0,40169000.0,15200000.0,15200000.0,15200000.0,333331000.0,333331000.0,111279000.0,222052000.0,6233225000.0,6118065000.0,10798000.0,99670000.0,99670000.0,5957496000.0,0.0,50101000.0,50101000.0,50101000.0,115160000.0,0.0,58815000.0,16480000.0,31837000.0,6178000.0,17100000.0,8559000.0,8028000.0,8028000.0,2023-09-30
224921053.0,224921053.0,2916250000.0,2988490000.0,2797022000.0,5721604000.0,-259335000.0,2797022000.0,65714000.0,2798828000.0,5703504000.0,2880808000.0,81980000.0,2798828000.0,-411000.0,-411000.0,-1345239000.0,4142229000.0,2249000.0,2249000.0,3344212000.0,2970390000.0,,2970390000.0,65714000.0,2904676000.0,373822000.0,,38483000.0,38483000.0,18100000.0,18100000.0,18100000.0,317239000.0,317239000.0,115820000.0,201419000.0,6225020000.0,6110533000.0,8727000.0,98288000.0,98288000.0,5951236000.0,1806000.0,50476000.0,50476000.0,50476000.0,114487000.0,0.0,61729000.0,13050000.0,33182000.0,6193000.0,18045000.0,8944000.0,6526000.0,6526000.0,2023-12-31
224965172.0,224965172.0,2917577000.0,2988863000.0,2780072000.0,5705272000.0,-264588000.0,2780072000.0,65699000.0,2782108000.0,5686872000.0,2862039000.0,79931000.0,2782108000.0,-391000.0,-391000.0,-1364723000.0,4144972000.0,2250000.0,2250000.0,3346849000.0,2970463000.0,,2970463000.0,65699000.0,2904764000.0,376386000.0,,39268000.0,39268000.0,18400000.0,18400000.0,18400000.0,318718000.0,318718000.0,115918000.0,202800000.0,6208888000.0,6097090000.0,9914000.0,96227000.0,96227000.0,5938734000.0,2036000.0,50179000.0,50179000.0,50179000.0,111798000.0,,64168000.0,7912000.0,34131000.0,6206000.0,20018000.0,7907000.0,5587000.0,5587000.0,2024-03-31
