free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,other_cash_adjustment_inside_changein_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,cash_flowsfromusedin_operating_activities_direct,taxes_refund_paid_direct,interest_paid_direct,dividends_received_direct,classesof_cash_payments,other_cash_paymentsfrom_operating_activities,paymentson_behalfof_employees,paymentsto_suppliersfor_goodsand_services,classesof_cash_receiptsfrom_operating_activities,other_cash_receiptsfrom_operating_activities,date
2458000000.0,,-1603000000.0,475000000.0,-1707000000.0,7245000000.0,7275000000.0,-139000000.0,109000000.0,0.0,-1294000000.0,-1294000000.0,114000000.0,-723000000.0,-723000000.0,,,-1128000000.0,-1128000000.0,-1603000000.0,475000000.0,-2762000000.0,-2762000000.0,-78000000.0,-1068000000.0,328000000.0,-1396000000.0,-127000000.0,39000000.0,-352000000.0,-1489000000.0,218000000.0,-1707000000.0,4165000000.0,324000000.0,-71000000.0,447000000.0,-7926000000.0,-204000000.0,-1081000000.0,-6965000000.0,11715000000.0,11715000000.0,2022-12-31
899000000.0,,-2119000000.0,1029000000.0,-1402000000.0,7337000000.0,7245000000.0,3000000.0,89000000.0,,-2028000000.0,-2028000000.0,-158000000.0,-145000000.0,,-635000000.0,,-1090000000.0,-1090000000.0,-2119000000.0,1029000000.0,-184000000.0,-184000000.0,8000000.0,262000000.0,,,948000000.0,948000000.0,,-1402000000.0,,,2301000000.0,-126000000.0,-474000000.0,,-9295000000.0,-9169000000.0,,,12070000000.0,12070000000.0,2023-03-31
1348000000.0,,-834000000.0,46000000.0,-1640000000.0,7290000000.0,7337000000.0,12000000.0,-59000000.0,,-2070000000.0,-2070000000.0,-121000000.0,-996000000.0,,-165000000.0,,-788000000.0,-788000000.0,-834000000.0,46000000.0,-967000000.0,-967000000.0,0.0,708000000.0,,,-35000000.0,21000000.0,,-1640000000.0,,,2988000000.0,-140000000.0,-38000000.0,,-8694000000.0,-8554000000.0,,,11720000000.0,11720000000.0,2023-06-30
1481000000.0,-107000000.0,-982000000.0,450000000.0,-1468000000.0,7819000000.0,7290000000.0,-124000000.0,653000000.0,,-311000000.0,-311000000.0,436000000.0,-221000000.0,,6000000.0,-107000000.0,-532000000.0,-532000000.0,-982000000.0,450000000.0,-1995000000.0,-1995000000.0,0.0,-491000000.0,,,-36000000.0,,,-1468000000.0,,,2949000000.0,-127000000.0,77000000.0,,-9000000000.0,-8873000000.0,,,11872000000.0,11872000000.0,2023-09-30
1760000000.0,,-1587000000.0,1182000000.0,-1651000000.0,7151000000.0,7819000000.0,-149000000.0,-519000000.0,,-2777000000.0,-2777000000.0,-2811000000.0,-355000000.0,,,,-405000000.0,-405000000.0,-1587000000.0,1182000000.0,-1140000000.0,-1140000000.0,896000000.0,303000000.0,,,-998000000.0,,,-1341000000.0,,,3411000000.0,-61000000.0,-130000000.0,,-8111000000.0,-8050000000.0,,,11652000000.0,11652000000.0,2023-12-31
