tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,write_off,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,rent_and_landing_fees,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
187328767.123288,0.342466,3347000000.0,547000000.0,547000000.0,525000000.0,2126000000.0,3418000000.0,3894000000.0,1768000000.0,119000000.0,819000000.0,938000000.0,165328767.123288,525000000.0,9653000000.0,9000000.0,1133000000.0,5699000000.0,5699000000.0,0.08,0.08,316000000.0,316000000.0,525000000.0,-99000000.0,624000000.0,624000000.0,325000000.0,949000000.0,283000000.0,586000000.0,57000000.0,0.0,,-264000000.0,-39000000.0,119000000.0,,819000000.0,938000000.0,547000000.0,6235000000.0,1817000000.0,174000000.0,2126000000.0,2126000000.0,1425000000.0,1425000000.0,9000000.0,1416000000.0,6782000000.0,3418000000.0,10200000000.0,10200000000.0,2022-12-31
-1883720.930233,0.313953,3133000000.0,-6000000.0,-6000000.0,298000000.0,2151000000.0,,3127000000.0,976000000.0,-266000000.0,,,302116279.069767,298000000.0,9069000000.0,,970000000.0,5682000000.0,5682000000.0,0.04,0.04,298000000.0,298000000.0,298000000.0,-57000000.0,354000000.0,354000000.0,162000000.0,516000000.0,-194000000.0,-6000000.0,,,6000000.0,-188000000.0,,-266000000.0,266000000.0,,,976000000.0,9069000000.0,6918000000.0,,2151000000.0,2151000000.0,,,,,,,10045000000.0,10045000000.0,2023-03-31
-25244147.157191,0.113712,3987000000.0,-222000000.0,-222000000.0,462000000.0,2197000000.0,,3765000000.0,1568000000.0,-558000000.0,,,658755852.842809,462000000.0,8929000000.0,,948000000.0,,,,,462000000.0,462000000.0,462000000.0,-67000000.0,530000000.0,530000000.0,68000000.0,598000000.0,-48000000.0,-256000000.0,,,372000000.0,174000000.0,,-558000000.0,,,,1204000000.0,2379000000.0,-3166000000.0,,2197000000.0,2197000000.0,,,,,,,10133000000.0,10133000000.0,2023-06-30
-1250000.0,0.25,3340000000.0,-5000000.0,-5000000.0,502000000.0,2272000000.0,,3335000000.0,1063000000.0,-492000000.0,,,505750000.0,502000000.0,9258000000.0,,1057000000.0,5665000000.0,5665000000.0,0.08,0.08,502000000.0,502000000.0,502000000.0,-89000000.0,592000000.0,592000000.0,-245000000.0,347000000.0,-224000000.0,-5000000.0,,,5000000.0,-219000000.0,,-492000000.0,492000000.0,,,1063000000.0,9258000000.0,6986000000.0,,2272000000.0,2272000000.0,,,,,,,10321000000.0,10321000000.0,2023-09-30
67791411.042945,0.301295,496000000.0,225000000.0,225000000.0,-2154000000.0,2177000000.0,,721000000.0,-1456000000.0,-633000000.0,,,-2311208588.957055,-2154000000.0,10749000000.0,,-382000000.0,,,,,-2408000000.0,-2408000000.0,-2154000000.0,-105000000.0,-2049000000.0,-2050000000.0,-884000000.0,-2934000000.0,-1704000000.0,214000000.0,,,,-1929000000.0,,-633000000.0,,,,-596000000.0,-1746000000.0,-12685000000.0,,2177000000.0,2177000000.0,,,,,,,10153000000.0,10153000000.0,2023-12-31
