free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,operating_gains_losses,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date,change_in_accrued_expense,change_in_payable,change_in_account_payable
532658000.0,-84746000.0,-95490000.0,948000.0,31106000.0,-72616000.0,,,1809847000.0,1471184000.0,33486000.0,305177000.0,-109125000.0,-109125000.0,39057000.0,-53640000.0,-84746000.0,31106000.0,-94542000.0,-94542000.0,-95490000.0,948000.0,-190972000.0,-190972000.0,-42161000.0,-72197000.0,14924000.0,-87121000.0,-3998000.0,-3998000.0,-31345000.0,-31345000.0,-41271000.0,,-41271000.0,605274000.0,605274000.0,108423000.0,72288000.0,9413000.0,-2012000.0,10135000.0,8472000.0,161589000.0,-151462000.0,-151462000.0,-2362000.0,16259000.0,-22204000.0,-22204000.0,124260000.0,124260000.0,124260000.0,124260000.0,-1481000.0,-1481000.0,382379000.0,2022-12-31,,,
392468000.0,-400000000.0,-45588000.0,0.0,27187000.0,-76663000.0,22120000.0,131890000.0,1823696000.0,1809847000.0,9823000.0,4026000.0,-366034000.0,-366034000.0,52367000.0,-372813000.0,-400000000.0,27187000.0,-45588000.0,-45588000.0,-45588000.0,0.0,-99071000.0,-99071000.0,-28404000.0,5996000.0,6971000.0,-975000.0,0.0,0.0,-30217000.0,-30217000.0,-46446000.0,,-46446000.0,469131000.0,469131000.0,-54829000.0,146330000.0,3040000.0,-3791000.0,-122167000.0,-981000.0,-169232000.0,91972000.0,91972000.0,-677000.0,16935000.0,-42459000.0,-42459000.0,131020000.0,131020000.0,131020000.0,131020000.0,-274000.0,-274000.0,419415000.0,2023-03-31,,,
333840000.0,-53062000.0,-42244000.0,0.0,17496000.0,-75270000.0,,133533000.0,1905851000.0,1823696000.0,-34536000.0,116691000.0,-113606000.0,-113606000.0,-35796000.0,-35566000.0,-53062000.0,17496000.0,-42244000.0,-42244000.0,-42244000.0,0.0,-178813000.0,-178813000.0,-24532000.0,-69970000.0,13631000.0,-83601000.0,-9041000.0,-9041000.0,-37673000.0,-37673000.0,-37597000.0,0.0,-37597000.0,409110000.0,409110000.0,-118032000.0,-21717000.0,5454000.0,-6425000.0,-18583000.0,-3395000.0,-15009000.0,-58357000.0,-58357000.0,-26000.0,12540000.0,-27840000.0,-27840000.0,126271000.0,126271000.0,,,1218000.0,1218000.0,414979000.0,2023-06-30,,,
546314000.0,-324667000.0,-114033000.0,0.0,12527000.0,-82420000.0,102053000.0,146703000.0,1838083000.0,1905851000.0,111000.0,-67879000.0,-603611000.0,-603611000.0,-177438000.0,-312140000.0,-324667000.0,12527000.0,-114033000.0,-114033000.0,-114033000.0,0.0,-93002000.0,-93002000.0,-22831000.0,12249000.0,16523000.0,-4274000.0,0.0,0.0,-47965000.0,-47965000.0,-34455000.0,0.0,-34455000.0,628734000.0,628734000.0,80903000.0,-108227000.0,986000.0,2317000.0,443000.0,-549000.0,99206000.0,86727000.0,86727000.0,0.0,12480000.0,-16993000.0,-16993000.0,138097000.0,138097000.0,,,-229000.0,-229000.0,414476000.0,2023-09-30,,,
513720000.0,-192983000.0,-706213000.0,0.0,26831000.0,-63452000.0,18662000.0,125253000.0,1507794000.0,1838083000.0,-12732000.0,-317557000.0,-745896000.0,-745896000.0,126469000.0,-166152000.0,-192983000.0,26831000.0,-706213000.0,-706213000.0,-706213000.0,0.0,-148833000.0,-148833000.0,-20139000.0,-15851000.0,15204000.0,-31055000.0,-49391000.0,-49391000.0,-34956000.0,-34956000.0,-28496000.0,,-28496000.0,577172000.0,577172000.0,53735000.0,25699000.0,14637000.0,-12964000.0,-25495000.0,32248000.0,123704000.0,-104094000.0,-104094000.0,,18762000.0,-14068000.0,-14068000.0,133206000.0,133206000.0,133206000.0,133206000.0,-4259000.0,-4259000.0,389796000.0,2023-12-31,-24869000.0,-626000.0,-626000.0
