tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-4149371.936393,0.259742,679040000.0,-15975000.0,-15975000.0,382379000.0,124260000.0,2899608000.0,663065000.0,538805000.0,-18141000.0,22257000.0,5165000.0,394204628.063607,382379000.0,2899608000.0,239436764.0,236126560.0,1.6,1.62,382379000.0,382379000.0,382379000.0,382379000.0,382379000.0,134169000.0,516548000.0,-15975000.0,-19424000.0,19424000.0,3449000.0,-18141000.0,1049000.0,22257000.0,5165000.0,550664000.0,,550664000.0,2899608000.0,3450272000.0,3450272000.0,2022-12-31
-5700366.419408,0.256958,739732000.0,-22184000.0,-22184000.0,419415000.0,131020000.0,3113317000.0,717548000.0,586528000.0,-15366000.0,22071000.0,9713000.0,435898633.580592,419415000.0,3113317000.0,238504523.0,235042445.0,1.76,1.78,419415000.0,419415000.0,419415000.0,419415000.0,419415000.0,145042000.0,564457000.0,-22184000.0,-20945000.0,20945000.0,-1239000.0,-15366000.0,3008000.0,22071000.0,9713000.0,602007000.0,3150867000.0,602007000.0,3113317000.0,3715324000.0,3715324000.0,2023-03-31
-3749846.796224,0.257615,721064000.0,-14556000.0,-14556000.0,414979000.0,126271000.0,3037083000.0,706508000.0,580237000.0,-12808000.0,21256000.0,11294000.0,425785153.203776,414979000.0,3037083000.0,236883434.0,233075350.0,1.75,1.78,414979000.0,414979000.0,414979000.0,414979000.0,414979000.0,144002000.0,558981000.0,-14556000.0,-13032000.0,13032000.0,-1524000.0,-12808000.0,2846000.0,21256000.0,11294000.0,586345000.0,,586345000.0,3037083000.0,3623428000.0,3623428000.0,2023-06-30
-2228409.481886,0.257114,726875000.0,-8667000.0,-8667000.0,414476000.0,138097000.0,2932413000.0,718208000.0,580111000.0,-6148000.0,22184000.0,15325000.0,420914590.518114,414476000.0,2932413000.0,,,,,414476000.0,414476000.0,414476000.0,414476000.0,414476000.0,143451000.0,557927000.0,-10848000.0,-6783000.0,2613000.0,-1884000.0,-6148000.0,-711000.0,22184000.0,15325000.0,574923000.0,,574923000.0,2932413000.0,3507336000.0,3507336000.0,2023-09-30
-12909582.0,0.261,731923000.0,-49462000.0,-49462000.0,389796000.0,133206000.0,3019115000.0,682461000.0,549255000.0,-7258000.0,22120000.0,17013000.0,426348418.0,389796000.0,3019115000.0,233897282.0,230298674.0,1.67,1.69,389796000.0,389796000.0,389796000.0,389796000.0,389796000.0,137339000.0,527135000.0,-49462000.0,-49840000.0,49840000.0,378000.0,-7258000.0,2151000.0,22120000.0,17013000.0,583855000.0,,583855000.0,3019115000.0,3602970000.0,3602970000.0,2023-12-31
