ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,other_investments,investmentin_financial_assets,held_to_maturity_securities,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,receivables,other_receivables,loans_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
600059542.0,600059542.0,504063000.0,5472538000.0,3242084000.0,22271144000.0,7188889000.0,3242084000.0,424273000.0,17222879000.0,21332708000.0,17251355000.0,28476000.0,17222879000.0,-523090000.0,-523090000.0,-568712000.0,18314681000.0,0.0,0.0,0.0,14112985000.0,5678469000.0,1078723000.0,132498000.0,132498000.0,4467248000.0,357419000.0,4109829000.0,8434516000.0,428243000.0,141893000.0,141893000.0,1005290000.0,66854000.0,938436000.0,460356000.0,478080000.0,6859090000.0,752083000.0,6107007000.0,5548656000.0,558351000.0,31364340000.0,15740935000.0,173054000.0,884612000.0,102303000.0,782309000.0,573429000.0,208880000.0,13980795000.0,2014034000.0,11966761000.0,702474000.0,-367547000.0,1070021000.0,228634000.0,373172000.0,468215000.0,0.0,15623405000.0,613728000.0,639780000.0,141262000.0,97703000.0,5324555000.0,298568000.0,597995000.0,4427992000.0,,,8806377000.0,1081851000.0,7724526000.0,,,2022-12-31
603393000.0,603393000.0,201997000.0,5654957000.0,3580537000.0,22711985000.0,7194213000.0,3580537000.0,391869000.0,17448897000.0,21946251000.0,17474885000.0,25988000.0,17448897000.0,-572561000.0,-572561000.0,-585550000.0,18607008000.0,0.0,0.0,0.0,13862442000.0,5156176000.0,329626000.0,,,4826550000.0,329196000.0,4497354000.0,8706266000.0,974563000.0,155494000.0,155494000.0,828407000.0,62673000.0,765734000.0,765734000.0,,6747802000.0,499875000.0,6247927000.0,5749857000.0,498070000.0,31337327000.0,15436848000.0,171664000.0,720451000.0,102479000.0,617972000.0,412747000.0,205225000.0,13868360000.0,1949086000.0,11919274000.0,676373000.0,,676373000.0,,676373000.0,,,15900479000.0,884340000.0,414267000.0,135706000.0,101655000.0,4478837000.0,305935000.0,655054000.0,3517848000.0,-141534000.0,3659382000.0,9885674000.0,1024110000.0,8861564000.0,,,2023-03-31
608872000.0,608872000.0,,5307795000.0,3924833000.0,22682242000.0,7602060000.0,3924833000.0,372709000.0,17747156000.0,22151921000.0,17769808000.0,22652000.0,17747156000.0,-537378000.0,-537378000.0,-708056000.0,18992590000.0,0.0,0.0,0.0,13306116000.0,5067080000.0,347185000.0,,,4719895000.0,315130000.0,4404765000.0,8239036000.0,995267000.0,170475000.0,170475000.0,587900000.0,57579000.0,530321000.0,530321000.0,,6485394000.0,536228000.0,5949166000.0,5536418000.0,412748000.0,31075924000.0,15234828000.0,196902000.0,604926000.0,102479000.0,502447000.0,297230000.0,205217000.0,13822323000.0,1878238000.0,11944085000.0,610677000.0,,610677000.0,,610677000.0,,,15841096000.0,957155000.0,536733000.0,140205000.0,97949000.0,4888684000.0,356741000.0,723556000.0,3808387000.0,-153772000.0,3962159000.0,9220370000.0,1121830000.0,8098540000.0,1341949000.0,6756591000.0,2023-06-30
612841000.0,612841000.0,,5383475000.0,4284511000.0,22840505000.0,8348485000.0,4284511000.0,355630000.0,17812660000.0,22788647000.0,17830506000.0,17846000.0,17812660000.0,-802482000.0,-802482000.0,-737010000.0,19352152000.0,0.0,0.0,0.0,14724392000.0,5532277000.0,253511000.0,,,5278766000.0,302779000.0,4975987000.0,9192115000.0,986062000.0,199136000.0,199136000.0,104709000.0,52851000.0,51858000.0,51858000.0,,7902208000.0,573964000.0,7328244000.0,6672957000.0,655287000.0,32554898000.0,15014298000.0,167040000.0,733825000.0,102479000.0,631346000.0,426202000.0,205144000.0,13528149000.0,1778951000.0,11749198000.0,585284000.0,,585284000.0,,585284000.0,,,17540600000.0,850560000.0,572754000.0,111752000.0,96398000.0,6721962000.0,386099000.0,824501000.0,5511362000.0,-150314000.0,5661676000.0,9187174000.0,1161144000.0,8026030000.0,1309743000.0,6716287000.0,2023-09-30
615821000.0,615821000.0,,6071517000.0,5014015000.0,24423264000.0,8935653000.0,5014015000.0,343509000.0,18695256000.0,23670229000.0,18692836000.0,-2420000.0,18695256000.0,-378307000.0,-378307000.0,-528429000.0,19601992000.0,0.0,0.0,0.0,15377057000.0,5455428000.0,154972000.0,35695000.0,35695000.0,5264761000.0,289788000.0,4974973000.0,9921629000.0,1346488000.0,167028000.0,167028000.0,806756000.0,53721000.0,753035000.0,753035000.0,,7601357000.0,654994000.0,6946363000.0,6795340000.0,151023000.0,34069893000.0,15212611000.0,194320000.0,796293000.0,339898000.0,456395000.0,251127000.0,205268000.0,13681241000.0,1761521000.0,11919720000.0,540757000.0,-323301000.0,864058000.0,123218000.0,244701000.0,496139000.0,0.0,18857282000.0,1265588000.0,770380000.0,498400000.0,110097000.0,7194021000.0,365153000.0,1023055000.0,5805813000.0,-185275000.0,5991088000.0,9018796000.0,851901000.0,8166895000.0,1032796000.0,7134099000.0,2023-12-31
