tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,restructuring_and_mergern_acquisition
-1888110.0,0.21,-10876000.0,-8991000.0,-8991000.0,-113823000.0,90907000.0,2935144000.0,-19867000.0,-110774000.0,-1472000.0,1472000.0,-106720110.0,-113823000.0,4777092000.0,-135181000.0,,,,,-113823000.0,-113823000.0,-113823000.0,3798000.0,-117621000.0,-117621000.0,5375000.0,-112246000.0,15416000.0,24407000.0,-8991000.0,8991000.0,-1472000.0,,1472000.0,-126190000.0,1786385000.0,155250000.0,35344000.0,35344000.0,35344000.0,35344000.0,604524000.0,991267000.0,539724000.0,451543000.0,451543000.0,1660195000.0,2990707000.0,4650902000.0,4650902000.0,2022-12-31,
0.0,0.25,87001000.0,,,-16838000.0,93173000.0,3219461000.0,87001000.0,-6172000.0,3161000.0,,-16838000.0,-16838000.0,4996303000.0,-6172000.0,602234000.0,602234000.0,-0.03,-0.03,-16838000.0,-16838000.0,-16838000.0,2488000.0,-19326000.0,-19326000.0,-2056000.0,-21382000.0,-18371000.0,-18371000.0,,,3161000.0,-3161000.0,,-6172000.0,1720756000.0,127896000.0,37087000.0,37087000.0,37087000.0,37087000.0,626937000.0,928836000.0,496011000.0,432825000.0,432825000.0,1714584000.0,3275547000.0,4990131000.0,4990131000.0,2023-03-31,
0.0,0.3,-37562000.0,0.0,0.0,-122506000.0,94545000.0,3611176000.0,-37562000.0,-132107000.0,3944000.0,,-122506000.0,-122506000.0,5667064000.0,-132107000.0,606692000.0,606692000.0,-0.2,-0.2,-122506000.0,-122506000.0,-122506000.0,3336000.0,-125842000.0,-125842000.0,-3700000.0,-129542000.0,-1379000.0,-1379000.0,0.0,0.0,3944000.0,-3944000.0,,-132107000.0,1998208000.0,179771000.0,36865000.0,36865000.0,36865000.0,36865000.0,694672000.0,1086900000.0,537607000.0,549293000.0,549293000.0,1866101000.0,3668856000.0,5534957000.0,5534957000.0,2023-06-30,
0.0,0.29,105610000.0,0.0,0.0,-28954000.0,115518000.0,3660491000.0,105610000.0,-9908000.0,21415000.0,,-28954000.0,-28954000.0,5627401000.0,-9908000.0,611276000.0,611276000.0,-0.05,-0.05,-28954000.0,-28954000.0,-28954000.0,4806000.0,-33760000.0,-33760000.0,49529000.0,15769000.0,4262000.0,4262000.0,0.0,0.0,21415000.0,-21415000.0,,-9908000.0,1908357000.0,177338000.0,56965000.0,56965000.0,56965000.0,56965000.0,713788000.0,960266000.0,479381000.0,480885000.0,480885000.0,1898449000.0,3719044000.0,5617493000.0,5617493000.0,2023-09-30,
-36888180.0,0.21,325988000.0,-175658000.0,-175658000.0,178070000.0,105324000.0,3685093000.0,150330000.0,45006000.0,18701000.0,,316839820.0,178070000.0,5728036000.0,-130652000.0,,,,,178070000.0,178070000.0,178070000.0,20266000.0,157804000.0,157804000.0,-51792000.0,106012000.0,42305000.0,217963000.0,-175658000.0,0.0,18701000.0,-18701000.0,,45006000.0,1980746000.0,,43127000.0,43127000.0,43127000.0,43127000.0,685422000.0,1252197000.0,506010000.0,746187000.0,746187000.0,2025752000.0,3747290000.0,5773042000.0,5773042000.0,2023-12-31,175658000.0
