tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,98478000.0,-15931000.0,84187000.0,475230000.0,98478000.0,14291000.0,-17066000.0,17066000.0,-15931000.0,-15931000.0,734552000.0,8729000.0,100943000.0,100021000.0,-0.16,-0.159277,-15931000.0,-15931000.0,-15931000.0,-15931000.0,-15931000.0,13156000.0,-2775000.0,5562000.0,5562000.0,-17066000.0,17066000.0,8729000.0,259322000.0,33581000.0,149472000.0,76269000.0,268051000.0,475230000.0,743281000.0,743281000.0,2022-12-31
0.0,0.304488,-97532000.0,-138416000.0,84240000.0,517989000.0,-97532000.0,-181772000.0,-17241000.0,17241000.0,-138416000.0,-138416000.0,821685000.0,-188982000.0,99513000.0,98649000.0,-1.39,-1.385695,-138416000.0,-138416000.0,-138416000.0,-138416000.0,-138416000.0,-60597000.0,-199013000.0,7210000.0,7210000.0,-17241000.0,17241000.0,-188982000.0,303696000.0,57105000.0,163637000.0,82954000.0,114714000.0,517989000.0,632703000.0,632703000.0,2023-03-31
0.0,0.157,46592000.0,-43580000.0,81012000.0,422094000.0,46592000.0,-34420000.0,-17261000.0,17261000.0,-43580000.0,-43580000.0,699300000.0,-48136000.0,98509000.0,98509000.0,-0.44,-0.44,-43580000.0,-43580000.0,-43580000.0,-43580000.0,-43580000.0,-8101000.0,-51681000.0,13716000.0,13716000.0,-17261000.0,17261000.0,-48136000.0,277206000.0,8693000.0,163090000.0,105423000.0,229070000.0,422094000.0,651164000.0,651164000.0,2023-06-30
0.0,0.301,235913000.0,97461000.0,79274000.0,613803000.0,235913000.0,156639000.0,-17121000.0,17121000.0,97461000.0,97461000.0,952065000.0,151428000.0,98590000.0,97945000.0,0.99,1.0,97461000.0,97461000.0,97461000.0,97461000.0,97461000.0,42057000.0,139518000.0,5211000.0,5211000.0,-17121000.0,17121000.0,151428000.0,338262000.0,59619000.0,174947000.0,103696000.0,489690000.0,613803000.0,1103493000.0,1103493000.0,2023-09-30
0.0,0.21,52653000.0,-126938000.0,78863000.0,685983000.0,52653000.0,-26210000.0,-17581000.0,17581000.0,-126938000.0,-126938000.0,1115430000.0,-41569000.0,97152000.0,97152000.0,-1.31,-1.31,-126938000.0,-126938000.0,-126938000.0,-126938000.0,-126938000.0,83147000.0,-43791000.0,15359000.0,15359000.0,-17581000.0,17581000.0,-41569000.0,429447000.0,178204000.0,164329000.0,86914000.0,387878000.0,685983000.0,1073861000.0,1073861000.0,2023-12-31
