ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,current_debt_and_capital_lease_obligation,current_debt
100021000.0,100021000.0,1128985000.0,2047743000.0,827047000.0,6212311000.0,1644110000.0,827047000.0,4164568000.0,6212311000.0,4164568000.0,4164568000.0,-11365000.0,-11365000.0,315993000.0,3859940000.0,3859940000.0,0.0,2911651000.0,2298061000.0,250318000.0,2047743000.0,2047743000.0,613590000.0,149466000.0,464124000.0,239013000.0,225111000.0,225111000.0,7076219000.0,4818519000.0,264794000.0,24218000.0,3337521000.0,567375000.0,2770146000.0,1191986000.0,-1846373000.0,3038359000.0,,,,,,2257700000.0,37092000.0,46105000.0,857277000.0,188867000.0,350122000.0,318288000.0,398468000.0,30832000.0,367636000.0,-405000.0,368041000.0,918758000.0,918758000.0,2022-12-31,,
98649000.0,98649000.0,1239316000.0,2048073000.0,604278000.0,5950867000.0,1474031000.0,604278000.0,3902794000.0,5950867000.0,3902794000.0,3902794000.0,-3175000.0,-3175000.0,84495000.0,3821474000.0,3821474000.0,0.0,2789109000.0,2233346000.0,185273000.0,2048073000.0,2048073000.0,555763000.0,122599000.0,433164000.0,222463000.0,210701000.0,210701000.0,6691903000.0,4662109000.0,193381000.0,20406000.0,3298516000.0,537703000.0,2760813000.0,1149806000.0,-1900317000.0,3050123000.0,130086000.0,2430307000.0,463888000.0,25842000.0,0.0,2029794000.0,46703000.0,46684000.0,796596000.0,186684000.0,345545000.0,264367000.0,331054000.0,26535000.0,304519000.0,-369000.0,304888000.0,808757000.0,808757000.0,2023-03-31,,
98048000.0,98048000.0,1303827000.0,2048255000.0,544119000.0,5860478000.0,1448799000.0,544119000.0,3812223000.0,5860478000.0,3812223000.0,3812223000.0,-4037000.0,-4037000.0,0.0,3816260000.0,3816260000.0,0.0,2874369000.0,2235393000.0,187138000.0,2048255000.0,2048255000.0,638976000.0,80490000.0,558486000.0,264315000.0,294171000.0,294171000.0,6686592000.0,4598817000.0,216010000.0,27020000.0,3268104000.0,507174000.0,2760930000.0,1087683000.0,-1933949000.0,3021632000.0,,,,,,2087775000.0,49463000.0,49253000.0,917390000.0,201010000.0,429959000.0,286421000.0,327241000.0,19328000.0,307913000.0,-415000.0,308328000.0,744428000.0,744428000.0,2023-06-30,,
97506000.0,97506000.0,1341749000.0,2048585000.0,635712000.0,5865771000.0,1590935000.0,635712000.0,3817186000.0,5865771000.0,3817186000.0,3817186000.0,-13609000.0,-13609000.0,34606000.0,3796189000.0,3796189000.0,0.0,2901334000.0,2229392000.0,180807000.0,2048585000.0,2048585000.0,671942000.0,92876000.0,579066000.0,303810000.0,275256000.0,275256000.0,6718520000.0,4455643000.0,187357000.0,25649000.0,3181474000.0,473164000.0,2708310000.0,1061163000.0,-1976429000.0,3037592000.0,,,,,,2262877000.0,46440000.0,49120000.0,839855000.0,152206000.0,421295000.0,266354000.0,620626000.0,27888000.0,592738000.0,-494000.0,593232000.0,706836000.0,706836000.0,2023-09-30,,
96680000.0,96680000.0,958415000.0,2030402000.0,597923000.0,5668749000.0,1148035000.0,597923000.0,3638347000.0,5188785000.0,3638347000.0,3638347000.0,102000.0,102000.0,-92332000.0,3730577000.0,3730577000.0,0.0,3061041000.0,1780708000.0,230270000.0,1550438000.0,1550438000.0,1280333000.0,189930000.0,610439000.0,327485000.0,282954000.0,282954000.0,6699388000.0,4271020000.0,166443000.0,24714000.0,3040424000.0,499963000.0,2540461000.0,1039439000.0,-2017964000.0,3057403000.0,,,,,,2428368000.0,75454000.0,39575000.0,726687000.0,139603000.0,372554000.0,214530000.0,514665000.0,30855000.0,483810000.0,-432000.0,484242000.0,1071987000.0,1071987000.0,2023-12-31,479964000.0,479964000.0
