free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,short_term_debt_payments,change_in_payables_and_accrued_expense,change_in_accrued_expense
1399000000.0,-156000000.0,-351000000.0,384000000.0,37000000.0,-103000000.0,,,12102000000.0,11410000000.0,751000000.0,-59000000.0,-1074000000.0,-1074000000.0,-690000000.0,-298000000.0,-298000000.0,-119000000.0,-156000000.0,37000000.0,33000000.0,,,633000000.0,-351000000.0,,-487000000.0,-487000000.0,-5000000.0,-1000000.0,2000000.0,-3000000.0,-378000000.0,-19000000.0,-359000000.0,-103000000.0,1502000000.0,1502000000.0,720000000.0,489000000.0,86000000.0,-108000000.0,253000000.0,192000000.0,84000000.0,202000000.0,202000000.0,80000000.0,80000000.0,122000000.0,-11000000.0,6000000.0,-2000000.0,471000000.0,2022-12-31,,,
-903000000.0,-436000000.0,-4000000.0,1433000000.0,42000000.0,-84000000.0,,,11840000000.0,12102000000.0,152000000.0,-414000000.0,773000000.0,773000000.0,34000000.0,-296000000.0,-296000000.0,-394000000.0,-436000000.0,42000000.0,1429000000.0,594000000.0,594000000.0,835000000.0,-4000000.0,839000000.0,-368000000.0,-368000000.0,3000000.0,-4000000.0,,-4000000.0,-283000000.0,,-283000000.0,-84000000.0,-819000000.0,-819000000.0,-2439000000.0,-1556000000.0,55000000.0,-163000000.0,-775000000.0,81000000.0,99000000.0,169000000.0,169000000.0,85000000.0,85000000.0,84000000.0,19000000.0,-2000000.0,0.0,1252000000.0,2023-03-31,,,
1383000000.0,-305000000.0,-4000000.0,-336000000.0,78000000.0,-101000000.0,,,12735000000.0,11840000000.0,90000000.0,805000000.0,-546000000.0,-546000000.0,316000000.0,-295000000.0,-295000000.0,-227000000.0,-305000000.0,78000000.0,-340000000.0,-286000000.0,-286000000.0,-54000000.0,-4000000.0,-50000000.0,-133000000.0,-133000000.0,4000000.0,-10000000.0,,-26000000.0,-26000000.0,,-26000000.0,-101000000.0,1484000000.0,1484000000.0,133000000.0,536000000.0,-204000000.0,55000000.0,-254000000.0,39000000.0,92000000.0,178000000.0,178000000.0,87000000.0,87000000.0,91000000.0,-5000000.0,-3000000.0,0.0,1047000000.0,2023-06-30,,,
1699000000.0,-304000000.0,-150000000.0,1219000000.0,45000000.0,-111000000.0,182000000.0,195000000.0,14729000000.0,12735000000.0,-362000000.0,2356000000.0,988000000.0,988000000.0,531000000.0,-353000000.0,-353000000.0,-259000000.0,-304000000.0,45000000.0,1069000000.0,-308000000.0,-162000000.0,1377000000.0,-4000000.0,1381000000.0,-442000000.0,-442000000.0,9000000.0,-12000000.0,2000000.0,-14000000.0,-328000000.0,,-328000000.0,-111000000.0,1810000000.0,1810000000.0,736000000.0,558000000.0,-191000000.0,10000000.0,359000000.0,76000000.0,82000000.0,180000000.0,180000000.0,85000000.0,85000000.0,95000000.0,-2000000.0,-1000000.0,0.0,738000000.0,2023-09-30,,,
1663000000.0,-105000000.0,-254000000.0,-1000000.0,34000000.0,-120000000.0,72000000.0,420000000.0,14152000000.0,14729000000.0,448000000.0,-1025000000.0,-2334000000.0,-2334000000.0,-1654000000.0,-354000000.0,-354000000.0,-71000000.0,-105000000.0,34000000.0,-255000000.0,0.0,0.0,-255000000.0,-254000000.0,-1000000.0,-474000000.0,-474000000.0,-5000000.0,7000000.0,20000000.0,-13000000.0,-356000000.0,,-356000000.0,-120000000.0,1783000000.0,1783000000.0,662000000.0,-226000000.0,88000000.0,-56000000.0,203000000.0,81000000.0,90000000.0,186000000.0,186000000.0,86000000.0,86000000.0,100000000.0,-1000000.0,1000000.0,0.0,765000000.0,2023-12-31,0.0,653000000.0,653000000.0
-868000000.0,-300000000.0,-1004000000.0,1039000000.0,113000000.0,-87000000.0,,,12910000000.0,14152000000.0,-228000000.0,-1014000000.0,135000000.0,135000000.0,641000000.0,-354000000.0,-354000000.0,-187000000.0,-300000000.0,113000000.0,35000000.0,50000000.0,50000000.0,-15000000.0,-1004000000.0,989000000.0,-368000000.0,-368000000.0,,-6000000.0,4000000.0,-10000000.0,-275000000.0,26000000.0,-301000000.0,-87000000.0,-781000000.0,-781000000.0,-2536000000.0,121000000.0,-66000000.0,-70000000.0,-742000000.0,59000000.0,103000000.0,189000000.0,189000000.0,90000000.0,90000000.0,99000000.0,-20000000.0,-1000000.0,,1424000000.0,2024-03-31,,-1779000000.0,-1779000000.0
