ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,current_notes_payable,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,finished_goods,raw_materials,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_financial,date
980000000.0,980000000.0,7869000000.0,12294000000.0,-13499000000.0,7989000000.0,-6453000000.0,-13499000000.0,1280000000.0,-3025000000.0,7771000000.0,-3025000000.0,-3025000000.0,285000000.0,285000000.0,-4492000000.0,1172000000.0,10000000.0,10000000.0,0.0,41519000000.0,15330000000.0,856000000.0,600000000.0,600000000.0,911000000.0,1292000000.0,1171000000.0,121000000.0,11671000000.0,875000000.0,10796000000.0,26189000000.0,6566000000.0,1393000000.0,1393000000.0,623000000.0,405000000.0,218000000.0,218000000.0,0.0,53000000.0,954000000.0,16653000000.0,16653000000.0,1350000000.0,15303000000.0,38494000000.0,18758000000.0,991000000.0,1116000000.0,2167000000.0,2167000000.0,10474000000.0,1933000000.0,8541000000.0,4010000000.0,-4818000000.0,8828000000.0,1236000000.0,5337000000.0,2255000000.0,19736000000.0,2086000000.0,0.0,2170000000.0,7614000000.0,4885000000.0,2729000000.0,6891000000.0,1377000000.0,968000000.0,4546000000.0,-107000000.0,4653000000.0,3145000000.0,3145000000.0,3145000000.0,2022-10-31
985115519.0,985115519.0,9354000000.0,12093000000.0,-14180000000.0,7029000000.0,-7748000000.0,-14180000000.0,1334000000.0,-3730000000.0,6607000000.0,-3730000000.0,-3730000000.0,-456000000.0,-456000000.0,-4540000000.0,1256000000.0,10000000.0,10000000.0,0.0,39878000000.0,14825000000.0,819000000.0,602000000.0,602000000.0,925000000.0,1239000000.0,1187000000.0,52000000.0,11240000000.0,903000000.0,10337000000.0,25053000000.0,7177000000.0,1379000000.0,1379000000.0,853000000.0,431000000.0,422000000.0,171000000.0,,251000000.0,803000000.0,14841000000.0,14841000000.0,1329000000.0,13512000000.0,36148000000.0,18843000000.0,822000000.0,1112000000.0,2453000000.0,2453000000.0,10450000000.0,1858000000.0,8592000000.0,4006000000.0,-4876000000.0,8882000000.0,1242000000.0,5381000000.0,2259000000.0,17305000000.0,1685000000.0,364000000.0,,7344000000.0,4146000000.0,3198000000.0,6507000000.0,1279000000.0,916000000.0,4312000000.0,-89000000.0,4401000000.0,1405000000.0,1405000000.0,1405000000.0,2023-01-31
985956114.0,985956114.0,8677000000.0,11936000000.0,-12878000000.0,8116000000.0,-7011000000.0,-12878000000.0,1336000000.0,-2484000000.0,7876000000.0,-2484000000.0,-2484000000.0,-368000000.0,-368000000.0,-3470000000.0,1344000000.0,10000000.0,10000000.0,0.0,38850000000.0,14816000000.0,786000000.0,599000000.0,599000000.0,934000000.0,1252000000.0,1215000000.0,37000000.0,11245000000.0,885000000.0,10360000000.0,24034000000.0,6248000000.0,1377000000.0,1377000000.0,691000000.0,451000000.0,240000000.0,166000000.0,,74000000.0,998000000.0,14720000000.0,14720000000.0,1403000000.0,13317000000.0,36366000000.0,19343000000.0,800000000.0,1045000000.0,3092000000.0,3092000000.0,10394000000.0,1776000000.0,8618000000.0,4012000000.0,-4863000000.0,8875000000.0,1241000000.0,5361000000.0,2273000000.0,17023000000.0,1539000000.0,17000000.0,,7221000000.0,3986000000.0,3235000000.0,6323000000.0,1299000000.0,887000000.0,4137000000.0,-92000000.0,4229000000.0,1923000000.0,1923000000.0,1923000000.0,2023-04-30
988268771.0,988268771.0,8006000000.0,10947000000.0,-12549000000.0,7434000000.0,-7727000000.0,-12549000000.0,1268000000.0,-2245000000.0,6991000000.0,-2245000000.0,-2245000000.0,-354000000.0,-354000000.0,-3336000000.0,1435000000.0,10000000.0,10000000.0,0.0,38877000000.0,13687000000.0,774000000.0,595000000.0,595000000.0,957000000.0,1296000000.0,1271000000.0,25000000.0,10065000000.0,829000000.0,9236000000.0,25190000000.0,6521000000.0,1379000000.0,1379000000.0,882000000.0,439000000.0,443000000.0,178000000.0,200000000.0,65000000.0,905000000.0,15503000000.0,15503000000.0,1380000000.0,14123000000.0,36632000000.0,19169000000.0,828000000.0,1029000000.0,3054000000.0,3054000000.0,10304000000.0,1690000000.0,8614000000.0,3954000000.0,-4907000000.0,8861000000.0,1171000000.0,5385000000.0,2305000000.0,17463000000.0,1451000000.0,45000000.0,,7197000000.0,4171000000.0,3026000000.0,7097000000.0,1868000000.0,862000000.0,4367000000.0,-91000000.0,4458000000.0,1673000000.0,1673000000.0,,2023-07-31
988268771.0,988268771.0,6377000000.0,10739000000.0,-11253000000.0,8415000000.0,-6511000000.0,-11253000000.0,1255000000.0,-1069000000.0,8185000000.0,-1069000000.0,-1069000000.0,-223000000.0,-223000000.0,-2361000000.0,1505000000.0,10000000.0,10000000.0,0.0,38073000000.0,13585000000.0,689000000.0,545000000.0,545000000.0,904000000.0,1368000000.0,1324000000.0,44000000.0,10079000000.0,825000000.0,9254000000.0,24488000000.0,6101000000.0,1424000000.0,1424000000.0,660000000.0,430000000.0,230000000.0,230000000.0,,,1046000000.0,15257000000.0,15257000000.0,1211000000.0,14046000000.0,37004000000.0,19027000000.0,853000000.0,820000000.0,3155000000.0,3155000000.0,10184000000.0,1593000000.0,8591000000.0,4015000000.0,-4889000000.0,8904000000.0,1188000000.0,5384000000.0,2332000000.0,17977000000.0,1445000000.0,125000000.0,,6862000000.0,3930000000.0,2932000000.0,6438000000.0,1349000000.0,852000000.0,4237000000.0,-93000000.0,4330000000.0,3107000000.0,3107000000.0,3107000000.0,2023-10-31
988268771.0,988268771.0,7397000000.0,10934000000.0,-11769000000.0,8020000000.0,-6999000000.0,-11769000000.0,1274000000.0,-1640000000.0,7661000000.0,-1640000000.0,-1640000000.0,-458000000.0,-458000000.0,-2771000000.0,1579000000.0,10000000.0,10000000.0,0.0,37486000000.0,13629000000.0,637000000.0,546000000.0,546000000.0,926000000.0,1404000000.0,1373000000.0,31000000.0,10116000000.0,815000000.0,9301000000.0,23857000000.0,6359000000.0,1424000000.0,1424000000.0,818000000.0,459000000.0,359000000.0,193000000.0,100000000.0,66000000.0,648000000.0,14608000000.0,14608000000.0,1353000000.0,13255000000.0,35846000000.0,18988000000.0,850000000.0,807000000.0,3230000000.0,3230000000.0,10129000000.0,1519000000.0,8610000000.0,3972000000.0,-4993000000.0,8965000000.0,1165000000.0,5452000000.0,2348000000.0,16858000000.0,1376000000.0,154000000.0,,6928000000.0,3603000000.0,3325000000.0,6137000000.0,1419000000.0,914000000.0,3804000000.0,-84000000.0,3888000000.0,2263000000.0,2263000000.0,,2024-01-31
