free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_prepaid_assets,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
167000000.0,0.0,,-42000000.0,170000000.0,280000000.0,3000000.0,-113000000.0,-280000000.0,-280000000.0,5000000.0,-146000000.0,-146000000.0,0.0,0.0,-139000000.0,-139000000.0,,,-42000000.0,-42000000.0,0.0,-42000000.0,209000000.0,209000000.0,10000000.0,,-12000000.0,7000000.0,15000000.0,15000000.0,21000000.0,21000000.0,,-3000000.0,-3000000.0,58000000.0,58000000.0,102000000.0,2022-12-31
285000000.0,0.0,-99000000.0,-56000000.0,246000000.0,170000000.0,1000000.0,75000000.0,-211000000.0,-211000000.0,6000000.0,-146000000.0,-146000000.0,0.0,0.0,-71000000.0,,-99000000.0,-99000000.0,-55000000.0,-55000000.0,1000000.0,-56000000.0,341000000.0,341000000.0,133000000.0,,118000000.0,8000000.0,4000000.0,-79000000.0,-3000000.0,29000000.0,,-114000000.0,-114000000.0,60000000.0,60000000.0,-209000000.0,2023-03-31
346000000.0,0.0,99000000.0,-84000000.0,368000000.0,246000000.0,0.0,122000000.0,-227000000.0,-227000000.0,23000000.0,-146000000.0,-146000000.0,0.0,0.0,-89000000.0,,99000000.0,99000000.0,-81000000.0,-81000000.0,3000000.0,-84000000.0,430000000.0,430000000.0,197000000.0,71000000.0,79000000.0,14000000.0,45000000.0,-12000000.0,4000000.0,13000000.0,0.0,-27000000.0,-27000000.0,62000000.0,62000000.0,181000000.0,2023-06-30
-4000000.0,,,-24000000.0,520000000.0,368000000.0,0.0,152000000.0,155000000.0,155000000.0,6000000.0,-149000000.0,-149000000.0,,,298000000.0,298000000.0,,,-23000000.0,-23000000.0,1000000.0,-24000000.0,20000000.0,20000000.0,-75000000.0,-9000000.0,-138000000.0,-22000000.0,-14000000.0,108000000.0,1000000.0,13000000.0,,-5000000.0,-5000000.0,61000000.0,61000000.0,25000000.0,2023-09-30
101000000.0,,,-52000000.0,358000000.0,520000000.0,-23000000.0,-139000000.0,-259000000.0,-259000000.0,-7000000.0,-149000000.0,-149000000.0,,,-103000000.0,-103000000.0,,,-33000000.0,-33000000.0,19000000.0,-52000000.0,153000000.0,153000000.0,-139000000.0,-80000000.0,-25000000.0,2000000.0,57000000.0,-93000000.0,7000000.0,16000000.0,,-55000000.0,-55000000.0,57000000.0,57000000.0,96000000.0,2023-12-31
