treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
2699048281.0,13615939179.0,16314987460.0,22436749000000.0,28458838000000.0,26316880000000.0,55994663000000.0,2056930000000.0,26316880000000.0,,27535825000000.0,44095909000000.0,28450023000000.0,914198000000.0,27535825000000.0,2585216000000.0,3642041000000.0,27696192000000.0,499408000000.0,397050000000.0,397050000000.0,43130564000000.0,20427537000000.0,1254093000000.0,1059060000000.0,1059060000000.0,1554300000000.0,1554300000000.0,16560084000000.0,,16560084000000.0,22703027000000.0,4736330000000.0,11898754000000.0,,11898754000000.0,11898754000000.0,,6067943000000.0,1494503000000.0,4573440000000.0,345653000000.0,345653000000.0,4227787000000.0,71580587000000.0,46820629000000.0,702868000000.0,387221000000.0,387221000000.0,16191681000000.0,15430573000000.0,10329000000000.0,10329000000000.0,5101573000000.0,,,1218945000000.0,,12889341000000.0,-16457677000000.0,29347018000000.0,740411000000.0,466286000000.0,21321737000000.0,5431377000000.0,1387207000000.0,0.0,24759957000000.0,1007107000000.0,4034114000000.0,,,,11667566000000.0,,,326762000000.0,11340804000000.0,8051170000000.0,2029081000000.0,6022089000000.0,,,2022-12-31
2749807731.0,13565179729.0,16314987460.0,21407186000000.0,29380272000000.0,27089584000000.0,57262858000000.0,2500066000000.0,27089584000000.0,456120000000.0,28338706000000.0,45024090000000.0,29264213000000.0,925507000000.0,28338706000000.0,2836194000000.0,3736562000000.0,28343296000000.0,498728000000.0,397050000000.0,397050000000.0,45038967000000.0,21079252000000.0,1136764000000.0,1065508000000.0,1065508000000.0,1802346000000.0,1802346000000.0,17074634000000.0,389250000000.0,16685384000000.0,23959715000000.0,4710817000000.0,12305638000000.0,66870000000.0,12238768000000.0,8565321000000.0,3673447000000.0,6943260000000.0,1552345000000.0,5390915000000.0,404606000000.0,404606000000.0,4986309000000.0,74303180000000.0,47843399000000.0,806687000000.0,387427000000.0,387427000000.0,16491045000000.0,15783776000000.0,10556431000000.0,10556431000000.0,5227345000000.0,1057773000000.0,4169573000000.0,1249122000000.0,1249122000000.0,13125342000000.0,-16675119000000.0,29800461000000.0,846866000000.0,92953000000.0,21571046000000.0,5798509000000.0,1491087000000.0,0.0,26459781000000.0,886885000000.0,4255614000000.0,2317143000000.0,530915000000.0,1407556000000.0,12084641000000.0,-41679000000.0,870398000000.0,218704000000.0,11037218000000.0,9232641000000.0,1715675000000.0,7516966000000.0,1568669000000.0,5948297000000.0,2023-03-31
2766819146.0,13548168314.0,16314987460.0,24109847000000.0,32016294000000.0,29031013000000.0,62346357000000.0,2842238000000.0,29031013000000.0,,30330063000000.0,48569329000000.0,31274404000000.0,944341000000.0,30330063000000.0,3925624000000.0,3770291000000.0,29279685000000.0,497995000000.0,397050000000.0,397050000000.0,48856804000000.0,22755043000000.0,1294719000000.0,1106614000000.0,1106614000000.0,2114444000000.0,2114444000000.0,18239266000000.0,,18239266000000.0,26101761000000.0,5237165000000.0,13777028000000.0,,13777028000000.0,13777028000000.0,,7087568000000.0,1710575000000.0,5376993000000.0,457088000000.0,457088000000.0,4919905000000.0,80131208000000.0,51187209000000.0,828706000000.0,434307000000.0,434307000000.0,18213507000000.0,16603647000000.0,11460296000000.0,11460296000000.0,5143351000000.0,,,1299050000000.0,,13807992000000.0,-17482649000000.0,31290641000000.0,852978000000.0,516601000000.0,22819447000000.0,5654705000000.0,1446910000000.0,0.0,28943999000000.0,1008874000000.0,4671910000000.0,,,,13069496000000.0,,,245936000000.0,12823560000000.0,10193719000000.0,2287272000000.0,7906447000000.0,,,2023-06-30
2801135115.0,13513852345.0,16314987460.0,25472929000000.0,33398992000000.0,30583166000000.0,65292104000000.0,4147480000000.0,30583166000000.0,,31893112000000.0,51223851000000.0,32852768000000.0,959656000000.0,31893112000000.0,4102742000000.0,3852421000000.0,30747689000000.0,498052000000.0,397050000000.0,397050000000.0,50808623000000.0,23903665000000.0,1326104000000.0,1126636000000.0,1126636000000.0,2120186000000.0,2120186000000.0,19330739000000.0,,19330739000000.0,26904958000000.0,5357511000000.0,14068253000000.0,,14068253000000.0,14068253000000.0,,7479194000000.0,1599860000000.0,5879334000000.0,651446000000.0,651446000000.0,5227888000000.0,83661391000000.0,52608952000000.0,848884000000.0,441902000000.0,441902000000.0,19118129000000.0,16755715000000.0,11185272000000.0,11185272000000.0,5570443000000.0,,,1309946000000.0,,14134376000000.0,-17777602000000.0,31911978000000.0,1004753000000.0,514696000000.0,23230785000000.0,5718603000000.0,1443141000000.0,0.0,31052438000000.0,996841000000.0,4749878000000.0,,,,13884964000000.0,,,182247000000.0,13702717000000.0,11420755000000.0,3494692000000.0,7926063000000.0,,,2023-09-30
2829136593.0,13485850867.0,16314987460.0,26376749000000.0,33959903000000.0,31239739000000.0,66521600000000.0,4781909000000.0,31239739000000.0,,32561697000000.0,51817883000000.0,33523966000000.0,962269000000.0,32561697000000.0,3871068000000.0,3927497000000.0,31726790000000.0,494286000000.0,397050000000.0,397050000000.0,50708188000000.0,23635380000000.0,1191952000000.0,1115974000000.0,1115974000000.0,2071268000000.0,2071268000000.0,19256186000000.0,,19256186000000.0,27072808000000.0,5128714000000.0,14703717000000.0,,14703717000000.0,14703717000000.0,,7240377000000.0,1607868000000.0,5632509000000.0,723123000000.0,723123000000.0,4909386000000.0,84232154000000.0,52377436000000.0,983322000000.0,460503000000.0,460503000000.0,19124065000000.0,16564864000000.0,10923018000000.0,10923018000000.0,5641846000000.0,,,1321958000000.0,,13922724000000.0,-17495241000000.0,31417965000000.0,950517000000.0,498026000000.0,22883006000000.0,5652447000000.0,1433969000000.0,0.0,31854717000000.0,948346000000.0,4294143000000.0,,,,14378158000000.0,,,133032000000.0,14245126000000.0,12234070000000.0,4650916000000.0,7583154000000.0,,,2023-12-31
