treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,financial_assets,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,financial_assets_designatedas_fair_value_through_profitor_loss_total,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,prepaid_assets,inventory,inventories_adjustments_allowances,finished_goods,raw_materials,receivables,other_receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
12247.0,2420792151.0,2420804398.0,2421112000.0,17801690000.0,8980817000.0,30367190000.0,-2753594000.0,8980817000.0,12831865000.0,25397365000.0,29102223000.0,25397365000.0,25397365000.0,,11919637000.0,11919637000.0,163000.0,,13477891000.0,13477891000.0,31011002000.0,17892993000.0,599413000.0,50230000.0,5825000.0,5825000.0,1179245000.0,666612000.0,666612000.0,,14279512000.0,10574654000.0,3704858000.0,1112156000.0,13118009000.0,476096000.0,1013708000.0,1013708000.0,3522178000.0,2257211000.0,1264967000.0,1264967000.0,8106027000.0,343541000.0,7762486000.0,507685000.0,661494000.0,2356078000.0,4237229000.0,56408367000.0,46043952000.0,1442958000.0,80258000.0,1367586000.0,1367586000.0,1859972000.0,662433000.0,1553045000.0,,12929000.0,,,1540116000.0,1540116000.0,16416548000.0,13304379000.0,3112169000.0,22661152000.0,-43096453000.0,65757605000.0,848088000.0,64869715000.0,39802000.0,0.0,10364415000.0,199644000.0,239189000.0,278851000.0,236117000.0,-12651000.0,138951000.0,109817000.0,4671266000.0,57162000.0,1193010000.0,3421094000.0,4739348000.0,2190635000.0,2548713000.0,2488754000.0,59959000.0,2022-12-31
12247.0,2420792151.0,2420804398.0,1394969000.0,18147341000.0,8879421000.0,30165576000.0,-3465503000.0,8879421000.0,13197281000.0,25215516000.0,28351010000.0,25215516000.0,25215516000.0,-3844000.0,11329196000.0,11329196000.0,163000.0,412436000.0,13477891000.0,13477891000.0,31377220000.0,18008566000.0,531024000.0,63960000.0,5825000.0,5825000.0,1212384000.0,652515000.0,652515000.0,0.0,14261099000.0,11125605000.0,3135494000.0,1281759000.0,13368654000.0,456570000.0,1057153000.0,1057153000.0,3886242000.0,2071676000.0,1814566000.0,1814566000.0,7968689000.0,419149000.0,7549540000.0,524815000.0,671947000.0,2489617000.0,3863161000.0,56592736000.0,46689585000.0,1489144000.0,82223000.0,1358711000.0,1358711000.0,1894877000.0,666748000.0,1534559000.0,1521524000.0,13035000.0,,,,,16336095000.0,13223926000.0,3112169000.0,23327228000.0,-44151311000.0,67478539000.0,703509000.0,66735228000.0,39802000.0,0.0,9903151000.0,227847000.0,234651000.0,625343000.0,301136000.0,-14114000.0,202114000.0,113136000.0,4633563000.0,58882000.0,1181662000.0,3393019000.0,3880611000.0,325520000.0,3555091000.0,3481451000.0,73640000.0,2023-03-31
716247.0,2420088151.0,2420804398.0,1722563000.0,17891124000.0,9276897000.0,30116659000.0,-3980316000.0,9276897000.0,13101549000.0,25327084000.0,27946081000.0,25327084000.0,25327084000.0,-3844000.0,11334292000.0,11334292000.0,163000.0,518908000.0,13477891000.0,13477891000.0,30379525000.0,17118353000.0,470283000.0,0.0,5825000.0,5825000.0,1101471000.0,637814000.0,637814000.0,,13614293000.0,10995296000.0,2618997000.0,1288667000.0,13261172000.0,490284000.0,1016977000.0,1016977000.0,4276831000.0,2106253000.0,2170578000.0,2170578000.0,7477080000.0,346170000.0,7130910000.0,510706000.0,334080000.0,2635190000.0,3650934000.0,55706609000.0,46425753000.0,1455846000.0,89485000.0,1287407000.0,1287407000.0,2283669000.0,499434000.0,1674839000.0,1498437000.0,176402000.0,162958000.0,13444000.0,,,16050187000.0,12938018000.0,3112169000.0,23084886000.0,-45445699000.0,68530585000.0,545093000.0,67945690000.0,39802000.0,0.0,9280856000.0,228880000.0,265543000.0,480950000.0,374429000.0,-16784000.0,257022000.0,134191000.0,4592435000.0,109254000.0,915478000.0,3567703000.0,3338619000.0,271607000.0,3067012000.0,3039542000.0,27470000.0,2023-06-30
