free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,interest_paid_cff,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
2126873000.0,,-963467000.0,319215000.0,1493000.0,-1375210000.0,2548713000.0,2295529000.0,253184000.0,-1043647000.0,-1043647000.0,331877000.0,-466967000.0,-265798000.0,,1493000.0,,1493000.0,-644252000.0,-644252000.0,-963467000.0,319215000.0,-2205252000.0,-2205252000.0,7033000.0,-784536000.0,-52539000.0,,-52539000.0,-1375210000.0,-1375210000.0,3502083000.0,3502083000.0,0.0,336920000.0,-673691000.0,-74926000.0,15135000.0,883462000.0,23661000.0,859801000.0,841743000.0,152696000.0,152696000.0,236766000.0,41847000.0,-91673000.0,-207034000.0,482764000.0,8881000.0,218935000.0,-47104000.0,1858247000.0,1858247000.0,22589000.0,22589000.0,,620851000.0,2022-12-31
686789000.0,,-499285000.0,,,-1288520000.0,3555091000.0,2548713000.0,1006378000.0,-1551928000.0,-1551928000.0,-18320000.0,-379466000.0,-654857000.0,,,,,-499285000.0,-499285000.0,-499285000.0,,582997000.0,582997000.0,6508000.0,1865009000.0,,,,-1288520000.0,-1288520000.0,1975309000.0,1975309000.0,-138813000.0,-851370000.0,-20249000.0,-105732000.0,-38618000.0,-140999000.0,75608000.0,-216607000.0,-382283000.0,148934000.0,148934000.0,-348457000.0,-65019000.0,-132296000.0,-132913000.0,360192000.0,5715000.0,257847000.0,-10080000.0,1777090000.0,1777090000.0,18593000.0,18593000.0,,556135000.0,2023-03-31
1186423000.0,,-550105000.0,,,-925707000.0,3067012000.0,3555091000.0,-488079000.0,-1763348000.0,-1763348000.0,37286000.0,-434634000.0,-815895000.0,,,,,-550105000.0,-550105000.0,-550105000.0,,-836861000.0,-836861000.0,9194000.0,79652000.0,,,,-925707000.0,-925707000.0,2112130000.0,2112130000.0,-58466000.0,-689967000.0,9639000.0,-103089000.0,-2698000.0,-1355615000.0,-72979000.0,-1282636000.0,-1340451000.0,178979000.0,178979000.0,137132000.0,-73292000.0,697956000.0,804773000.0,100088000.0,5096000.0,220877000.0,89967000.0,1834574000.0,1834574000.0,-3062000.0,23086000.0,,613023000.0,2023-06-30
2486036000.0,-2821000.0,-505598000.0,0.0,,-998190000.0,3608812000.0,3067012000.0,541800000.0,-1398062000.0,-1398062000.0,-215372000.0,-388671000.0,-285600000.0,-285600000.0,-2821000.0,-2821000.0,,-505598000.0,-505598000.0,-505598000.0,0.0,-1544364000.0,-1544364000.0,4194000.0,-550368000.0,0.0,0.0,0.0,-998190000.0,-998190000.0,3484226000.0,3484226000.0,-30905000.0,114352000.0,-15292000.0,-209489000.0,-57176000.0,1472226000.0,32485000.0,1439741000.0,1324328000.0,109563000.0,109563000.0,103207000.0,-40944000.0,-1138180000.0,-1274098000.0,608473000.0,-41210000.0,247333000.0,9266000.0,1755400000.0,1755400000.0,8962000.0,24740000.0,-15778000.0,812555000.0,2023-09-30
