ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
934000000.0,934000000.0,34258000000.0,57623000000.0,-29981000000.0,135395000000.0,-20168000000.0,-29981000000.0,77772000000.0,132285000000.0,86347000000.0,8575000000.0,77772000000.0,-8393000000.0,-8393000000.0,86156000000.0,9000000.0,9000000.0,0.0,159358000000.0,70121000000.0,12839000000.0,2769000000.0,2769000000.0,54513000000.0,54513000000.0,89237000000.0,26281000000.0,3075000000.0,3075000000.0,3110000000.0,3110000000.0,56771000000.0,56771000000.0,56771000000.0,245705000000.0,176636000000.0,15027000000.0,43728000000.0,107753000000.0,14401000000.0,93352000000.0,10128000000.0,-6930000000.0,17058000000.0,10842000000.0,5519000000.0,697000000.0,0.0,69069000000.0,10708000000.0,30450000000.0,12769000000.0,17681000000.0,-877000000.0,18558000000.0,27911000000.0,4546000000.0,23365000000.0,2022-12-31
932000000.0,932000000.0,28675000000.0,70588000000.0,-35259000000.0,151900000000.0,-22587000000.0,-35259000000.0,81312000000.0,141969000000.0,90622000000.0,9310000000.0,81312000000.0,-7549000000.0,-7549000000.0,88852000000.0,9000000.0,9000000.0,0.0,193057000000.0,76575000000.0,13084000000.0,2834000000.0,2834000000.0,60657000000.0,60657000000.0,116482000000.0,30399000000.0,14487000000.0,14487000000.0,9931000000.0,9931000000.0,61665000000.0,61665000000.0,61665000000.0,283679000000.0,189784000000.0,15692000000.0,46884000000.0,116571000000.0,16165000000.0,100406000000.0,10637000000.0,,,,,,,93895000000.0,10288000000.0,37110000000.0,14696000000.0,22414000000.0,,,46497000000.0,4584000000.0,41913000000.0,2023-03-31
932000000.0,932000000.0,23776000000.0,65589000000.0,-34959000000.0,147942000000.0,-23112000000.0,-34959000000.0,82353000000.0,141621000000.0,92156000000.0,9803000000.0,82353000000.0,-7650000000.0,-7650000000.0,89994000000.0,9000000.0,9000000.0,0.0,188008000000.0,75027000000.0,13261000000.0,2498000000.0,2498000000.0,59268000000.0,59268000000.0,112981000000.0,30345000000.0,14852000000.0,14852000000.0,6321000000.0,6321000000.0,61463000000.0,61463000000.0,61463000000.0,280164000000.0,190295000000.0,16069000000.0,45988000000.0,117312000000.0,15643000000.0,101669000000.0,10926000000.0,,,,,,,89869000000.0,9507000000.0,34083000000.0,16131000000.0,17952000000.0,,,46279000000.0,4466000000.0,41813000000.0,2023-06-30
925000000.0,925000000.0,24454000000.0,63369000000.0,-32409000000.0,147863000000.0,-22274000000.0,-32409000000.0,84494000000.0,142573000000.0,93980000000.0,9486000000.0,84494000000.0,-8688000000.0,-8688000000.0,93173000000.0,9000000.0,9000000.0,0.0,188083000000.0,73904000000.0,13615000000.0,2210000000.0,2210000000.0,58079000000.0,58079000000.0,114179000000.0,29622000000.0,15311000000.0,15311000000.0,5290000000.0,5290000000.0,63956000000.0,63956000000.0,63956000000.0,282063000000.0,190158000000.0,16711000000.0,45474000000.0,116903000000.0,15200000000.0,101703000000.0,11070000000.0,,,,,,,91905000000.0,9383000000.0,38425000000.0,17752000000.0,20673000000.0,,,44097000000.0,5182000000.0,38915000000.0,2023-09-30
925000000.0,925000000.0,37110000000.0,62537000000.0,-30170000000.0,151293000000.0,-20617000000.0,-30170000000.0,88756000000.0,147019000000.0,98919000000.0,10163000000.0,88756000000.0,-7027000000.0,-7027000000.0,95774000000.0,9000000.0,9000000.0,0.0,174801000000.0,75747000000.0,14463000000.0,3021000000.0,3021000000.0,58263000000.0,58263000000.0,99054000000.0,27072000000.0,3355000000.0,3355000000.0,4274000000.0,4274000000.0,64353000000.0,64353000000.0,64353000000.0,273720000000.0,195283000000.0,17298000000.0,47609000000.0,118926000000.0,15194000000.0,103732000000.0,11450000000.0,-7039000000.0,18489000000.0,12204000000.0,5573000000.0,712000000.0,0.0,78437000000.0,9839000000.0,38970000000.0,17694000000.0,21276000000.0,-1000000000.0,22276000000.0,29628000000.0,4201000000.0,25427000000.0,2023-12-31
