tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.210298,7873000000.0,855000000.0,855000000.0,4761000000.0,982000000.0,61905000000.0,7873000000.0,6891000000.0,-676000000.0,676000000.0,4761000000.0,4761000000.0,75896000000.0,6891000000.0,947000000.0,934000000.0,5.03,5.09743,4761000000.0,4761000000.0,4761000000.0,-147000000.0,4908000000.0,4908000000.0,1307000000.0,6215000000.0,855000000.0,855000000.0,-676000000.0,676000000.0,6891000000.0,13991000000.0,13009000000.0,982000000.0,982000000.0,20882000000.0,61905000000.0,82787000000.0,81932000000.0,2022-12-31
0.0,0.212,9056000000.0,798000000.0,798000000.0,5611000000.0,970000000.0,69250000000.0,9056000000.0,8086000000.0,-754000000.0,754000000.0,5611000000.0,5611000000.0,83845000000.0,8086000000.0,943000000.0,932000000.0,5.95,6.020386,5611000000.0,5611000000.0,5611000000.0,-163000000.0,5774000000.0,5774000000.0,1558000000.0,7332000000.0,798000000.0,798000000.0,-754000000.0,754000000.0,8086000000.0,14595000000.0,13625000000.0,970000000.0,970000000.0,22681000000.0,69250000000.0,91931000000.0,91133000000.0,2023-03-31
0.0,0.217457,9078000000.0,,,5474000000.0,1021000000.0,70016000000.0,9078000000.0,8057000000.0,-828000000.0,828000000.0,5474000000.0,5474000000.0,84846000000.0,8057000000.0,940000000.0,927000000.0,5.82,5.90507,5474000000.0,5474000000.0,5474000000.0,-183000000.0,5657000000.0,5657000000.0,1572000000.0,7229000000.0,,,-828000000.0,828000000.0,8057000000.0,14830000000.0,13809000000.0,1021000000.0,1021000000.0,22887000000.0,70016000000.0,92903000000.0,91788000000.0,2023-06-30
0.0,0.215,9533000000.0,,,5841000000.0,1007000000.0,68973000000.0,9533000000.0,8526000000.0,-834000000.0,834000000.0,5841000000.0,5841000000.0,83835000000.0,8526000000.0,936000000.0,925000000.0,6.24,6.314595,5841000000.0,5841000000.0,5841000000.0,-197000000.0,6038000000.0,6038000000.0,1654000000.0,7692000000.0,,,-834000000.0,834000000.0,8526000000.0,14862000000.0,13855000000.0,1007000000.0,1007000000.0,23388000000.0,68973000000.0,92361000000.0,91364000000.0,2023-09-30
0.0,0.17262,8663000000.0,,,5455000000.0,974000000.0,72425000000.0,8663000000.0,7689000000.0,-830000000.0,830000000.0,5455000000.0,5455000000.0,86738000000.0,7689000000.0,935000000.0,924925293.0,5.83,5.897774,5455000000.0,5455000000.0,5455000000.0,-220000000.0,5675000000.0,5675000000.0,1184000000.0,6859000000.0,,,-830000000.0,830000000.0,7689000000.0,14313000000.0,13339000000.0,974000000.0,974000000.0,22002000000.0,72425000000.0,94427000000.0,93248000000.0,2023-12-31
