free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,net_income_from_continuing_operations,date
-257000000.0,0.0,-55000000.0,349000000.0,304000000.0,-921000000.0,216000000.0,180000000.0,36000000.0,284000000.0,284000000.0,-8000000.0,-153000000.0,-153000000.0,0.0,0.0,304000000.0,304000000.0,141000000.0,-153000000.0,294000000.0,-55000000.0,349000000.0,-912000000.0,-912000000.0,9000000.0,0.0,53000000.0,-53000000.0,-921000000.0,664000000.0,664000000.0,88000000.0,-67000000.0,33000000.0,13000000.0,104000000.0,104000000.0,264000000.0,-160000000.0,-160000000.0,26000000.0,-21000000.0,-3000000.0,6000000.0,33000000.0,33000000.0,376000000.0,376000000.0,,164000000.0,2022-12-31
-455000000.0,,,499000000.0,5000000.0,-951000000.0,237000000.0,216000000.0,21000000.0,489000000.0,489000000.0,-29000000.0,-165000000.0,-165000000.0,,,5000000.0,5000000.0,678000000.0,179000000.0,499000000.0,,499000000.0,-964000000.0,-964000000.0,-1000000.0,-12000000.0,17000000.0,-29000000.0,-951000000.0,496000000.0,496000000.0,-169000000.0,14000000.0,-6000000.0,-14000000.0,-312000000.0,-312000000.0,-362000000.0,50000000.0,50000000.0,37000000.0,112000000.0,-12000000.0,8000000.0,35000000.0,35000000.0,369000000.0,369000000.0,369000000.0,265000000.0,2023-03-31
-306000000.0,,,498000000.0,11000000.0,-921000000.0,246000000.0,237000000.0,9000000.0,319000000.0,319000000.0,-6000000.0,-165000000.0,-165000000.0,,,11000000.0,11000000.0,479000000.0,81000000.0,398000000.0,,498000000.0,-925000000.0,-925000000.0,0.0,-4000000.0,48000000.0,-52000000.0,-921000000.0,615000000.0,615000000.0,-9000000.0,-75000000.0,40000000.0,-24000000.0,70000000.0,70000000.0,27000000.0,43000000.0,43000000.0,-81000000.0,61000000.0,-22000000.0,6000000.0,31000000.0,31000000.0,370000000.0,370000000.0,370000000.0,239000000.0,2023-06-30
158000000.0,,0.0,0.0,12000000.0,-762000000.0,246000000.0,246000000.0,0.0,-153000000.0,-153000000.0,-11000000.0,-166000000.0,-166000000.0,,,12000000.0,12000000.0,12000000.0,12000000.0,0.0,0.0,0.0,-767000000.0,-767000000.0,-1000000.0,-4000000.0,71000000.0,-75000000.0,-762000000.0,920000000.0,920000000.0,-42000000.0,38000000.0,17000000.0,-40000000.0,111000000.0,111000000.0,48000000.0,63000000.0,63000000.0,-49000000.0,-119000000.0,19000000.0,7000000.0,62000000.0,62000000.0,380000000.0,380000000.0,380000000.0,494000000.0,2023-09-30
-604000000.0,,0.0,1298000000.0,318000000.0,-1137000000.0,272000000.0,246000000.0,26000000.0,635000000.0,635000000.0,-10000000.0,-166000000.0,-166000000.0,,,318000000.0,318000000.0,493000000.0,-805000000.0,1298000000.0,0.0,1298000000.0,-1142000000.0,-1142000000.0,1000000.0,-6000000.0,104000000.0,-110000000.0,-1137000000.0,533000000.0,533000000.0,-106000000.0,-278000000.0,64000000.0,-31000000.0,23000000.0,23000000.0,183000000.0,-160000000.0,-160000000.0,26000000.0,90000000.0,-7000000.0,5000000.0,101000000.0,101000000.0,381000000.0,381000000.0,381000000.0,159000000.0,2023-12-31
