tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
1750000.0,0.145833,686000000.0,12000000.0,12000000.0,163000000.0,376000000.0,1270000000.0,698000000.0,322000000.0,-113000000.0,130000000.0,17000000.0,152750000.0,163000000.0,1770000000.0,276000000.0,260200000.0,259100000.0,0.63,0.63,163000000.0,163000000.0,163000000.0,-1000000.0,164000000.0,164000000.0,28000000.0,192000000.0,29000000.0,16000000.0,12000000.0,-12000000.0,1000000.0,-113000000.0,130000000.0,17000000.0,276000000.0,448000000.0,124000000.0,324000000.0,324000000.0,724000000.0,1322000000.0,2046000000.0,2046000000.0,2022-12-31
1102649.006623,0.122517,789000000.0,9000000.0,9000000.0,264000000.0,369000000.0,1215000000.0,798000000.0,429000000.0,-126000000.0,127000000.0,1000000.0,256102649.006623,264000000.0,1711000000.0,351000000.0,263100000.0,262200000.0,1.0,1.01,264000000.0,264000000.0,264000000.0,-1000000.0,265000000.0,265000000.0,37000000.0,302000000.0,77000000.0,66000000.0,9000000.0,-9000000.0,2000000.0,-126000000.0,127000000.0,1000000.0,351000000.0,447000000.0,127000000.0,320000000.0,320000000.0,798000000.0,1264000000.0,2062000000.0,2062000000.0,2023-03-31
1960000.0,0.14,767000000.0,14000000.0,14000000.0,237000000.0,370000000.0,937000000.0,781000000.0,411000000.0,-134000000.0,134000000.0,0.0,224960000.0,237000000.0,1431000000.0,329000000.0,263200000.0,262600000.0,0.9,0.9,237000000.0,237000000.0,237000000.0,-2000000.0,239000000.0,239000000.0,38000000.0,277000000.0,82000000.0,68000000.0,14000000.0,-14000000.0,0.0,-134000000.0,134000000.0,0.0,329000000.0,459000000.0,124000000.0,335000000.0,335000000.0,788000000.0,972000000.0,1760000000.0,1760000000.0,2023-06-30
1960923.623446,0.122558,1079000000.0,16000000.0,16000000.0,493000000.0,380000000.0,919000000.0,1095000000.0,715000000.0,-146000000.0,152000000.0,6000000.0,478960923.623446,493000000.0,1446000000.0,614000000.0,263400000.0,262800000.0,1.87,1.88,493000000.0,493000000.0,493000000.0,-1000000.0,494000000.0,494000000.0,69000000.0,563000000.0,95000000.0,79000000.0,16000000.0,-16000000.0,0.0,-146000000.0,152000000.0,6000000.0,614000000.0,516000000.0,147000000.0,369000000.0,369000000.0,1130000000.0,930000000.0,2060000000.0,2060000000.0,2023-09-30
2954545.454545,0.19697,717000000.0,15000000.0,15000000.0,158000000.0,381000000.0,849000000.0,732000000.0,351000000.0,-144000000.0,153000000.0,9000000.0,145954545.454545,158000000.0,1354000000.0,264000000.0,264000000.0,263500000.0,0.6,0.6,158000000.0,158000000.0,158000000.0,-1000000.0,159000000.0,159000000.0,39000000.0,198000000.0,78000000.0,64000000.0,15000000.0,-15000000.0,-1000000.0,-144000000.0,153000000.0,9000000.0,264000000.0,487000000.0,124000000.0,363000000.0,363000000.0,751000000.0,867000000.0,1618000000.0,1618000000.0,2023-12-31
