ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,payables_and_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,investments_and_advances,other_investments,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,current_assets,other_current_assets,restricted_cash,inventory,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,other_non_current_liabilities,current_deferred_liabilities,current_deferred_revenue,other_inventories
262000000.0,262000000.0,15085000000.0,15095000000.0,10097000000.0,25603000000.0,-698000000.0,10097000000.0,10508000000.0,24193000000.0,10637000000.0,129000000.0,10508000000.0,-1000000.0,-1000000.0,3646000000.0,6860000000.0,3000000.0,3000000.0,27267000000.0,23901000000.0,4144000000.0,3804000000.0,13685000000.0,13685000000.0,763000000.0,3366000000.0,797000000.0,1410000000.0,1410000000.0,340000000.0,1070000000.0,1159000000.0,1159000000.0,,1159000000.0,37904000000.0,35236000000.0,768000000.0,411000000.0,958000000.0,958000000.0,411000000.0,411000000.0,31262000000.0,-14465000000.0,45727000000.0,1306000000.0,4130000000.0,2668000000.0,749000000.0,142000000.0,667000000.0,1100000000.0,54000000.0,600000000.0,-31000000.0,631000000.0,10000000.0,,10000000.0,2022-12-31,,,,
262600000.0,262600000.0,15519000000.0,15529000000.0,10196000000.0,26136000000.0,-695000000.0,10196000000.0,10607000000.0,24788000000.0,10736000000.0,129000000.0,10607000000.0,-2000000.0,-2000000.0,3745000000.0,6861000000.0,3000000.0,3000000.0,27328000000.0,24571000000.0,4226000000.0,3856000000.0,14181000000.0,14181000000.0,769000000.0,2757000000.0,745000000.0,1348000000.0,1348000000.0,100000000.0,1248000000.0,664000000.0,664000000.0,,664000000.0,38064000000.0,36002000000.0,815000000.0,423000000.0,1019000000.0,1019000000.0,411000000.0,411000000.0,31735000000.0,,,,,2062000000.0,407000000.0,29000000.0,630000000.0,986000000.0,62000000.0,625000000.0,-34000000.0,659000000.0,10000000.0,0.0,10000000.0,2023-03-31,,,,
262700000.0,262700000.0,16000000000.0,16007000000.0,10286000000.0,26704000000.0,-1224000000.0,10286000000.0,10697000000.0,25025000000.0,10826000000.0,129000000.0,10697000000.0,-3000000.0,-3000000.0,3817000000.0,6880000000.0,3000000.0,3000000.0,28121000000.0,24878000000.0,4330000000.0,3913000000.0,14328000000.0,14328000000.0,775000000.0,3243000000.0,845000000.0,1679000000.0,1679000000.0,350000000.0,1329000000.0,719000000.0,719000000.0,,719000000.0,38947000000.0,36928000000.0,859000000.0,442000000.0,1075000000.0,1075000000.0,411000000.0,411000000.0,32351000000.0,,,,,2019000000.0,358000000.0,20000000.0,711000000.0,923000000.0,63000000.0,482000000.0,-39000000.0,521000000.0,7000000.0,0.0,7000000.0,2023-06-30,,,,
262903726.0,262903726.0,16010000000.0,16018000000.0,10632000000.0,27061000000.0,-1933000000.0,10632000000.0,11043000000.0,24872000000.0,11172000000.0,129000000.0,11043000000.0,-4000000.0,-4000000.0,4144000000.0,6900000000.0,3000000.0,3000000.0,28427000000.0,24410000000.0,4484000000.0,4068000000.0,13829000000.0,13829000000.0,761000000.0,4017000000.0,664000000.0,2189000000.0,2189000000.0,849000000.0,1340000000.0,1164000000.0,1164000000.0,209000000.0,955000000.0,39599000000.0,37515000000.0,882000000.0,470000000.0,1042000000.0,1042000000.0,411000000.0,411000000.0,32938000000.0,,,,,2084000000.0,281000000.0,13000000.0,760000000.0,1022000000.0,65000000.0,597000000.0,-33000000.0,630000000.0,8000000.0,0.0,8000000.0,2023-09-30,,,,
266300000.0,266300000.0,16481000000.0,16506000000.0,10938000000.0,27855000000.0,-1164000000.0,10938000000.0,11349000000.0,26470000000.0,11478000000.0,129000000.0,11349000000.0,-6000000.0,-6000000.0,4136000000.0,7216000000.0,3000000.0,3000000.0,29352000000.0,26007000000.0,4176000000.0,4176000000.0,15121000000.0,15121000000.0,772000000.0,3345000000.0,648000000.0,1385000000.0,1385000000.0,849000000.0,536000000.0,1136000000.0,1136000000.0,,1136000000.0,40830000000.0,38649000000.0,921000000.0,581000000.0,1150000000.0,1150000000.0,411000000.0,411000000.0,33776000000.0,-15426000000.0,49202000000.0,1493000000.0,4103000000.0,2181000000.0,490000000.0,14000000.0,733000000.0,919000000.0,106000000.0,494000000.0,-30000000.0,524000000.0,25000000.0,0.0,25000000.0,2023-12-31,426000000.0,176000000.0,176000000.0,95000000.0
