tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-1292814.762323,0.160558,183436000.0,-8052000.0,-8052000.0,88844000.0,54672000.0,131757000.0,175384000.0,120712000.0,1387000.0,14875000.0,16262000.0,95603185.237677,88844000.0,385359000.0,104573000.0,230357000.0,227716433.0,0.39,0.390152,88844000.0,88844000.0,88844000.0,88844000.0,88844000.0,16993000.0,105837000.0,-8175000.0,-123000.0,-8052000.0,8052000.0,1387000.0,14875000.0,16262000.0,112625000.0,204899000.0,5969000.0,5969000.0,5969000.0,5969000.0,44719000.0,154211000.0,122244000.0,31967000.0,31967000.0,317524000.0,180460000.0,497984000.0,497984000.0,2022-12-31
-1278420.0,0.22,181113000.0,-5811000.0,-5811000.0,85035000.0,52061000.0,128518000.0,175302000.0,123241000.0,3554000.0,14454000.0,18008000.0,89567580.0,85035000.0,382877000.0,96710000.0,230602000.0,227894000.0,0.37,0.37,85035000.0,85035000.0,85035000.0,85035000.0,85035000.0,23752000.0,108787000.0,2712000.0,8523000.0,-5811000.0,5811000.0,3554000.0,14454000.0,18008000.0,102521000.0,204955000.0,2657000.0,2657000.0,2657000.0,2657000.0,54718000.0,147580000.0,114641000.0,32939000.0,32939000.0,307476000.0,177922000.0,485398000.0,485398000.0,2023-03-31
-1806420.0,0.21,175551000.0,-8602000.0,-8602000.0,80786000.0,51136000.0,134271000.0,166949000.0,115813000.0,7846000.0,13497000.0,21343000.0,87581580.0,80786000.0,380823000.0,105432000.0,230517000.0,228182000.0,0.35,0.354042,80786000.0,80786000.0,80786000.0,80786000.0,80786000.0,21530000.0,102316000.0,-19564000.0,-10962000.0,-8602000.0,8602000.0,7846000.0,13497000.0,21343000.0,114034000.0,198118000.0,2702000.0,2702000.0,2702000.0,2702000.0,49893000.0,145523000.0,116331000.0,29192000.0,29192000.0,312152000.0,182705000.0,494857000.0,494857000.0,2023-06-30
-2209578.803967,0.220495,173438000.0,-10021000.0,-10021000.0,77818000.0,50569000.0,130078000.0,163417000.0,112848000.0,7362000.0,13018000.0,20380000.0,85629421.196033,77818000.0,368692000.0,97181000.0,230613000.0,228258000.0,0.34,0.34,77818000.0,77818000.0,77818000.0,77818000.0,77818000.0,22012000.0,99830000.0,-14734000.0,-4713000.0,-10021000.0,10021000.0,7362000.0,13018000.0,20380000.0,107202000.0,190758000.0,2713000.0,2713000.0,2713000.0,2713000.0,47934000.0,140111000.0,111462000.0,28649000.0,28649000.0,297960000.0,177934000.0,475894000.0,475894000.0,2023-09-30
-1940513.64447,0.178438,193762000.0,-10875000.0,-10875000.0,97664000.0,51570000.0,144184000.0,182887000.0,131317000.0,6820000.0,12441000.0,19261000.0,106598486.35553,97664000.0,387672000.0,110615000.0,223822650.0,221356672.0,0.43299,0.441206,97664000.0,97664000.0,97664000.0,97664000.0,97664000.0,21212000.0,118876000.0,-9434000.0,1441000.0,-10875000.0,10875000.0,6820000.0,12441000.0,19261000.0,121490000.0,194610000.0,2692000.0,2692000.0,2692000.0,2692000.0,45966000.0,145952000.0,117478000.0,28474000.0,28474000.0,316100000.0,193062000.0,509162000.0,509162000.0,2023-12-31
