tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_ppe,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
4255261.475998,0.231478,1027787000.0,18383000.0,18383000.0,587027000.0,176169000.0,7408575000.0,1046170000.0,870001000.0,-39461000.0,56978000.0,17517000.0,572899261.475998,587027000.0,8157827000.0,827100000.0,199459000.0,199459000.0,2.92,2.92,581585000.0,581585000.0,5442000.0,587027000.0,-37799000.0,624826000.0,624826000.0,188197000.0,813023000.0,25384000.0,20798000.0,4992000.0,7001000.0,-2415000.0,-39461000.0,56978000.0,17517000.0,827100000.0,749252000.0,646741000.0,102511000.0,1576352000.0,7408575000.0,8984927000.0,8800145000.0,2022-12-31
515206.0,0.206,702009000.0,2501000.0,2501000.0,353266000.0,173983000.0,6325637000.0,704510000.0,530527000.0,-25887000.0,45822000.0,19935000.0,351280206.0,353266000.0,7060933000.0,504209000.0,195445000.0,195445000.0,1.79,1.79,350341000.0,350341000.0,2925000.0,353266000.0,-31739000.0,385005000.0,385005000.0,99700000.0,484705000.0,6383000.0,1631000.0,1631000.0,3882000.0,870000.0,-25887000.0,45822000.0,19935000.0,504209000.0,735296000.0,639383000.0,95913000.0,1239505000.0,6325637000.0,7565142000.0,7505206000.0,2023-03-31
406600.0,0.214,914852000.0,1900000.0,1900000.0,507661000.0,189360000.0,6455102000.0,916752000.0,727392000.0,-29391000.0,46982000.0,17591000.0,506167600.0,507661000.0,7129290000.0,704356000.0,192348000.0,192348000.0,2.62,2.62,503250000.0,503250000.0,4411000.0,507661000.0,-26824000.0,534485000.0,534485000.0,145925000.0,680410000.0,5445000.0,1152000.0,1152000.0,3545000.0,748000.0,-29391000.0,46982000.0,17591000.0,704356000.0,674188000.0,546800000.0,127388000.0,1378544000.0,6455102000.0,7833646000.0,7800643000.0,2023-06-30
2178708.0,0.222,1294510000.0,9814000.0,9814000.0,790922000.0,195562000.0,7087364000.0,1304324000.0,1108762000.0,-24109000.0,48686000.0,24577000.0,783286708.0,790922000.0,7834109000.0,1071362000.0,185456000.0,185456000.0,4.23,4.23,783734000.0,783734000.0,7188000.0,790922000.0,-34139000.0,825061000.0,825061000.0,235015000.0,1060076000.0,12823000.0,8954000.0,8954000.0,3009000.0,860000.0,-24109000.0,48686000.0,24577000.0,1071362000.0,746745000.0,622532000.0,124213000.0,1818107000.0,7087364000.0,8905471000.0,8868921000.0,2023-09-30
3293850.0,0.21,172605000.0,15685000.0,15685000.0,-62183000.0,211668000.0,6957338000.0,188290000.0,-23378000.0,-17941000.0,49306000.0,31365000.0,-74574150.0,-62183000.0,7737497000.0,-77361000.0,,,,,-61888000.0,-61888000.0,-295000.0,-62183000.0,-28527000.0,-33656000.0,-33656000.0,-39028000.0,-72684000.0,22618000.0,15633000.0,15633000.0,6933000.0,52000.0,-17941000.0,49306000.0,31365000.0,-77361000.0,780159000.0,629433000.0,150726000.0,702798000.0,6957338000.0,7660136000.0,7573508000.0,2023-12-31
